,acc,bool_hebbian,phi,theta
204,0,0,5,0.8299999999999996
205,0,1,5,0.8299999999999996
206,0,0,5,0.8399999999999996
207,0,1,5,0.8399999999999996
208,0,0,5,0.8499999999999996
209,0,1,5,0.8499999999999996
210,0,0,5,0.8599999999999995
211,0,1,5,0.8599999999999995
212,0,0,5,0.8699999999999996
213,0,1,5,0.8699999999999996
214,0,0,5,0.8799999999999996
215,0,1,5,0.8799999999999996
216,0,0,5,0.8899999999999996
217,0,1,5,0.8899999999999996
218,0,0,5,0.8999999999999996
219,0,1,5,0.8999999999999996
220,0,0,5,0.9099999999999996
221,0,1,5,0.9099999999999996
222,0,0,5,0.9199999999999996
223,0,1,5,0.9199999999999996
224,0,0,5,0.9299999999999996
225,0,1,5,0.9299999999999996
226,0,0,5,0.9399999999999996
227,0,1,5,0.9399999999999996
228,0,0,5,0.9499999999999995
229,0,1,5,0.9499999999999995
230,0,0,5,0.9599999999999995
231,0,1,5,0.9599999999999995
232,0,0,5,0.9699999999999995
233,0,1,5,0.9699999999999995
234,0,0,5,0.9799999999999995
235,0,1,5,0.9799999999999995
236,0,0,5,0.9899999999999995
237,0,1,5,0.9899999999999995
238,0,0,5,0.9999999999999996
239,0,1,5,0.9999999999999996
