,"(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 0, 3)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 2, 0)","(0, 2, 1)","(0, 3, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(1, 2, 0)","(2, 0, 0)","(2, 0, 1)","(2, 1, 0)","(3, 0, 0)",error
0,0.4683394755161728,0.4098580499562446,-5.305211712874924e-09,4.6422036851740745e-10,0.41937310449245124,1.1194535869726158e-07,-2.7411857494335275e-08,2.1119128211510851e-07,-1.4509905059065242e-07,-9.270658117982444e-07,-0.049350099356123285,3.170211979368153e-09,5.649629111959047e-10,2.4333097186496344e-09,4.2410827126804435e-09,-5.2506344928177073e-08,4.522816772359675e-09,-7.984095584214057e-10,3.0953151680234575e-09,-2.618661788435651e-10,2.387254114990051e-15
1,-0.06980122886288885,0.2413293739474617,7.124031777363572e-10,-2.0390851845087103e-10,-0.5973703753568904,-4.835968524415091e-08,1.1458003325325906e-08,1.3481527541547855e-07,1.8730323904370128e-07,-1.7224310921992725e-06,-0.3571226181378792,2.796586610995678e-09,2.2935460924537006e-10,-1.1828856397860799e-08,1.168323339592256e-08,-1.568144594177312e-07,-6.12186456779365e-09,-9.217704534771401e-10,6.799542135935144e-09,8.613754756670554e-10,1.4773282469297348e-15
2,0.46698191355112456,-0.09454415438923887,-7.986045297010257e-10,3.0953796256866025e-11,0.03298604425048031,-7.560478318489189e-09,9.858260041628597e-10,1.3108501291381192e-08,-5.063280003603232e-08,5.827092547372459e-07,0.09266353743877613,4.9566139384760914e-09,-1.8693720554774829e-10,-8.063821135134708e-09,5.568800883805087e-09,-5.2593104593601225e-09,1.5847053452464066e-09,-6.399221233951437e-10,2.4978886285775825e-09,3.1149056671140284e-10,9.478857627383067e-16
3,0.019743784154687874,-0.08039259948767023,4.260524919575451e-09,-3.2358579258982534e-10,-0.2117527080491134,-1.0346208221753694e-09,2.0031438081890857e-10,-6.26774078679726e-08,-1.2104015548533575e-08,-4.7759444107842164e-08,-0.036434715486363005,1.5209916673632017e-09,-2.8057488212029864e-10,-4.1138560500850185e-09,1.8046601322693756e-10,1.1165748272853881e-07,-1.2284945610969728e-09,4.4581698291248743e-11,8.183863402493746e-10,1.7686125023072563e-10,3.255454608884481e-16
4,-0.02119900171277352,0.2971894496833427,4.662425563087703e-10,-2.4972632680625288e-12,0.09802603457848437,-7.759960021780365e-09,-3.4390057227721288e-09,2.550569624393262e-07,-1.0382889002735762e-07,1.7154996854173987e-06,-0.5258727275772208,-1.4459240372946894e-09,-1.498617217598813e-10,-7.595542965421753e-09,2.8033336512810897e-08,-1.7177261235623575e-07,2.6490150021457604e-09,1.8132338730806555e-10,-4.366647942538604e-09,-5.74942155895982e-10,1.4958690826487795e-15
5,-0.15883305937359066,0.1691466775305521,-1.7499778842547994e-09,2.2665957104647826e-10,0.12602443734746127,-2.7166073555181386e-09,2.7962890174486506e-09,-7.658750536543302e-09,1.1054499633386672e-07,-7.947670321861722e-08,-0.007723363676392893,9.154331025721307e-10,-1.975221392722535e-10,1.1869746366355294e-09,-8.625864639862264e-09,-3.6007955325767504e-08,-6.198668970692003e-11,1.3227528569710178e-10,8.109853721731397e-10,3.810003487968736e-11,2.5374154281200137e-16
6,0.08575848717165777,-0.1535742501048711,7.835864850148997e-10,2.412787648419899e-10,0.3056865824460116,-1.4099425568042667e-09,-5.84417116507004e-10,-5.75028087645979e-08,4.747191748033508e-08,-1.7662911415694538e-06,0.36626727673032017,3.815628695245715e-09,-1.1832051172641351e-09,-6.672127350615398e-09,1.7932887867375125e-08,-1.7588752987407474e-07,1.86442109320617e-09,4.679143487604231e-10,-2.83365323393292e-09,-2.1260526499033983e-10,9.458779148646956e-16
7,-0.6507291406027733,0.13176597000620366,-3.782171698978032e-09,3.162331340680961e-10,-0.23532732754579885,2.5596708529661283e-08,-6.90608126165549e-09,3.155441395674696e-08,-6.922480494039873e-08,-1.1395445788098257e-06,0.11677865461617133,1.820582698770887e-09,-2.4388939008480426e-10,-1.1285573068078869e-08,5.243343896435895e-09,-2.5736648076590818e-08,-2.558703120800025e-10,-1.8208914050598393e-10,4.953611163730116e-09,3.2158025808221025e-11,8.035112652760736e-16
8,0.15006608271553956,0.22469661221531984,1.3784703861705115e-10,1.900087548689661e-10,0.15133557116399662,-2.4820431209458815e-08,1.1576202114474692e-08,1.3849814291949647e-07,4.8703017830470374e-08,1.969171461391195e-06,0.1007656983444336,3.2673118070006236e-09,-5.338926803757758e-10,6.082294768533503e-09,-2.2693204866630883e-08,-6.446378410240872e-08,4.103658486371425e-09,2.8615050525490973e-10,8.719914009608365e-10,-4.236834154455922e-10,2.317635150349659e-15
9,-0.19383888974565205,0.03357331416807405,-1.3089826793628444e-09,8.1595519298589e-11,-0.20940516107263155,8.260088025721646e-08,-1.213283700859046e-08,3.276776519012259e-07,-1.2991249184746145e-07,-2.216661546761145e-06,-0.47998850761506895,-1.0387852573972732e-08,8.176764710742142e-10,4.122066190465068e-08,-1.1415331865535783e-08,-5.689079781712181e-07,2.2358799911786215e-08,1.50150570597037e-09,-4.786641878001818e-09,-2.3206109682526524e-09,2.5658293840208073e-15
