,"(0, 0, 0)",error
0,2.4980380891842975,10.095509377524104
1,2.1218114376238857,17.999376920015564
2,2.5352416159286317,16.51884156331143
3,2.215325690624304,8.839918075817806
4,1.9089901885038452,6.4076488144334585
5,2.299150273913207,20.1595743720351
6,2.3944337205612096,11.188061794210832
7,2.223213349543512,32.835452240183955
8,1.0398657178871025,3.0040015122370667
9,1.9261663081124425,22.055166729388382
10,1.4668263524118812,6.481310528187876
11,2.0556905772769825,10.404752579743379
12,2.0600511929868826,39.69593286341851
13,2.7415763192634204,16.108241528724573
14,2.919506812960737,27.247415232568496
15,3.0005514491721987,15.38151389818785
16,1.2349291830189113,6.4557037119416005
17,1.7095462169094633,12.002546559314963
18,1.460447284637226,9.735802541600258
19,3.5306145438857173,29.31175628561608
20,1.363773586987453,11.48010002226034
21,1.7816777193453164,10.029090023330218
22,3.6967011117671302,21.014731849030447
23,1.8620122993602934,15.710474487172
24,2.504381166143964,16.769835745240115
25,2.6107174907362793,16.714041056397043
26,0.9338354747137055,10.684512166098905
27,1.2952660862910044,3.3450832983614465
28,1.8124931986635138,9.76067354123459
29,1.99995244126353,8.904568648103062
30,1.9023937835875486,5.16941133868685
31,2.0579089631140235,10.78441190639021
32,1.97236969559143,8.5274174089447
33,1.7734192048249922,14.414801128504907
34,3.1685136045681106,21.084327524679185
35,0.8652487627271006,2.06319793001744
36,1.603557024261811,5.151583565812431
37,3.0207010955715345,13.749750915337353
38,2.5935117677919983,12.935170117608529
39,2.0748642988740986,8.2672554277849
40,3.9052232056760436,31.692265652841275
41,1.8171213712485041,10.500297548962923
42,2.3440416849016525,9.621444634405048
43,1.4145138132613566,4.925560389095255
44,1.2444401437941837,5.900654024675049
45,3.5257540430563195,37.48593297040771
46,1.7314535019908928,9.26122384455416
47,2.7153664712706167,14.34548639109515
48,2.042659639161494,12.557049850893092
49,2.9993467737780883,16.462977538628348
50,3.4142749390566154,29.671329872740134
51,2.3682518154015346,12.415437967508609
52,2.5088558104479066,12.503660334745309
53,4.1982433208968075,38.307635845951516
54,3.1574019903327444,21.470658357523774
55,1.8249377157890962,13.650623733683494
56,1.2518644472692781,11.188960152758094
57,2.2589936744504504,15.657531002646756
58,1.5732034282758829,17.180451076269186
59,2.638211431544688,10.436867818244176
60,0.9295551674099019,7.903055284666098
61,2.185926177823502,11.960782950487756
62,2.314327995804035,11.419380821934654
63,3.2120301935883857,21.879112323541484
64,1.8102488525452403,7.04917155980457
65,4.336681206739611,24.134533439175808
66,3.277258898943611,20.159045392628656
67,2.5954704614987394,19.319559710655536
68,1.4546058327601188,16.268178647167904
69,2.866284977427374,23.20130620579084
70,3.9257044232460774,46.7768047789547
71,0.79472877005943,7.026290748272209
72,0.17525934058810688,9.337363217484471
73,0.9466738367379489,27.359379611184348
74,2.4857693472432176,16.33554855182725
75,4.762193801005681,34.82023350803324
76,1.4039261893362789,9.787875829548856
77,2.182608962886346,15.249114734640445
78,2.7557321088821887,25.070029393827873
79,0.16916253448360496,3.307239841273707
80,1.7338559493567383,7.423906079819087
81,1.0507220736508154,8.06093677823438
82,2.9767502694697923,30.1773638320259
83,2.002704133744248,13.307787234846552
84,2.0936114571502227,9.182447060743105
85,2.7251852442318985,21.524335385653227
86,1.3185891670443946,11.345512822784864
87,2.204452968343265,10.668895107693793
88,1.5003681577884387,5.108596956310019
89,2.778910407407028,18.81651723985066
90,2.7231724808716935,17.708873664917096
91,2.3969692762682424,8.064793822131595
92,1.6109624472591615,12.451652892733893
93,2.3505202814913355,16.585634494292247
94,3.4913076698376484,26.416535416662164
95,2.811386311881037,22.441793892404302
96,2.3885137692919107,21.539245120172325
97,3.2060154869521247,17.663771031815514
98,1.9850525753986505,12.595346076375169
99,1.9530534722619795,8.9216185232879
100,1.461039601431435,16.064166042957506
101,3.2004414564929906,22.101210106458993
