,"(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 1, 0)","(0, 1, 1)","(0, 2, 0)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(2, 0, 0)",error
0,0.2956163997843159,1.823472156165432,-0.005474101613756027,1.0270107497853915,0.05556974598389752,-1.069656186984076,-0.07293951725539698,0.02774159137494564,-0.07876364265776792,-0.0025225800718854975,0.030893000627623693
1,-0.49354899407922115,2.514721389042481,-0.0176214539424058,0.8496555490545172,0.0861322984789572,-1.4890945422135862,-0.3913848997935906,0.018322950373992883,-0.05977397901255077,-0.013189811612287047,0.03479455966050106
2,0.1476155177927745,2.3121872582962704,0.005101290447235077,0.4281724172159609,0.12868134435521927,-0.9691674380149964,-0.4594384621948343,-0.01655722862398845,-0.1740083621452076,-0.001397712302020921,0.05260119751485521
3,-0.027655460812994914,1.7576490642115725,-0.01224337336662612,0.41795568854157195,0.028367831224408446,-1.2663179078728892,0.10554698182869054,0.018480020550890316,0.006650212169331315,-0.006828799174566175,0.015410870833316053
4,0.3503070799097258,1.4948415593879858,-0.006318536346446621,0.8719243318089722,0.028235218111492655,-1.2097079459975988,-0.24197187443537713,-0.00293899623775027,-0.10823331443502679,-0.003741486284876425,0.017754278723691192
5,-0.1648786910528305,2.541679448468587,-0.01396155674861204,0.8949138781841661,0.10068441256445748,-1.881310629060148,-0.6573030208839161,0.06063264568273531,-0.15649832081577542,-0.008536026842207094,0.06336704589088415
6,-0.28677477851274,1.9378190197517913,-0.0010139758899408817,0.07032526989513543,0.07692660392204242,0.25952295255503355,0.2951446147546928,-0.021927101792739732,-0.10480544321710716,-0.0018646421013488613,0.02008482595576266
7,-0.8661159011751899,3.3710904836868134,-0.04455081981520214,1.1197611169574149,0.03464345791652024,-3.35157965055589,-0.9131470336934412,0.09171638086992355,-0.18289181548680034,-0.01856550800658266,0.11749676822881565
8,-0.1554404039384377,1.0079899341937228,-0.00765362885401049,0.18175916591293617,-0.005355340473291004,-0.9752951329391328,-0.014697915171042054,0.02491645118321728,-0.021648009300971605,-0.011149222023457762,0.011712793119306503
9,-0.7344550129320677,2.7193229263176653,-0.02322503471201879,1.6117353095973903,0.11912640114720796,-2.077806044116205,-0.630384385598864,0.0610318113607597,0.004352272552280156,-0.013066220003485932,0.07342703738553881
10,-0.41054806861198573,1.4381800615771607,-0.002131227292448093,0.3485655601485853,0.042501499154053546,-0.06398044549329418,0.08755350681756872,0.02272432233363744,-0.05940564128506717,-0.008220523092999896,0.02008284720925549
11,0.11127062206846702,1.8252601791794234,0.003261022226655433,0.46245874705655177,0.0952439070982245,-0.53175476263932,-0.3189552867483822,0.000496225626590914,-0.085461370914447,-0.002529065115641658,0.03471710936408495
12,-0.8761113174798681,3.6508621626373796,-0.05355573813717733,1.380281317863687,0.14196347778793061,-4.709602735215325,-1.3599828982029714,0.09568153476526092,-0.1923252907494477,-0.01683001969581244,0.186164745751673
13,-0.04790495650850904,2.328927697616345,-0.0007001706171945593,0.7367987328743351,0.01405592507605502,-0.22743554588021064,-0.08214599699558109,-0.004750392487052987,-0.09597501455381696,-0.004457053593751453,0.02204807284577544
14,-0.6359415559528877,3.1373037807691264,-0.029475216834042334,0.31958331250694716,0.1415113358459137,-2.9137041879674817,-0.2662409961675667,0.04531124859370153,-0.1482877697185574,0.0015258106833874307,0.0781089575668902
15,0.04611744422563152,2.236209816654352,0.000402028263107021,0.211353042832915,0.14353568284332385,-0.024225979154087973,0.13169646350078829,0.00482923064976036,-0.04954475981005185,0.004848081820642483,0.016655544047831268
16,-0.2391884255079587,1.530092941910226,-0.020551052078135047,0.3939119480242672,0.04973876995186899,-2.0713639054354616,-0.3586093619711359,0.03302552128530649,-0.06560167432948963,-0.000718017243812416,0.023386927315009527
17,-0.46235762334043984,1.9977341329793368,-0.014819485069292006,0.35917826017388954,0.024715011611545545,-0.9250794259579211,-0.252607589839542,0.0557036607379848,-0.033434199852307,-0.016457459640692083,0.0343230002946659
18,-0.4833105350156922,1.894477774646274,-0.03570968806217702,0.8536485208778892,-0.0010482083185583413,-3.0189745275961744,-0.25437100903106646,0.07281327992847528,-0.05523629022425547,-0.021847642167359932,0.07051447637852941
19,0.10398743715492348,3.068429947039657,-0.004535556468010564,1.1135835900849056,0.14355180028361225,-0.8835916669541994,-0.34050157804503217,0.0445507238282192,-0.0722512997093665,-0.022354745664656794,0.07039381547767959
20,-0.34846467385061997,1.9758791796175355,-0.029182307820155826,1.0474689262370103,-0.014398658778568496,-2.5202250302166815,-0.6285732092613868,0.06381228400079954,-0.029856115393328442,-0.011329009195894715,0.03997794003654022
