,"(0, 0, 0)","(0, 0, 1)","(0, 0, 2)","(0, 0, 3)","(0, 0, 4)","(0, 1, 0)","(0, 1, 1)","(0, 1, 2)","(0, 1, 3)","(0, 2, 0)","(0, 2, 1)","(0, 2, 2)","(0, 3, 0)","(0, 3, 1)","(0, 4, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 2)","(1, 0, 3)","(1, 1, 0)","(1, 1, 1)","(1, 1, 2)","(1, 2, 0)","(1, 2, 1)","(1, 3, 0)","(2, 0, 0)","(2, 0, 1)","(2, 0, 2)","(2, 1, 0)","(2, 1, 1)","(2, 2, 0)","(3, 0, 0)","(3, 0, 1)","(3, 1, 0)","(4, 0, 0)",error
0,0.39219030932147586,1.6283991744176642,0.05471454923919177,-0.00962971265809676,0.00044539785415989715,0.824227736179926,0.2292900498914907,-0.11537722955354868,0.011122254088890546,0.36003808707361173,0.07878110426673857,0.013711636022591733,-6.497444322986411,4.371704086946181,24.008183324244726,-0.20157241878980772,0.1895230412297348,0.0018088360192912434,-0.0007284101728035589,0.3617530522711008,-0.06298921609810626,-0.010445605738022445,-0.5813445773022625,-0.26727807123787173,0.3129569234853058,0.00045626960049159615,-0.03879966636915873,0.0018033521966075465,-0.11504801137738843,0.026859589441783613,0.08375797153522546,0.004546843579574028,0.0009779878969038863,0.008084708824304482,-0.00028786886022301146,0.008920708838600591
1,-0.5022188096289705,2.527442543369095,-0.02849197646817432,-0.002966533066378462,0.00026452426874264427,0.4479612263181285,0.558840953843645,-0.18062594446798208,0.013935234661939369,1.0124525514263638,-1.4305885859316163,0.23219268866326814,-6.794876458668838,5.0617387483152285,44.88165420223157,-0.33768598167700814,0.08043606830157651,0.02237086676965848,-0.0016117522794610569,0.46486604605506865,-0.08746284276518401,-0.004959991736751601,-1.3289711491125331,-0.017975896082781162,0.8136210426099879,-0.07107499896167987,-0.032749062754130205,0.0010077747220031026,-0.12475427494993423,0.019142828743023865,0.15679433126324982,0.011244835677106713,0.0010109453863767943,0.008656573486227635,-0.0005119579714774738,0.01208249855652951
2,0.22573774715842518,2.0941147385122885,0.09787689553638268,-0.015968045225320266,0.0007001754583798831,0.3217698393928794,0.33894072541371667,-0.15656251319897363,0.0137396775861134,0.4976970042762545,-1.2422594386793264,0.19588835207411126,-10.031118454043579,6.697206051833746,61.7158114657492,-0.49829307383190313,0.05858722805101213,0.025395596288703047,-0.0014896865247001055,0.19571353615782328,-0.06641611516294854,-0.0035328264347752603,-1.33433846002686,-0.06888115499822689,1.3700723153132728,-0.025875528158505412,-0.0427118534930879,0.0006958102688376967,-0.09973092747602565,0.020647212835615644,0.15651379235275142,0.008231644709551775,0.0017500747513170152,0.00824106966697348,-0.0004535854136531139,0.017075918141550867
3,-0.004209676583483701,1.7331120992233167,-0.016971976456847282,-0.0013032154320819864,0.00013460741720677934,0.11641743985835751,0.18872751726475556,-0.07328437575759161,0.006753123233723304,0.03261735477719441,-0.07852939775090562,0.057791463099378326,-3.348298345407656,3.7294545908109065,31.474857902825647,0.06347242148037494,0.11885560857822375,0.003292932887968829,-0.000655663226510797,0.48468471012287984,-0.07403592047856544,-0.005806831502490506,-0.6564463061182,-0.20306913447903874,-0.05172968820532109,-0.02219283599923952,-0.025676233389923024,0.001324858502854707,-0.11608983263090872,0.01946158954341301,0.0880544779153869,0.005269362943254842,0.0005744816102091555,0.007592384249390245,-0.00027753961376195135,0.0054951030448299135
4,0.3505322353871878,1.4893876279507912,-0.01171026943663242,-0.00188467972082197,0.00015082508921904875,0.8121960159318036,0.050787524079112245,-0.05686095738014174,0.0053336383336168094,0.03425791854626681,-0.3870774057040336,0.1258114523546361,-7.941002975297167,3.5870991995270494,19.18552702677198,-0.19456996228108053,0.04925807963501594,0.015105221771429209,-0.0009887859511928897,0.1854101625326493,-0.020438644019992847,-0.0030032806640796494,-0.5673771880559961,-0.19226374599954,1.1605058781625202,-0.05471839351119793,-0.026170439279341682,0.0005644949297507738,-0.08792285291261834,0.012398879304137488,0.09547564147213833,0.010114849023044877,0.0009897833994077304,0.006878998661496513,-0.00048471412961795414,0.005679196178988696
5,-0.05103198134253674,2.3517815186278255,0.01698805809823159,-0.005367359861557192,0.00031258652385167873,0.6092058844807746,0.378512883496926,-0.15944782886547415,0.01474393363929638,-1.1448282450985516,1.1229129483185005,-0.03372714169978508,-10.739999889777437,8.00889933490408,79.55142347153986,-0.8047605716257289,0.33021646628756746,-0.008258879913927195,-0.0008938264267043788,0.40601711905928917,-0.062233174699650284,-0.019659533735080503,-0.8275737570490165,-0.6545878115032302,0.4300792038381793,-0.02820841706000607,-0.05245535529361294,0.0036981652777131903,-0.15429455687936444,0.03758025581889736,0.12695028207509262,0.009876373797524776,0.0006122125303452939,0.011483879578272613,-0.0005351531452371643,0.018226361398449235
6,-0.300861725461356,1.8874858321814934,0.052634015155755,-0.011007531923966888,0.0005172249233696924,-0.12769828855616572,0.33100196513442626,-0.11857277977096636,0.011455358124871529,0.5230431393140265,-1.3447032122388123,0.08280339900694322,1.1560288477781455,0.29440417046851053,51.19304550541074,0.38591950954124055,-0.11322020777807701,0.030964663498520673,-0.0015802230978544441,0.061717889992831454,0.024474880604498983,-0.015402478774379835,-0.7122083854127919,0.23385544265225633,-0.4553698215397599,-0.03465111505512462,-0.007732055256156167,0.00010286989924805992,-0.022298917949835184,0.008053370406171129,0.03787789035813949,0.004949308080651275,0.00021835735398759441,0.0018647527740327553,-0.00020983242277159076,0.007157445217151213
7,-0.8170478498370105,3.3654596954258915,-0.10031132122763467,0.002657997094691174,0.00015176737988487315,0.6205669098079243,0.3985853398746819,-0.18449650593329858,0.017903393309896876,-0.164615135605942,0.7356365328062111,0.033101519714072936,-8.757983823950127,7.991182613178253,73.3133802785951,-0.9939351871639475,0.40790804583236956,0.0009697887403018746,-0.001805358418037258,0.5446715623886538,-0.0841687892874714,-0.0261292604396709,-1.4026689292271506,-0.6928520178605524,-0.28098652320298356,-0.08697847749600446,-0.06856133880770639,0.0045031455493567355,-0.19212044813132895,0.04722925911177349,0.20682610551014058,0.01804048295856741,0.0009269866436056183,0.014358036338701335,-0.0008802831269705135,0.030721416235729836
8,-0.14054823631306482,0.990855679289175,-0.02286175126430598,0.0013392721450259729,-2.0135981488429927e-06,0.03407335624673702,0.041616443554642224,-0.03245379378025648,0.0033130314641788214,-0.29196408176795785,0.34310323612231386,0.028258243323938448,-2.8090464623091123,2.8561820124273147,26.633066305806608,-0.0033011120086523793,0.12880143244907127,-0.0026264007017215603,-0.00038542569981892623,0.22210508018398167,-0.04591216136836496,-0.0034325581062239763,-0.48369364569869955,-0.27769287995761616,-0.004920856728514611,-0.048375033059898334,-0.020486448638856423,0.0014066566454319436,-0.06204909701905405,0.01319869707672891,0.07482503949428587,0.007400580875886457,0.0002547749628183857,0.004497526731611074,-0.0003277474348699301,0.003450167519437649
9,-0.6490957662138568,2.5861684389725736,-0.009761369015139673,-0.004998958816271711,0.0003532051716195819,0.9624337002110952,0.8025527105994481,-0.25172201488237356,0.019405073808404824,1.115958650177376,-0.6324494203887525,0.18989008091908488,-11.485101107257805,8.8511122430601,64.04752281349056,-0.7499411635646107,0.3183199285687603,0.0011272779306590389,-0.0011553380254517537,0.970345298848263,-0.18784114857195577,-0.007344950792342597,-1.6425909682804498,-0.39516464263086704,0.6713964097268814,-0.04298553158117069,-0.05747085628679984,0.0027022115804629914,-0.24050068119007412,0.04100337479002915,0.21602887877630728,0.011156322340366433,0.0014207262536143242,0.015744858686919744,-0.000587362082312417,0.024006689198433215
