,"(0, 0, 0)","(0, 0, 1)","(0, 1, 0)","(1, 0, 0)",error
25,-0.14585491388322014,0.03100493623140648,0.08875395284772669,0.1745450473982164,4.64295493515483e-16
26,0.2298562962291838,-0.03891764022570674,0.13441817047133858,0.11164847122436279,7.751775920148092e-16
27,-0.03560443291428274,-0.20795892316948306,-0.34960585298281815,0.03861994049435406,1.1935019583144492e-15
28,-0.1912432436059017,0.18608687913899827,-0.06682776902853545,-0.30583593468995307,9.927665029371928e-16
29,0.3265111890692295,0.054714891371373864,0.010332013954853957,0.07964393659390968,4.632030112417654e-16
30,0.37733431206831386,0.03106607686030996,-0.07746912143488693,-0.5472787905331924,1.568613790430737e-15
31,-0.4692201438150089,-0.24765335646457362,0.29125778705190664,-0.10068891973794734,1.9927864224758116e-15
32,0.06860041818229957,0.002032166493096457,0.41745744940849794,0.39692320133643144,1.760813491152393e-15
33,0.00123780792730781,-0.14455283891006274,0.13442233331060585,0.43246109579985614,1.540513469468219e-15
34,0.07915393057396401,0.1514803370493527,0.1569721952232459,-0.2367425196250877,8.541097453207208e-16
35,0.12076041640783171,0.017524029737429773,0.3660846900210293,-0.0309027540119005,2.7273360525117793e-16
36,-0.049689015109626984,0.19498363947631467,0.14646585968985526,-0.35788434225833315,1.1185616547829955e-15
37,0.02252068111867024,0.02697595206613266,-0.11074156321792333,0.15648209902143714,5.789325680000382e-16
38,0.01246266745543067,-0.15778749932562067,-0.03906010735704562,0.12838167292319946,5.249865612079192e-16
39,0.10880516955732132,0.27612358410619,-0.005267531400047595,-0.065067481944205,8.817062496917701e-16
40,0.07035653656721966,-0.015779709284339027,0.20348594270891474,0.2886168398514987,1.0789359018184604e-15
41,-0.1713908979103701,0.03426545876840872,0.12400281806820261,0.3180335644992526,1.6145896587209582e-15
42,-0.2603299737194682,-0.13141874169268364,-0.31890027069505605,-0.06855737342175397,6.604007145137046e-16
43,-0.3971120764287299,-0.09434792440653092,-0.2491659273048118,0.24368819873677647,1.3988985768168596e-15
44,-0.10138907129983009,-0.20358741736258965,-0.10063799013235573,0.22470117607015924,6.415744112418574e-16
45,-0.4303696221327348,0.47463251642253107,0.20713733768234757,0.005765694061757874,2.930121873170432e-15
46,0.12955957938613685,0.1252499179492992,0.01968004442720975,-0.07970754463833679,7.590568012963865e-16
47,0.29882971833519395,-0.0790018244797222,0.24544384819718515,0.017243588631070676,2.802761760979812e-16
48,-0.13002018993024528,-0.06173588206307873,-0.0638907782764229,0.21172789912144657,6.849727515124447e-16
49,-0.04262310414291292,-0.2265312844472941,0.04911236722298204,0.1723926323974234,8.054923801107424e-16
50,-0.35760812657928914,-0.037797118483117995,0.15091168271252395,-0.32581042644437824,1.7633679411966267e-15
51,-0.47900185565303244,-0.18527310206266875,-0.13332635833805354,0.13626686649891429,1.4540179808010339e-15
52,0.05173637581442104,0.009390311524543407,0.282998639491532,-0.32739319273951895,8.473325335017128e-16
53,0.20381583396075884,-0.027139200599094332,-0.1986379365289928,-0.007818493968914993,2.638826549719233e-16
54,0.16577804449593309,0.08558714511303181,-0.18466590600322522,0.28528715750233097,1.1561322453456103e-15
55,-0.26765901743220766,0.045936969825326864,0.053278357211679964,0.16849027917804144,7.303207158128052e-16
56,0.19208764277168022,-0.02590507895945209,0.32410139672216925,0.14222990106910866,7.765353511584376e-16
57,-0.09707608686496261,0.23403208716916885,-0.03738886537104898,-0.054773370344714835,6.380819705950071e-16
58,0.20594100206560442,0.11344500891837031,0.08581725768051236,0.061225015153500165,3.6596834720498674e-16
59,0.19316335920091252,-0.009676856417687018,-0.2612426847317058,0.21024561086552257,6.271259111049662e-16
60,0.019066340732504437,0.05028844938047331,0.3252707435757555,-0.08750024639168925,7.228270838861046e-16
61,0.021215837866616755,0.14348370802924473,-0.07586889457698937,-0.1312225823664198,3.8393250748023016e-16
62,-0.08494891547120552,0.2625025621638273,-0.2411271475440573,-0.0989137348020898,1.793486740860303e-15
63,0.27375345046933275,0.006409783751682421,0.09414767070321828,0.043998334557121335,6.613071059621672e-16
64,-0.49227453970837465,-0.46119126864469234,0.16274863813166104,0.21417768156835948,2.933012289718232e-15
65,-0.11422917749883475,0.020984221854767365,0.07220388765930186,-0.44512427108213937,1.7651932598977404e-15
66,-0.22898376263844353,-0.04423098625324084,0.06323530689215849,-0.08748720354135289,8.167899207051327e-16
67,0.03235868374174286,0.029386148162138713,0.2024708800313958,0.128077278956182,6.029846102217974e-16
68,-0.638137306896064,0.13327614365000742,-0.0750458883287875,-0.063014141138559,1.4181572038030908e-15
69,-0.4587057362821474,-0.2275603393365073,0.003564756367834699,-0.24124784986295097,1.4582303572963502e-15
70,0.5016198728262105,0.2254214057433749,-0.08838078397875986,-0.005539072445353156,1.3288143343674718e-15
71,0.13088743647749362,0.15573911476244282,0.23285016514865647,0.2042942628188821,6.350219985204885e-16
72,0.10199221789261559,0.017701885223205975,0.3529418935926945,0.2129133754383675,7.669778832798191e-16
73,-0.03252555727240823,-0.12553815408763327,0.30009319230945836,-0.07867197568521864,4.617586498878904e-16
74,-0.5108505739228274,-0.1869022131151196,-0.1819288538743312,-0.05101431041243606,2.346125667899619e-15
75,0.09019871955568017,0.14859610902916043,0.34943983276878016,0.19567882866737626,1.0967827165429823e-15
76,-0.12114472225354476,0.12965637859778226,0.15832257979475206,0.15750345243725467,6.879920734174011e-16
77,0.07709521065216049,-0.17874046186728906,-0.11016186547889469,0.25151025996744797,6.547919500235974e-16
78,-0.15049444801469727,-0.04419350525696429,0.1728345546313077,-0.0651030014643489,7.000693149017882e-16
79,0.05348949212913295,-0.16526767967004008,0.1881938027344493,-0.22130186675970553,6.561112528585961e-16
80,0.30800479574588935,-0.0286645560799113,0.15952606560080174,0.031100915630774585,6.479583215365209e-16
81,0.5562850270412194,0.10924945211271164,-0.20906227152100787,0.021318838108131823,1.2596695566134887e-15
82,0.14612477401610033,0.08788886357186595,-0.20081832453945508,0.017652563804154222,2.0210638573632797e-16
83,-0.04582319672137644,0.7545654942641185,0.03424997628148347,0.12194819098117067,3.9992936708200545e-15
84,-0.07276838499184796,0.10462165878595084,0.2310148452102188,0.17101413291985215,1.1286083791538634e-15
85,0.5381250535740005,-0.18946960285321232,0.14930098855941482,-0.2209101898364004,6.124657035906799e-16
86,-0.4228245040090123,0.16143023216671673,-0.2970204290241553,-0.15011009980679604,6.5091431205018685e-16
87,0.3764039253875423,-0.06502200599853222,-0.2364913230635169,-0.22640714294848888,6.616317857265708e-16
88,-0.13056314459869942,-0.020715099382443966,-0.34633528104917205,0.09635363618715213,8.975902372478126e-16
89,-0.26134456065583167,0.007303481036857452,0.17335081469164124,0.19932978519321062,3.869936754325979e-16
90,-0.16023064002091642,0.13251917946504507,-0.2045226721289714,-0.07977627157530412,9.254902597285513e-16
91,-0.29170992902569776,0.2325550103980922,-0.017583256019443154,-0.08854179431358886,7.958090501147369e-16
92,-0.23759119322804723,0.3665433636735762,0.2360843652691964,-0.3006442080555628,2.2527674565658473e-15
93,0.07790290074980796,0.09409158697594125,0.43263567872042896,0.5173633211904684,1.7098428733798565e-15
94,-0.3053507472932499,0.11537312880917946,-0.34215861464312336,0.03424489762093552,5.318731778831104e-16
95,0.12815677651230084,0.14961352850727747,-0.16049365394546125,0.003519361468542137,7.499737480308779e-16
96,0.28475735695209825,0.04622952971536764,-0.19001747846986822,0.17784254301866081,1.6619380008447721e-15
97,0.046099801243227004,0.2998851261440933,0.20506523070663707,-0.2279680638440669,9.847613711648273e-16
98,0.04519694133378365,-0.06057567881513954,-0.15169327942838734,0.010035978505369003,5.445594032007971e-16
99,-0.24740697583073618,-0.23005444395153987,-0.1976789644168728,0.0656898171527612,1.2389790988792346e-15
100,-0.22867572858668522,0.4913486303167527,0.5478349682536505,-0.09694659119460906,1.5158321481580427e-15
101,0.5593058178172227,1.2714189408211867,-0.3018667590495222,0.0357283719464098,1.2080702786306677e-14
102,0.2798495691073654,0.33841554076506014,0.11596319069173466,0.007033574645311189,1.180018210894827e-15
103,-0.4051196977351006,0.8518439276435059,0.10458301680509523,0.25491164852817605,8.557297602831087e-15
104,-0.4053147142897474,1.0408426821891739,-0.11819057655599684,0.03918638041152773,9.575885531182518e-15
105,0.1608446873160568,1.1918063566869916,0.513266558569084,0.3210379305943766,1.6378936439553935e-14
106,0.24636152333505065,0.293850482379253,-0.23778595409982226,0.09657740052059557,1.410536999167557e-15
107,-0.358606682111152,0.7677137126331705,0.3093884257751996,-0.3122742145411527,3.6481410945131095e-15
108,-0.1126745561983956,0.6266284619070343,0.1369218407569709,-0.13118834578857758,4.933693791492628e-15
109,0.01679252460579055,0.3051713677266294,0.03081911823136812,-0.06193543869770717,7.322398431645883e-16
110,0.05485130523121174,0.549996402422618,0.5276177594504403,0.06003667813891853,2.9733470776027304e-15
111,0.08539688959774583,1.1184112792534964,0.5357619299571782,0.16722948108429614,1.6860506104483324e-14
112,0.2175550488350745,0.7548859468480774,0.47084893329411404,0.17881686273007552,6.7667418508168635e-15
113,-0.5958661774471182,1.3600752607253983,0.6264977723515868,-0.4994580069075255,9.025987637899937e-15
114,-0.4074121116212734,0.8986315826691652,0.25481347697488976,0.4492139568963241,7.205773675203821e-15
115,-0.24895496247719953,1.3652911940370138,0.7814510652871985,-0.5413948231988897,1.2110837418793987e-14
116,-0.4730231460829297,0.5827770360714516,0.205696752503945,-0.012749679329614664,2.6434107898173392e-15
117,0.03164554855212829,0.7319378810296411,0.9370107467159073,0.16870984624882726,5.994279714863814e-15
118,0.09054342520518593,0.7060389533663304,0.4351723161990571,-0.3431304408290007,2.8938173579999254e-15
119,0.1657578001032183,0.5217530403055696,0.27931900392154246,0.28947348495391945,2.493781766984786e-15
120,0.3523339997671632,0.7333360995171079,0.30403843893062704,0.15100104011156268,5.081612048268559e-15
121,0.16328688750330483,0.9070580161813465,0.4165719876908923,-0.25660500108065415,6.209088219466398e-15
122,0.8062609358360124,0.6011409449680714,-0.1611163379529754,-0.6347362769374585,6.0806986868976765e-15
123,-0.2155142361725451,0.983096026167406,0.4215675757627439,0.03367179009150487,7.919009405844638e-15
124,0.08629568850612061,0.6455057863661581,-0.058328165039038836,-0.18707801799224272,2.9006373363007825e-15
125,-0.18034483264966245,0.599477718321242,0.3710246010774743,-0.4113761729326891,2.8158129434433823e-15
126,-0.15942555237899964,0.44126556766240904,0.22296277069093196,-0.3589556098462314,2.0927087076821364e-15
127,0.22750612926401478,0.3815311942290461,-0.012190858204329143,0.42513418709587497,4.5494788988471485e-15
128,0.37928084790529837,0.6923594648359291,0.2655016383992392,0.10912921061980793,5.683150046942788e-15
129,-0.2681297110797499,0.7770573639911007,0.3015819243989674,-0.038450259974550115,3.3501588952989848e-15
130,0.29673369778192527,0.6392415789978342,0.15505503754173325,-0.36365604280648756,2.786842176304618e-15
131,0.1676090322930539,0.35958523859046565,0.05436626933112476,0.15006864052595198,1.935189562283635e-15
132,0.24961863317458927,0.45982690171859036,0.0576238651722558,-0.07878432272408722,2.5662821926843887e-15
133,-0.12085767330671766,0.6948570748983027,0.46176860567905326,0.3473248681855597,3.9058391829292785e-15
134,0.09397195477414912,0.503254996538171,0.6054805449613141,0.11411621571353343,4.095845827824466e-15
135,0.2637585519871798,0.5729249891235805,0.04702093645836377,-0.09024206226279541,2.981522479093607e-15
136,0.4008299225697038,0.8305291540458891,0.04028837470087964,0.2176149823757536,6.119318057812613e-15
137,-0.37408444465275453,0.4902932001550298,0.04768535018863536,0.06965657338670607,2.5961390544969132e-15
138,-1.000950149402207,1.282216344140237,0.36829415961916684,-0.16675871114975954,1.1747204013735339e-14
139,0.12632222072384264,0.4991603574173548,0.284743831158851,-0.15410769495574334,2.2197854097983997e-15
140,-0.7689070504323868,0.7856815731325122,0.36744597404095686,-0.5117978712052285,4.968761913076639e-15
141,-0.28891452301884296,0.864057150901945,0.29528022266795156,-0.1563299612434892,6.406036411518501e-15
142,-0.0066084397675642255,0.6800818374338009,0.2598262991065733,0.1399916609746212,4.2747161749483115e-15
143,-0.011588166384475325,1.1765014529923696,0.4456747019456221,0.01348523342276502,1.0020184753755667e-14
144,0.23426185669292965,0.8647880356731447,0.2862782265942496,-0.3236367018650775,5.9165189714210055e-15
145,0.11472488799164457,0.702724736943104,0.1964489787992443,0.3319533542440062,8.008632016521282e-15
146,0.22255325170091383,1.0355959234811163,0.5339423730762329,0.2918830476292011,1.671801731976077e-14
147,0.3410264850585816,0.6101347885240048,0.2490942830782274,-0.3764871314821295,3.743408580022672e-15
148,-0.19138246210557797,0.5746410497767529,-0.08214548812860753,-0.014232159558679318,3.13649899499343e-15
149,-0.26833024317520443,0.33325153325152435,0.023177687793922562,0.02863924779157669,1.1875045146525459e-15
150,0.5444015043904681,0.5070142422010352,0.37905894969364445,-0.3127134953778738,4.307193399176155e-15
151,-0.0173381031790256,0.5303057862802073,0.3926973025807805,-0.34315489589563686,2.2427516957622732e-15
152,-0.03854295639388666,0.830130444109497,-0.15767816174537252,0.004412368842755374,6.2430837133038495e-15
153,-0.7935923479797351,1.0357320407307025,0.8650521082178043,-0.12579360156260605,7.651581532737969e-15
154,-0.40298146616238345,1.4652919017998038,0.7750097666943012,-0.08288567568576341,1.3295096332349676e-14
155,-0.14909153624196714,1.228326299994416,0.4714657992066347,-0.306571333332468,1.113318412088783e-14
156,-0.140964211317845,0.9559501938695139,0.30423486004917233,0.13607947987256241,6.331664321915441e-15
157,-0.6582282735533642,1.2507254047721559,0.11267663565506872,-0.28374080367822113,9.391974701334776e-15
158,-1.5342246379434756,1.2236868577080913,0.39825784355040816,-0.30208144924666386,1.3371115289244879e-14
159,0.20783484226029886,0.26030837179185873,-0.07730107218272078,0.051168694093630715,7.584890040208218e-16
160,0.5240346392908051,0.8590123897973977,-0.08931909855286067,-0.14024153993667024,8.262582304363327e-15
161,0.19414509123918705,1.1396050246972784,0.24555941527767466,-0.09669861975199079,9.367211888217205e-15
162,-0.45433188256747253,0.7626399187759553,0.15092920952978311,0.508105202822517,6.714331155739513e-15
163,0.04086108331603239,0.5894651453628915,-0.32783745524421876,-0.05788354833595401,3.88589948075478e-15
164,0.28749125535622244,0.3118940277458973,0.3799435453292789,0.07464615529537826,1.967657382324694e-15
165,0.33716639728130426,1.501530691087248,0.5726742951164645,-0.23303019305945774,2.1528162415035774e-14
166,0.15920760319758936,0.7457723207455682,0.1358000702869861,-0.3677747876420753,5.529783065330071e-15
167,-0.02727449616555508,0.8633021513982241,-0.1658391252045104,0.09212542989649476,7.786927986599175e-15
168,0.222872596736554,0.22367254634009415,0.13379992211334724,0.2178326946242525,1.063321662139114e-15
169,-0.06958248868025156,0.33873993536742525,0.35270860895047684,0.4967802064968456,3.749845763797109e-15
170,-0.24038643120129163,1.6980251785983,0.2370512285586614,-0.8355738841734008,1.5921896692162622e-14
171,0.49337174434150616,0.982796725778351,0.7166605501841953,0.6112106570012846,1.5186517432100144e-14
172,-0.36247521546904277,1.3376112088941683,0.4354265249503259,0.129236592687325,1.2422106755390757e-14
173,0.21157426221450254,1.652696786835426,0.5607508489742005,0.0418144251900099,2.2422933342505453e-14
174,-0.7871670698425138,0.9567718329499584,0.7025781076018385,0.1969990631891881,5.886898253739142e-15
175,-0.15407479717220565,1.1672586963744034,0.5716076554281122,-0.14160048753482027,8.712632195102748e-15
176,-0.09958300057227785,0.7479602654844517,0.3845762904941893,0.09152264335671742,6.6898341032488796e-15
177,-0.43797873009419197,0.420122332936264,-0.010815901908757426,-0.05002960885414005,2.072424093151758e-15
178,-0.05659319780085816,0.522557093506697,0.5994015450741373,-0.10664975428830518,3.174316327780085e-15
179,-0.12383746064290689,1.22779888692622,-0.10670157851258269,0.011187120658518625,1.2200529558482005e-14
180,0.09393263696895436,0.5445536570301169,0.08403198994433432,-0.3159007262605978,1.851507927917764e-15
181,0.43793832812268835,0.6456654907857191,0.16419372535489563,0.1480870327571714,6.538907162631285e-15
182,0.4776226593730857,0.46197499272291737,0.49106556535431195,0.009887684628617537,3.3071405161404695e-15
183,0.11009966083782236,0.5048267159177735,0.748929333067898,-0.001826859917935586,2.3072171785848646e-15
184,-0.5461969343720404,0.7363395714507014,-0.28944468715958277,-0.4833911940959769,3.774556391002383e-15
185,-0.7450940548607741,0.9362464173958361,0.596220465008258,-0.40708764447258217,7.39806988477345e-15
186,-0.20106381235765497,0.771206447122409,0.1349533769487171,-0.0029056256547935273,3.92593187273408e-15
187,0.16299664414276643,0.6817290311450273,0.10607945833866118,0.0680754369627913,4.229228238876063e-15
188,0.337844529830731,0.7646865935828111,0.3644846095419667,-0.33448713717028755,4.6285417996996015e-15
189,0.0349467716118299,0.6298800528098263,-0.2437002361772813,0.07586291567843137,2.8190979195208423e-15
190,0.3931944053161121,0.8164201049214381,0.6115405551215307,-0.1527048551609841,6.3866699505843725e-15
191,-0.5156841998102063,1.2744417218140676,0.5988638352812728,-0.3966864213835898,6.875193249517378e-15
192,0.5009510450604958,0.4977656449652636,0.15369697405212696,0.04131727727794104,4.202309364214897e-15
193,0.015871950378319045,0.9808178297482418,-0.05914626109012311,0.13359908969263987,9.249556152848433e-15
194,-0.101281838037536,0.7485705202937828,0.6795890009495479,-0.1600796208749332,3.086612777089384e-15
195,-0.5619409744172815,0.6197441000110607,0.3422175799014529,-0.3274702206327953,3.4149671212533754e-15
196,0.16910359713501066,0.6872010545240076,0.0018192094848237372,-0.20435416840240214,5.379806731514647e-15
197,0.2634026531692009,0.9099733181614689,0.3160569009241601,-0.3606033205651126,6.7358657836819786e-15
198,-0.2742137467251888,0.27607517130966364,0.1890711956881659,0.22339291428581884,9.20917229047824e-16
199,-0.23977769379862238,1.0401327036662995,1.0612921049424928,-0.07876992100162612,7.130019614415092e-15
