,accuracy,bool_hebbian,phi,theta
449,0.7287,0,1.5,1
450,0.7303,0,1.5166666666666666,1
451,0.7337,0,1.5333333333333334,1
452,0.7331,0,1.55,1
453,0.7332,0,1.5666666666666667,1
454,0.7335,0,1.5833333333333333,1
455,0.7359,0,1.6,1
456,0.7334,0,1.6166666666666667,1
457,0.7358,0,1.6333333333333333,1
458,0.7374,0,1.65,1
459,0.742,0,1.6666666666666667,1
460,0.7444,0,1.6833333333333333,1
461,0.7378,0,1.7,1
462,0.7435,0,1.7166666666666666,1
463,0.7424,0,1.7333333333333334,1
464,0.7351,0,1.75,1
465,0.7502,0,1.7666666666666666,1
466,0.7437,0,1.7833333333333334,1
467,0.7416,0,1.8,1
468,0.7451,0,1.8166666666666667,1
469,0.7458,0,1.8333333333333333,1
470,0.743,0,1.85,1
471,0.7513,0,1.8666666666666667,1
472,0.7466,0,1.8833333333333333,1
473,0.7491,0,1.9,1
474,0.7411,0,1.9166666666666667,1
475,0.7503,0,1.9333333333333333,1
476,0.7539,0,1.95,1
477,0.7537,0,1.9666666666666666,1
478,0.7525,0,1.9833333333333334,1
479,0.7524,0,2.0,1
480,0.7557,0,2.0166666666666666,1
481,0.7543,0,2.033333333333333,1
482,0.756,0,2.05,1
483,0.7578,0,2.066666666666667,1
484,0.7527,0,2.0833333333333335,1
485,0.757,0,2.1,1
486,0.759,0,2.1166666666666667,1
487,0.7576,0,2.1333333333333333,1
488,0.7627,0,2.15,1
489,0.7587,0,2.1666666666666665,1
490,0.7624,0,2.183333333333333,1
491,0.7627,0,2.2,1
492,0.7564,0,2.216666666666667,1
493,0.7646,0,2.2333333333333334,1
494,0.764,0,2.25,1
495,0.7643,0,2.2666666666666666,1
496,0.7593,0,2.283333333333333,1
497,0.7659,0,2.3,1
498,0.765,0,2.316666666666667,1
499,0.7674,0,2.3333333333333335,1
500,0.7682,0,2.35,1
501,0.7696,0,2.3666666666666667,1
502,0.7706,0,2.3833333333333333,1
503,0.772,0,2.4,1
504,0.7692,0,2.4166666666666665,1
505,0.7692,0,2.433333333333333,1
506,0.769,0,2.45,1
507,0.77,0,2.466666666666667,1
508,0.7713,0,2.4833333333333334,1
509,0.7695,0,2.5,1
510,0.7731,0,2.5166666666666666,1
511,0.7678,0,2.533333333333333,1
512,0.7724,0,2.55,1
513,0.7728,0,2.566666666666667,1
514,0.777,0,2.5833333333333335,1
515,0.7707,0,2.6,1
516,0.773,0,2.6166666666666667,1
517,0.7732,0,2.6333333333333333,1
518,0.7739,0,2.65,1
519,0.7742,0,2.6666666666666665,1
520,0.7742,0,2.683333333333333,1
521,0.7777,0,2.7,1
522,0.7742,0,2.716666666666667,1
523,0.7763,0,2.7333333333333334,1
524,0.7753,0,2.75,1
525,0.7753,0,2.7666666666666666,1
526,0.7765,0,2.783333333333333,1
527,0.7766,0,2.8,1
528,0.7771,0,2.816666666666667,1
529,0.7771,0,2.8333333333333335,1
530,0.7776,0,2.85,1
531,0.7797,0,2.8666666666666667,1
532,0.772,0,2.8833333333333333,1
533,0.7702,0,2.9,1
534,0.7794,0,2.9166666666666665,1
535,0.7797,0,2.933333333333333,1
536,0.7817,0,2.95,1
537,0.7801,0,2.966666666666667,1
538,0.7795,0,2.9833333333333334,1
539,0.7792,0,3.0,1
540,0.7784,0,3.0166666666666666,1
541,0.7813,0,3.033333333333333,1
542,0.783,0,3.05,1
543,0.7834,0,3.066666666666667,1
544,0.7843,0,3.0833333333333335,1
545,0.7774,0,3.1,1
546,0.782,0,3.1166666666666667,1
547,0.7838,0,3.1333333333333333,1
548,0.7835,0,3.15,1
549,0.7831,0,3.1666666666666665,1
550,0.7828,0,3.183333333333333,1
551,0.7825,0,3.2,1
552,0.7866,0,3.216666666666667,1
553,0.7859,0,3.2333333333333334,1
554,0.7839,0,3.25,1
555,0.7866,0,3.2666666666666666,1
556,0.7858,0,3.283333333333333,1
557,0.7889,0,3.3,1
558,0.7852,0,3.316666666666667,1
559,0.7879,0,3.3333333333333335,1
560,0.7857,0,3.35,1
561,0.788,0,3.3666666666666667,1
562,0.7869,0,3.3833333333333333,1
563,0.7886,0,3.4,1
564,0.7865,0,3.4166666666666665,1
565,0.7861,0,3.433333333333333,1
566,0.7896,0,3.45,1
567,0.782,0,3.466666666666667,1
568,0.789,0,3.4833333333333334,1
569,0.7869,0,3.5,1
570,0.7924,0,3.5166666666666666,1
571,0.787,0,3.533333333333333,1
572,0.7866,0,3.55,1
573,0.79,0,3.566666666666667,1
574,0.7888,0,3.5833333333333335,1
575,0.7885,0,3.6,1
576,0.7898,0,3.6166666666666667,1
577,0.7886,0,3.6333333333333333,1
578,0.7896,0,3.65,1
579,0.7862,0,3.6666666666666665,1
580,0.792,0,3.683333333333333,1
581,0.7903,0,3.7,1
582,0.7915,0,3.716666666666667,1
583,0.7941,0,3.7333333333333334,1
584,0.7932,0,3.75,1
585,0.7917,0,3.7666666666666666,1
586,0.7921,0,3.783333333333333,1
587,0.7916,0,3.8,1
588,0.7915,0,3.816666666666667,1
589,0.7935,0,3.8333333333333335,1
590,0.7945,0,3.85,1
591,0.7931,0,3.8666666666666667,1
592,0.7958,0,3.8833333333333333,1
593,0.7939,0,3.9,1
594,0.7928,0,3.9166666666666665,1
595,0.7964,0,3.933333333333333,1
596,0.7948,0,3.95,1
597,0.7949,0,3.966666666666667,1
598,0.7951,0,3.9833333333333334,1
599,0.7948,0,4.0,1
600,0.7933,0,4.016666666666667,1
601,0.7944,0,4.033333333333333,1
602,0.7885,0,4.05,1
603,0.796,0,4.066666666666666,1
604,0.7941,0,4.083333333333333,1
605,0.7973,0,4.1,1
606,0.7944,0,4.116666666666666,1
607,0.795,0,4.133333333333334,1
608,0.7965,0,4.15,1
609,0.7962,0,4.166666666666667,1
610,0.796,0,4.183333333333334,1
611,0.7986,0,4.2,1
612,0.7966,0,4.216666666666667,1
613,0.7978,0,4.233333333333333,1
614,0.791,0,4.25,1
615,0.799,0,4.266666666666667,1
616,0.7998,0,4.283333333333333,1
617,0.7989,0,4.3,1
618,0.7989,0,4.316666666666666,1
619,0.8001,0,4.333333333333333,1
620,0.8015,0,4.35,1
621,0.8003,0,4.366666666666666,1
622,0.7999,0,4.383333333333334,1
623,0.7985,0,4.4,1
624,0.8002,0,4.416666666666667,1
625,0.8014,0,4.433333333333334,1
626,0.7996,0,4.45,1
627,0.8018,0,4.466666666666667,1
628,0.7996,0,4.483333333333333,1
629,0.8011,0,4.5,1
630,0.8005,0,4.516666666666667,1
631,0.7999,0,4.533333333333333,1
632,0.8006,0,4.55,1
633,0.8025,0,4.566666666666666,1
634,0.8004,0,4.583333333333333,1
635,0.7994,0,4.6,1
636,0.8008,0,4.616666666666666,1
637,0.8031,0,4.633333333333334,1
638,0.8025,0,4.65,1
639,0.8036,0,4.666666666666667,1
640,0.8013,0,4.683333333333334,1
641,0.8014,0,4.7,1
642,0.802,0,4.716666666666667,1
643,0.8019,0,4.733333333333333,1
644,0.8023,0,4.75,1
645,0.8047,0,4.766666666666667,1
646,0.8049,0,4.783333333333333,1
647,0.8043,0,4.8,1
648,0.8037,0,4.816666666666666,1
649,0.8038,0,4.833333333333333,1
650,0.8037,0,4.85,1
651,0.8055,0,4.866666666666666,1
652,0.8051,0,4.883333333333334,1
653,0.8014,0,4.9,1
654,0.8043,0,4.916666666666667,1
655,0.804,0,4.933333333333334,1
656,0.8063,0,4.95,1
657,0.8062,0,4.966666666666667,1
658,0.8048,0,4.983333333333333,1
659,0.8072,0,5.0,1
660,0.8045,0,5.016666666666667,1
661,0.8033,0,5.033333333333333,1
662,0.8059,0,5.05,1
663,0.8065,0,5.066666666666666,1
664,0.8074,0,5.083333333333333,1
665,0.8067,0,5.1,1
666,0.8073,0,5.116666666666666,1
667,0.8069,0,5.133333333333334,1
668,0.8075,0,5.15,1
669,0.8086,0,5.166666666666667,1
670,0.808,0,5.183333333333334,1
671,0.8081,0,5.2,1
672,0.8077,0,5.216666666666667,1
673,0.8055,0,5.233333333333333,1
674,0.8079,0,5.25,1
675,0.8075,0,5.266666666666667,1
676,0.809,0,5.283333333333333,1
677,0.8098,0,5.3,1
678,0.807,0,5.316666666666666,1
679,0.8083,0,5.333333333333333,1
680,0.8026,0,5.35,1
681,0.8066,0,5.366666666666666,1
682,0.8071,0,5.383333333333334,1
683,0.808,0,5.4,1
684,0.8088,0,5.416666666666667,1
685,0.8089,0,5.433333333333334,1
686,0.8105,0,5.45,1
687,0.8094,0,5.466666666666667,1
688,0.8101,0,5.483333333333333,1
689,0.8074,0,5.5,1
690,0.8079,0,5.516666666666667,1
691,0.8115,0,5.533333333333333,1
692,0.8124,0,5.55,1
693,0.81,0,5.566666666666666,1
694,0.8109,0,5.583333333333333,1
695,0.81,0,5.6,1
696,0.8089,0,5.616666666666666,1
697,0.8116,0,5.633333333333334,1
698,0.8097,0,5.65,1
699,0.8057,0,5.666666666666667,1
700,0.8073,0,5.683333333333334,1
701,0.8119,0,5.7,1
702,0.8143,0,5.716666666666667,1
703,0.8133,0,5.733333333333333,1
704,0.8135,0,5.75,1
705,0.8099,0,5.766666666666667,1
706,0.8109,0,5.783333333333333,1
707,0.8141,0,5.8,1
708,0.8086,0,5.816666666666666,1
709,0.8115,0,5.833333333333333,1
710,0.8121,0,5.85,1
711,0.8129,0,5.866666666666666,1
712,0.8137,0,5.883333333333334,1
713,0.8115,0,5.9,1
714,0.8147,0,5.916666666666667,1
715,0.8131,0,5.933333333333334,1
716,0.8107,0,5.95,1
717,0.8109,0,5.966666666666667,1
718,0.8125,0,5.983333333333333,1
719,0.8131,0,6.0,1
