,Unnamed: 0,acc,bool_hebbian,phi,theta
14108,,0.69,1,5,0.5099999999999998
14109,,0.7303,1,5,0.5099999999999998
14110,,0.7014,1,5,0.5099999999999998
14111,,0.8418,1,5,0.5099999999999998
14112,,0.6667,1,5,0.5099999999999998
14113,,0.7071,1,5,0.5099999999999998
14114,,0.8462,1,5,0.5099999999999998
14115,,0.8503,1,5,0.5099999999999998
14116,,0.7463,1,5,0.5099999999999998
14117,,0.8353,1,5,0.5099999999999998
14118,,0.6679,1,5,0.5099999999999998
14119,,0.7518,1,5,0.5099999999999998
14120,,0.841,1,5,0.5099999999999998
14121,,0.6668,1,5,0.5099999999999998
14122,,0.7389,1,5,0.5099999999999998
14123,,0.5813,1,5,0.5099999999999998
14124,,0.8215,1,5,0.5099999999999998
14125,,0.5807,1,5,0.5099999999999998
14126,,0.7744,1,5,0.5099999999999998
14127,,0.5906,1,5,0.5099999999999998
14128,,0.5707,1,5,0.5099999999999998
14129,,0.8932,1,5,0.5099999999999998
14130,,0.8467,1,5,0.5099999999999998
14131,,0.6814,1,5,0.5099999999999998
14132,,0.9378,1,5,0.5099999999999998
14133,,0.7582,1,5,0.5099999999999998
14134,,0.7686,1,5,0.5099999999999998
14135,,0.5391,1,5,0.5099999999999998
14136,,0.9348,1,5,0.5099999999999998
14137,,0.6083,1,5,0.5099999999999998
14138,,0.7414,1,5,0.5099999999999998
14139,,0.6549,1,5,0.5099999999999998
14140,,0.9277,1,5,0.5099999999999998
14141,,0.7633,1,5,0.5099999999999998
14142,,0.7837,1,5,0.5099999999999998
14143,,0.9334,1,5,0.5099999999999998
14144,,0.8232,1,5,0.5099999999999998
14145,,0.8453,1,5,0.5099999999999998
14146,,0.5038,1,5,0.5099999999999998
14147,,0.6571,1,5,0.5099999999999998
14148,,0.8558,1,5,0.5099999999999998
14149,,0.8401,1,5,0.5099999999999998
14150,,0.5978,1,5,0.5099999999999998
14151,,0.7519,1,5,0.5099999999999998
14152,,0.3969,1,5,0.5099999999999998
14153,,0.5722,1,5,0.5099999999999998
14154,,0.8541,1,5,0.5099999999999998
14155,,0.6395,1,5,0.5099999999999998
14156,,0.8069,1,5,0.5099999999999998
14157,,0.7922,1,5,0.5099999999999998
14158,,0.849,1,5,0.5099999999999998
14159,,0.8247,1,5,0.5099999999999998
14160,,0.5549,1,5,0.5099999999999998
14161,,0.8258,1,5,0.5099999999999998
14162,,0.717,1,5,0.5099999999999998
14163,,0.8198,1,5,0.5099999999999998
14164,,0.8389,1,5,0.5099999999999998
14165,,0.5728,1,5,0.5099999999999998
14166,,0.4905,1,5,0.5099999999999998
14167,,0.4165,1,5,0.5099999999999998
14168,,0.9312,1,5,0.5099999999999998
14169,,0.7053,1,5,0.5099999999999998
14170,,0.5614,1,5,0.5099999999999998
14171,,0.6857,1,5,0.5099999999999998
14172,,0.6785,1,5,0.5099999999999998
14173,,0.735,1,5,0.5099999999999998
14174,,0.6702,1,5,0.5099999999999998
14175,,0.6762,1,5,0.5099999999999998
14176,,0.847,1,5,0.5099999999999998
14177,,0.8267,1,5,0.5099999999999998
14178,,0.7543,1,5,0.5099999999999998
14179,,0.6619,1,5,0.5099999999999998
14180,,0.9301,1,5,0.5099999999999998
14181,,0.6766,1,5,0.5099999999999998
14182,,0.8503,1,5,0.5099999999999998
14183,,0.6937,1,5,0.5099999999999998
14184,,0.9294,1,5,0.5099999999999998
14185,,0.9337,1,5,0.5099999999999998
14186,,0.7332,1,5,0.5099999999999998
14187,,0.5175,1,5,0.5099999999999998
14188,,0.6731,1,5,0.5099999999999998
14189,,0.6531,1,5,0.5099999999999998
14190,,0.6864,1,5,0.5099999999999998
14191,,0.3882,1,5,0.5099999999999998
14192,,0.5149,1,5,0.5099999999999998
14193,,0.3103,1,5,0.5099999999999998
14194,,0.7589,1,5,0.5099999999999998
14195,,0.8598,1,5,0.5099999999999998
14196,,0.7737,1,5,0.5099999999999998
14197,,0.7484,1,5,0.5099999999999998
14198,,0.9305,1,5,0.5099999999999998
14199,,0.8506,1,5,0.5099999999999998
14200,,0.4641,0,5,0.5199999999999998
14201,,0.7673,0,5,0.5199999999999998
14202,,0.9384,0,5,0.5199999999999998
14203,,0.8463,0,5,0.5199999999999998
14204,,0.9353,0,5,0.5199999999999998
14205,,0.8285,0,5,0.5199999999999998
14206,,0.8244,0,5,0.5199999999999998
14207,,0.8274,0,5,0.5199999999999998
14208,,0.9369,0,5,0.5199999999999998
14209,,0.5925,0,5,0.5199999999999998
14210,,0.6607,0,5,0.5199999999999998
14211,,0.7765,0,5,0.5199999999999998
14212,,0.7628,0,5,0.5199999999999998
14213,,0.9337,0,5,0.5199999999999998
14214,,0.752,0,5,0.5199999999999998
14215,,0.749,0,5,0.5199999999999998
14216,,0.6532,0,5,0.5199999999999998
14217,,0.6302,0,5,0.5199999999999998
14218,,0.8519,0,5,0.5199999999999998
14219,,0.6555,0,5,0.5199999999999998
14220,,0.5707,0,5,0.5199999999999998
14221,,0.563,0,5,0.5199999999999998
14222,,0.645,0,5,0.5199999999999998
14223,,0.7419,0,5,0.5199999999999998
14224,,0.5541,0,5,0.5199999999999998
14225,,0.9331,0,5,0.5199999999999998
14226,,0.65,0,5,0.5199999999999998
14227,,0.6503,0,5,0.5199999999999998
14228,,0.8434,0,5,0.5199999999999998
14229,,0.8376,0,5,0.5199999999999998
14230,,0.7564,0,5,0.5199999999999998
14231,,0.6502,0,5,0.5199999999999998
14232,,0.5699,0,5,0.5199999999999998
14233,,0.7674,0,5,0.5199999999999998
14234,,0.7542,0,5,0.5199999999999998
14235,,0.5791,0,5,0.5199999999999998
14236,,0.83,0,5,0.5199999999999998
14237,,0.6758,0,5,0.5199999999999998
14238,,0.8523,0,5,0.5199999999999998
14239,,0.565,0,5,0.5199999999999998
14240,,0.3727,0,5,0.5199999999999998
14241,,0.9394,0,5,0.5199999999999998
14242,,0.6629,0,5,0.5199999999999998
14243,,0.5682,0,5,0.5199999999999998
14244,,0.8484,0,5,0.5199999999999998
14245,,0.6387,0,5,0.5199999999999998
14246,,0.854,0,5,0.5199999999999998
14247,,0.8475,0,5,0.5199999999999998
14248,,0.7597,0,5,0.5199999999999998
14249,,0.4618,0,5,0.5199999999999998
14250,,0.6436,0,5,0.5199999999999998
14251,,0.9298,0,5,0.5199999999999998
14252,,0.7451,0,5,0.5199999999999998
14253,,0.7563,0,5,0.5199999999999998
14254,,0.7672,0,5,0.5199999999999998
14255,,0.8539,0,5,0.5199999999999998
14256,,0.5731,0,5,0.5199999999999998
14257,,0.76,0,5,0.5199999999999998
14258,,0.8485,0,5,0.5199999999999998
14259,,0.7636,0,5,0.5199999999999998
14260,,0.7443,0,5,0.5199999999999998
14261,,0.9296,0,5,0.5199999999999998
14262,,0.7584,0,5,0.5199999999999998
14263,,0.5548,0,5,0.5199999999999998
14264,,0.8526,0,5,0.5199999999999998
14265,,0.8445,0,5,0.5199999999999998
14266,,0.9344,0,5,0.5199999999999998
14267,,0.8404,0,5,0.5199999999999998
14268,,0.7594,0,5,0.5199999999999998
14269,,0.7608,0,5,0.5199999999999998
14270,,0.4932,0,5,0.5199999999999998
14271,,0.3742,0,5,0.5199999999999998
14272,,0.7651,0,5,0.5199999999999998
14273,,0.5861,0,5,0.5199999999999998
14274,,0.7303,0,5,0.5199999999999998
14275,,0.6516,0,5,0.5199999999999998
14276,,0.671,0,5,0.5199999999999998
14277,,0.8527,0,5,0.5199999999999998
14278,,0.558,0,5,0.5199999999999998
14279,,0.8429,0,5,0.5199999999999998
14280,,0.9371,0,5,0.5199999999999998
14281,,0.7709,0,5,0.5199999999999998
14282,,0.6712,0,5,0.5199999999999998
14283,,0.8493,0,5,0.5199999999999998
14284,,0.7685,0,5,0.5199999999999998
14285,,0.7596,0,5,0.5199999999999998
14286,,0.6868,0,5,0.5199999999999998
14287,,0.6517,0,5,0.5199999999999998
14288,,0.5592,0,5,0.5199999999999998
14289,,0.6793,0,5,0.5199999999999998
14290,,0.4592,0,5,0.5199999999999998
14291,,0.7643,0,5,0.5199999999999998
14292,,0.5667,0,5,0.5199999999999998
14293,,0.8444,0,5,0.5199999999999998
14294,,0.7516,0,5,0.5199999999999998
14295,,0.7244,0,5,0.5199999999999998
14296,,0.7509,0,5,0.5199999999999998
14297,,0.8429,0,5,0.5199999999999998
14298,,0.7333,0,5,0.5199999999999998
14299,,0.8517,0,5,0.5199999999999998
14300,,0.7596,1,5,0.5199999999999998
14301,,0.7969,1,5,0.5199999999999998
14302,,0.9403,1,5,0.5199999999999998
14303,,0.5265,1,5,0.5199999999999998
14304,,0.7569,1,5,0.5199999999999998
14305,,0.7151,1,5,0.5199999999999998
14306,,0.7317,1,5,0.5199999999999998
14307,,0.846,1,5,0.5199999999999998
14308,,0.7354,1,5,0.5199999999999998
14309,,0.7825,1,5,0.5199999999999998
14310,,0.6415,1,5,0.5199999999999998
14311,,0.8447,1,5,0.5199999999999998
14312,,0.5436,1,5,0.5199999999999998
14313,,0.6072,1,5,0.5199999999999998
14314,,0.8477,1,5,0.5199999999999998
14315,,0.8442,1,5,0.5199999999999998
14316,,0.7864,1,5,0.5199999999999998
14317,,0.7636,1,5,0.5199999999999998
14318,,0.7103,1,5,0.5199999999999998
14319,,0.7069,1,5,0.5199999999999998
14320,,0.6544,1,5,0.5199999999999998
14321,,0.7158,1,5,0.5199999999999998
14322,,0.8405,1,5,0.5199999999999998
14323,,0.5572,1,5,0.5199999999999998
14324,,0.7824,1,5,0.5199999999999998
14325,,0.7169,1,5,0.5199999999999998
14326,,0.669,1,5,0.5199999999999998
14327,,0.7991,1,5,0.5199999999999998
14328,,0.9376,1,5,0.5199999999999998
14329,,0.6924,1,5,0.5199999999999998
14330,,0.7162,1,5,0.5199999999999998
14331,,0.5759,1,5,0.5199999999999998
14332,,0.8461,1,5,0.5199999999999998
14333,,0.7069,1,5,0.5199999999999998
14334,,0.6838,1,5,0.5199999999999998
14335,,0.6603,1,5,0.5199999999999998
14336,,0.7701,1,5,0.5199999999999998
14337,,0.9298,1,5,0.5199999999999998
14338,,0.9358,1,5,0.5199999999999998
14339,,0.8579,1,5,0.5199999999999998
14340,,0.87,1,5,0.5199999999999998
14341,,0.4942,1,5,0.5199999999999998
14342,,0.5465,1,5,0.5199999999999998
14343,,0.665,1,5,0.5199999999999998
14344,,0.9301,1,5,0.5199999999999998
14345,,0.7715,1,5,0.5199999999999998
14346,,0.7406,1,5,0.5199999999999998
14347,,0.8866,1,5,0.5199999999999998
14348,,0.8287,1,5,0.5199999999999998
14349,,0.9339,1,5,0.5199999999999998
14350,,0.6815,1,5,0.5199999999999998
14351,,0.8465,1,5,0.5199999999999998
14352,,0.5475,1,5,0.5199999999999998
14353,,0.828,1,5,0.5199999999999998
14354,,0.6822,1,5,0.5199999999999998
14355,,0.8505,1,5,0.5199999999999998
14356,,0.8648,1,5,0.5199999999999998
14357,,0.7525,1,5,0.5199999999999998
14358,,0.5577,1,5,0.5199999999999998
14359,,0.7306,1,5,0.5199999999999998
14360,,0.751,1,5,0.5199999999999998
14361,,0.8495,1,5,0.5199999999999998
14362,,0.7077,1,5,0.5199999999999998
14363,,0.6632,1,5,0.5199999999999998
14364,,0.7727,1,5,0.5199999999999998
14365,,0.5609,1,5,0.5199999999999998
14366,,0.9274,1,5,0.5199999999999998
14367,,0.3937,1,5,0.5199999999999998
14368,,0.7784,1,5,0.5199999999999998
14369,,0.9266,1,5,0.5199999999999998
14370,,0.6417,1,5,0.5199999999999998
14371,,0.6769,1,5,0.5199999999999998
14372,,0.8141,1,5,0.5199999999999998
14373,,0.6885,1,5,0.5199999999999998
14374,,0.712,1,5,0.5199999999999998
14375,,0.7226,1,5,0.5199999999999998
14376,,0.7744,1,5,0.5199999999999998
14377,,0.6996,1,5,0.5199999999999998
14378,,0.7643,1,5,0.5199999999999998
14379,,0.7049,1,5,0.5199999999999998
14380,,0.7618,1,5,0.5199999999999998
14381,,0.7141,1,5,0.5199999999999998
14382,,0.7449,1,5,0.5199999999999998
14383,,0.6324,1,5,0.5199999999999998
14384,,0.6646,1,5,0.5199999999999998
14385,,0.8395,1,5,0.5199999999999998
14386,,0.5143,1,5,0.5199999999999998
14387,,0.8434,1,5,0.5199999999999998
14388,,0.8645,1,5,0.5199999999999998
14389,,0.8369,1,5,0.5199999999999998
14390,,0.8494,1,5,0.5199999999999998
14391,,0.853,1,5,0.5199999999999998
14392,,0.7029,1,5,0.5199999999999998
14393,,0.581,1,5,0.5199999999999998
14394,,0.4769,1,5,0.5199999999999998
14395,,0.9254,1,5,0.5199999999999998
14396,,0.673,1,5,0.5199999999999998
14397,,0.7222,1,5,0.5199999999999998
14398,,0.7712,1,5,0.5199999999999998
14399,,0.665,1,5,0.5199999999999998
14400,,0.7482,0,5,0.5299999999999998
14401,,0.7619,0,5,0.5299999999999998
14402,,0.9359,0,5,0.5299999999999998
14403,,0.4674,0,5,0.5299999999999998
14404,,0.5497,0,5,0.5299999999999998
14405,,0.758,0,5,0.5299999999999998
14406,,0.8411,0,5,0.5299999999999998
14407,,0.6489,0,5,0.5299999999999998
14408,,0.5853,0,5,0.5299999999999998
14409,,0.8575,0,5,0.5299999999999998
14410,,0.9187,0,5,0.5299999999999998
14411,,0.7686,0,5,0.5299999999999998
14412,,0.6647,0,5,0.5299999999999998
14413,,0.7565,0,5,0.5299999999999998
14414,,0.8448,0,5,0.5299999999999998
14415,,0.4979,0,5,0.5299999999999998
14416,,0.634,0,5,0.5299999999999998
14417,,0.6535,0,5,0.5299999999999998
14418,,0.8426,0,5,0.5299999999999998
14419,,0.5926,0,5,0.5299999999999998
14420,,0.6468,0,5,0.5299999999999998
14421,,0.4932,0,5,0.5299999999999998
14422,,0.7503,0,5,0.5299999999999998
14423,,0.6617,0,5,0.5299999999999998
14424,,0.6696,0,5,0.5299999999999998
14425,,0.6796,0,5,0.5299999999999998
14426,,0.5577,0,5,0.5299999999999998
14427,,0.8432,0,5,0.5299999999999998
14428,,0.7529,0,5,0.5299999999999998
14429,,0.7458,0,5,0.5299999999999998
14430,,0.5532,0,5,0.5299999999999998
14431,,0.7529,0,5,0.5299999999999998
14432,,0.7714,0,5,0.5299999999999998
14433,,0.643,0,5,0.5299999999999998
14434,,0.7481,0,5,0.5299999999999998
14435,,0.8327,0,5,0.5299999999999998
14436,,0.8504,0,5,0.5299999999999998
14437,,0.8176,0,5,0.5299999999999998
14438,,0.5707,0,5,0.5299999999999998
14439,,0.668,0,5,0.5299999999999998
14440,,0.6602,0,5,0.5299999999999998
14441,,0.8315,0,5,0.5299999999999998
14442,,0.7578,0,5,0.5299999999999998
14443,,0.8397,0,5,0.5299999999999998
14444,,0.9322,0,5,0.5299999999999998
14445,,0.4538,0,5,0.5299999999999998
14446,,0.7481,0,5,0.5299999999999998
14447,,0.5827,0,5,0.5299999999999998
14448,,0.765,0,5,0.5299999999999998
14449,,0.7509,0,5,0.5299999999999998
14450,,0.7563,0,5,0.5299999999999998
14451,,0.8462,0,5,0.5299999999999998
14452,,0.4738,0,5,0.5299999999999998
14453,,0.6682,0,5,0.5299999999999998
14454,,0.5628,0,5,0.5299999999999998
14455,,0.7248,0,5,0.5299999999999998
14456,,0.7365,0,5,0.5299999999999998
14457,,0.5753,0,5,0.5299999999999998
14458,,0.7509,0,5,0.5299999999999998
14459,,0.8357,0,5,0.5299999999999998
14460,,0.6737,0,5,0.5299999999999998
14461,,0.5488,0,5,0.5299999999999998
14462,,0.6427,0,5,0.5299999999999998
14463,,0.9237,0,5,0.5299999999999998
14464,,0.3829,0,5,0.5299999999999998
14465,,0.934,0,5,0.5299999999999998
14466,,0.6513,0,5,0.5299999999999998
14467,,0.6625,0,5,0.5299999999999998
14468,,0.8303,0,5,0.5299999999999998
14469,,0.6421,0,5,0.5299999999999998
14470,,0.7563,0,5,0.5299999999999998
14471,,0.7596,0,5,0.5299999999999998
14472,,0.6535,0,5,0.5299999999999998
14473,,0.5674,0,5,0.5299999999999998
14474,,0.8277,0,5,0.5299999999999998
14475,,0.5656,0,5,0.5299999999999998
14476,,0.6543,0,5,0.5299999999999998
14477,,0.842,0,5,0.5299999999999998
14478,,0.9334,0,5,0.5299999999999998
14479,,0.8487,0,5,0.5299999999999998
14480,,0.8332,0,5,0.5299999999999998
14481,,0.851,0,5,0.5299999999999998
14482,,0.7656,0,5,0.5299999999999998
14483,,0.676,0,5,0.5299999999999998
14484,,0.5769,0,5,0.5299999999999998
14485,,0.6565,0,5,0.5299999999999998
14486,,0.5742,0,5,0.5299999999999998
14487,,0.7558,0,5,0.5299999999999998
14488,,0.7525,0,5,0.5299999999999998
14489,,0.6713,0,5,0.5299999999999998
14490,,0.8211,0,5,0.5299999999999998
14491,,0.841,0,5,0.5299999999999998
14492,,0.57,0,5,0.5299999999999998
14493,,0.9255,0,5,0.5299999999999998
14494,,0.9393,0,5,0.5299999999999998
14495,,0.6557,0,5,0.5299999999999998
14496,,0.6679,0,5,0.5299999999999998
14497,,0.6756,0,5,0.5299999999999998
14498,,0.8289,0,5,0.5299999999999998
14499,,0.7457,0,5,0.5299999999999998
14500,,0.5733,1,5,0.5299999999999998
14501,,0.6287,1,5,0.5299999999999998
14502,,0.8433,1,5,0.5299999999999998
14503,,0.7735,1,5,0.5299999999999998
14504,,0.6765,1,5,0.5299999999999998
14505,,0.5287,1,5,0.5299999999999998
14506,,0.9289,1,5,0.5299999999999998
14507,,0.7618,1,5,0.5299999999999998
14508,,0.7205,1,5,0.5299999999999998
14509,,0.7309,1,5,0.5299999999999998
14510,,0.8223,1,5,0.5299999999999998
14511,,0.8455,1,5,0.5299999999999998
14512,,0.9242,1,5,0.5299999999999998
14513,,0.9227,1,5,0.5299999999999998
14514,,0.9289,1,5,0.5299999999999998
14515,,0.5799,1,5,0.5299999999999998
14516,,0.7686,1,5,0.5299999999999998
14517,,0.6656,1,5,0.5299999999999998
14518,,0.8136,1,5,0.5299999999999998
14519,,0.6821,1,5,0.5299999999999998
14520,,0.7676,1,5,0.5299999999999998
14521,,0.8592,1,5,0.5299999999999998
14522,,0.7226,1,5,0.5299999999999998
14523,,0.8558,1,5,0.5299999999999998
14524,,0.6729,1,5,0.5299999999999998
14525,,0.711,1,5,0.5299999999999998
14526,,0.6014,1,5,0.5299999999999998
14527,,0.649,1,5,0.5299999999999998
14528,,0.7691,1,5,0.5299999999999998
14529,,0.8558,1,5,0.5299999999999998
14530,,0.5197,1,5,0.5299999999999998
14531,,0.4991,1,5,0.5299999999999998
14532,,0.9356,1,5,0.5299999999999998
14533,,0.881,1,5,0.5299999999999998
14534,,0.5574,1,5,0.5299999999999998
14535,,0.9316,1,5,0.5299999999999998
14536,,0.607,1,5,0.5299999999999998
14537,,0.7825,1,5,0.5299999999999998
14538,,0.9318,1,5,0.5299999999999998
14539,,0.8578,1,5,0.5299999999999998
14540,,0.6895,1,5,0.5299999999999998
14541,,0.9382,1,5,0.5299999999999998
14542,,0.8438,1,5,0.5299999999999998
14543,,0.7277,1,5,0.5299999999999998
14544,,0.6763,1,5,0.5299999999999998
14545,,0.5382,1,5,0.5299999999999998
14546,,0.7592,1,5,0.5299999999999998
14547,,0.7676,1,5,0.5299999999999998
14548,,0.7669,1,5,0.5299999999999998
14549,,0.6491,1,5,0.5299999999999998
14550,,0.8274,1,5,0.5299999999999998
14551,,0.8506,1,5,0.5299999999999998
14552,,0.6624,1,5,0.5299999999999998
14553,,0.8642,1,5,0.5299999999999998
14554,,0.8455,1,5,0.5299999999999998
14555,,0.7145,1,5,0.5299999999999998
14556,,0.8416,1,5,0.5299999999999998
14557,,0.7189,1,5,0.5299999999999998
14558,,0.8676,1,5,0.5299999999999998
14559,,0.5429,1,5,0.5299999999999998
14560,,0.7078,1,5,0.5299999999999998
14561,,0.6211,1,5,0.5299999999999998
14562,,0.4745,1,5,0.5299999999999998
14563,,0.5357,1,5,0.5299999999999998
14564,,0.84,1,5,0.5299999999999998
14565,,0.6907,1,5,0.5299999999999998
14566,,0.5511,1,5,0.5299999999999998
14567,,0.9307,1,5,0.5299999999999998
14568,,0.6699,1,5,0.5299999999999998
14569,,0.6948,1,5,0.5299999999999998
14570,,0.8623,1,5,0.5299999999999998
14571,,0.7625,1,5,0.5299999999999998
14572,,0.8709,1,5,0.5299999999999998
14573,,0.9365,1,5,0.5299999999999998
14574,,0.845,1,5,0.5299999999999998
14575,,0.7593,1,5,0.5299999999999998
14576,,0.7696,1,5,0.5299999999999998
14577,,0.7978,1,5,0.5299999999999998
14578,,0.7896,1,5,0.5299999999999998
14579,,0.6808,1,5,0.5299999999999998
14580,,0.7067,1,5,0.5299999999999998
14581,,0.935,1,5,0.5299999999999998
14582,,0.6403,1,5,0.5299999999999998
14583,,0.5896,1,5,0.5299999999999998
14584,,0.684,1,5,0.5299999999999998
14585,,0.9292,1,5,0.5299999999999998
14586,,0.7722,1,5,0.5299999999999998
14587,,0.7773,1,5,0.5299999999999998
14588,,0.9258,1,5,0.5299999999999998
14589,,0.5896,1,5,0.5299999999999998
14590,,0.6026,1,5,0.5299999999999998
14591,,0.6565,1,5,0.5299999999999998
14592,,0.9363,1,5,0.5299999999999998
14593,,0.8606,1,5,0.5299999999999998
14594,,0.859,1,5,0.5299999999999998
14595,,0.784,1,5,0.5299999999999998
14596,,0.824,1,5,0.5299999999999998
14597,,0.7473,1,5,0.5299999999999998
14598,,0.695,1,5,0.5299999999999998
14599,,0.748,1,5,0.5299999999999998
14600,,0.5691,0,5,0.5399999999999998
14601,,0.7671,0,5,0.5399999999999998
14602,,0.7642,0,5,0.5399999999999998
14603,,0.4594,0,5,0.5399999999999998
14604,,0.7508,0,5,0.5399999999999998
14605,,0.7582,0,5,0.5399999999999998
14606,,0.757,0,5,0.5399999999999998
14607,,0.7401,0,5,0.5399999999999998
14608,,0.6476,0,5,0.5399999999999998
14609,,0.7549,0,5,0.5399999999999998
14610,,0.7711,0,5,0.5399999999999998
14611,,0.6822,0,5,0.5399999999999998
14612,,0.5928,0,5,0.5399999999999998
14613,,0.8488,0,5,0.5399999999999998
14614,,0.6695,0,5,0.5399999999999998
14615,,0.9297,0,5,0.5399999999999998
14616,,0.7554,0,5,0.5399999999999998
14617,,0.5734,0,5,0.5399999999999998
14618,,0.854,0,5,0.5399999999999998
14619,,0.3726,0,5,0.5399999999999998
14620,,0.6788,0,5,0.5399999999999998
14621,,0.8519,0,5,0.5399999999999998
14622,,0.9355,0,5,0.5399999999999998
14623,,0.5535,0,5,0.5399999999999998
14624,,0.6447,0,5,0.5399999999999998
14625,,0.8378,0,5,0.5399999999999998
14626,,0.7357,0,5,0.5399999999999998
14627,,0.763,0,5,0.5399999999999998
14628,,0.6729,0,5,0.5399999999999998
14629,,0.7359,0,5,0.5399999999999998
14630,,0.9351,0,5,0.5399999999999998
14631,,0.8441,0,5,0.5399999999999998
14632,,0.6606,0,5,0.5399999999999998
14633,,0.8241,0,5,0.5399999999999998
14634,,0.7494,0,5,0.5399999999999998
14635,,0.7411,0,5,0.5399999999999998
14636,,0.66,0,5,0.5399999999999998
14637,,0.7519,0,5,0.5399999999999998
14638,,0.7494,0,5,0.5399999999999998
14639,,0.7354,0,5,0.5399999999999998
14640,,0.8554,0,5,0.5399999999999998
14641,,0.8283,0,5,0.5399999999999998
14642,,0.6436,0,5,0.5399999999999998
14643,,0.4866,0,5,0.5399999999999998
14644,,0.7414,0,5,0.5399999999999998
14645,,0.6755,0,5,0.5399999999999998
14646,,0.7724,0,5,0.5399999999999998
14647,,0.8408,0,5,0.5399999999999998
14648,,0.8495,0,5,0.5399999999999998
14649,,0.8243,0,5,0.5399999999999998
14650,,0.4944,0,5,0.5399999999999998
14651,,0.8518,0,5,0.5399999999999998
14652,,0.8498,0,5,0.5399999999999998
14653,,0.7597,0,5,0.5399999999999998
14654,,0.8487,0,5,0.5399999999999998
14655,,0.8495,0,5,0.5399999999999998
14656,,0.748,0,5,0.5399999999999998
14657,,0.7546,0,5,0.5399999999999998
14658,,0.6611,0,5,0.5399999999999998
14659,,0.5837,0,5,0.5399999999999998
14660,,0.7491,0,5,0.5399999999999998
14661,,0.6681,0,5,0.5399999999999998
14662,,0.4819,0,5,0.5399999999999998
14663,,0.8345,0,5,0.5399999999999998
14664,,0.7564,0,5,0.5399999999999998
14665,,0.5739,0,5,0.5399999999999998
14666,,0.7627,0,5,0.5399999999999998
14667,,0.7637,0,5,0.5399999999999998
14668,,0.733,0,5,0.5399999999999998
14669,,0.927,0,5,0.5399999999999998
14670,,0.7657,0,5,0.5399999999999998
14671,,0.5589,0,5,0.5399999999999998
14672,,0.8467,0,5,0.5399999999999998
14673,,0.5943,0,5,0.5399999999999998
14674,,0.4556,0,5,0.5399999999999998
14675,,0.7491,0,5,0.5399999999999998
14676,,0.7495,0,5,0.5399999999999998
14677,,0.7524,0,5,0.5399999999999998
14678,,0.5517,0,5,0.5399999999999998
14679,,0.6541,0,5,0.5399999999999998
14680,,0.7347,0,5,0.5399999999999998
14681,,0.2873,0,5,0.5399999999999998
14682,,0.7682,0,5,0.5399999999999998
14683,,0.5842,0,5,0.5399999999999998
14684,,0.5752,0,5,0.5399999999999998
14685,,0.7693,0,5,0.5399999999999998
14686,,0.6668,0,5,0.5399999999999998
14687,,0.6465,0,5,0.5399999999999998
14688,,0.7587,0,5,0.5399999999999998
14689,,0.6459,0,5,0.5399999999999998
14690,,0.8448,0,5,0.5399999999999998
14691,,0.8544,0,5,0.5399999999999998
14692,,0.7302,0,5,0.5399999999999998
14693,,0.8484,0,5,0.5399999999999998
14694,,0.642,0,5,0.5399999999999998
14695,,0.6689,0,5,0.5399999999999998
14696,,0.8621,0,5,0.5399999999999998
14697,,0.7381,0,5,0.5399999999999998
14698,,0.7564,0,5,0.5399999999999998
14699,,0.8543,0,5,0.5399999999999998
14700,,0.7516,1,5,0.5399999999999998
14701,,0.772,1,5,0.5399999999999998
14702,,0.4845,1,5,0.5399999999999998
14703,,0.7315,1,5,0.5399999999999998
14704,,0.2522,1,5,0.5399999999999998
14705,,0.9348,1,5,0.5399999999999998
14706,,0.7579,1,5,0.5399999999999998
14707,,0.8644,1,5,0.5399999999999998
14708,,0.8515,1,5,0.5399999999999998
14709,,0.6581,1,5,0.5399999999999998
14710,,0.9344,1,5,0.5399999999999998
14711,,0.9348,1,5,0.5399999999999998
14712,,0.8457,1,5,0.5399999999999998
14713,,0.7792,1,5,0.5399999999999998
14714,,0.8428,1,5,0.5399999999999998
14715,,0.6736,1,5,0.5399999999999998
14716,,0.9286,1,5,0.5399999999999998
14717,,0.6651,1,5,0.5399999999999998
14718,,0.769,1,5,0.5399999999999998
14719,,0.7682,1,5,0.5399999999999998
14720,,0.7567,1,5,0.5399999999999998
14721,,0.7725,1,5,0.5399999999999998
14722,,0.6854,1,5,0.5399999999999998
14723,,0.6659,1,5,0.5399999999999998
14724,,0.5771,1,5,0.5399999999999998
14725,,0.7451,1,5,0.5399999999999998
14726,,0.7172,1,5,0.5399999999999998
14727,,0.6824,1,5,0.5399999999999998
14728,,0.7131,1,5,0.5399999999999998
14729,,0.6719,1,5,0.5399999999999998
14730,,0.855,1,5,0.5399999999999998
14731,,0.677,1,5,0.5399999999999998
14732,,0.8549,1,5,0.5399999999999998
14733,,0.706,1,5,0.5399999999999998
14734,,0.7447,1,5,0.5399999999999998
14735,,0.5861,1,5,0.5399999999999998
14736,,0.5466,1,5,0.5399999999999998
14737,,0.9229,1,5,0.5399999999999998
14738,,0.7445,1,5,0.5399999999999998
14739,,0.781,1,5,0.5399999999999998
14740,,0.8266,1,5,0.5399999999999998
14741,,0.8443,1,5,0.5399999999999998
14742,,0.8328,1,5,0.5399999999999998
14743,,0.7036,1,5,0.5399999999999998
14744,,0.6379,1,5,0.5399999999999998
14745,,0.85,1,5,0.5399999999999998
