,Unnamed: 0,acc,bool_hebbian,phi,theta
20798,,0.5923,1,5,0.8399999999999996
20799,,0.6821,1,5,0.8399999999999996
20800,,0.8413,0,5,0.8499999999999996
20801,,0.8597,0,5,0.8499999999999996
20802,,0.7601,0,5,0.8499999999999996
20803,,0.7778,0,5,0.8499999999999996
20804,,0.7483,0,5,0.8499999999999996
20805,,0.7748,0,5,0.8499999999999996
20806,,0.5769,0,5,0.8499999999999996
20807,,0.8583,0,5,0.8499999999999996
20808,,0.7693,0,5,0.8499999999999996
20809,,0.8617,0,5,0.8499999999999996
20810,,0.9412,0,5,0.8499999999999996
20811,,0.6698,0,5,0.8499999999999996
20812,,0.8623,0,5,0.8499999999999996
20813,,0.8547,0,5,0.8499999999999996
20814,,0.3953,0,5,0.8499999999999996
20815,,0.098,0,5,0.8499999999999996
20816,,0.8594,0,5,0.8499999999999996
20817,,0.7642,0,5,0.8499999999999996
20818,,0.8677,0,5,0.8499999999999996
20819,,0.6742,0,5,0.8499999999999996
20820,,0.5499,0,5,0.8499999999999996
20821,,0.6682,0,5,0.8499999999999996
20822,,0.8417,0,5,0.8499999999999996
20823,,0.8591,0,5,0.8499999999999996
20824,,0.859,0,5,0.8499999999999996
20825,,0.8511,0,5,0.8499999999999996
20826,,0.6467,0,5,0.8499999999999996
20827,,0.2777,0,5,0.8499999999999996
20828,,0.582,0,5,0.8499999999999996
20829,,0.9473,0,5,0.8499999999999996
20830,,0.7662,0,5,0.8499999999999996
20831,,0.5559,0,5,0.8499999999999996
20832,,0.8532,0,5,0.8499999999999996
20833,,0.7587,0,5,0.8499999999999996
20834,,0.6884,0,5,0.8499999999999996
20835,,0.6647,0,5,0.8499999999999996
20836,,0.7577,0,5,0.8499999999999996
20837,,0.735,0,5,0.8499999999999996
20838,,0.6637,0,5,0.8499999999999996
20839,,0.7612,0,5,0.8499999999999996
20840,,0.7387,0,5,0.8499999999999996
20841,,0.8424,0,5,0.8499999999999996
20842,,0.6574,0,5,0.8499999999999996
20843,,0.651,0,5,0.8499999999999996
20844,,0.6872,0,5,0.8499999999999996
20845,,0.7601,0,5,0.8499999999999996
20846,,0.7722,0,5,0.8499999999999996
20847,,0.8601,0,5,0.8499999999999996
20848,,0.7688,0,5,0.8499999999999996
20849,,0.7483,0,5,0.8499999999999996
20850,,0.6596,0,5,0.8499999999999996
20851,,0.5872,0,5,0.8499999999999996
20852,,0.8665,0,5,0.8499999999999996
20853,,0.8729,0,5,0.8499999999999996
20854,,0.8581,0,5,0.8499999999999996
20855,,0.8581,0,5,0.8499999999999996
20856,,0.7507,0,5,0.8499999999999996
20857,,0.4878,0,5,0.8499999999999996
20858,,0.7713,0,5,0.8499999999999996
20859,,0.7596,0,5,0.8499999999999996
20860,,0.9465,0,5,0.8499999999999996
20861,,0.945,0,5,0.8499999999999996
20862,,0.8557,0,5,0.8499999999999996
20863,,0.7348,0,5,0.8499999999999996
20864,,0.8581,0,5,0.8499999999999996
20865,,0.8557,0,5,0.8499999999999996
20866,,0.4848,0,5,0.8499999999999996
20867,,0.5481,0,5,0.8499999999999996
20868,,0.4886,0,5,0.8499999999999996
20869,,0.7489,0,5,0.8499999999999996
20870,,0.6661,0,5,0.8499999999999996
20871,,0.7695,0,5,0.8499999999999996
20872,,0.7457,0,5,0.8499999999999996
20873,,0.56,0,5,0.8499999999999996
20874,,0.8549,0,5,0.8499999999999996
20875,,0.5712,0,5,0.8499999999999996
20876,,0.567,0,5,0.8499999999999996
20877,,0.949,0,5,0.8499999999999996
20878,,0.7425,0,5,0.8499999999999996
20879,,0.8527,0,5,0.8499999999999996
20880,,0.5642,0,5,0.8499999999999996
20881,,0.5992,0,5,0.8499999999999996
20882,,0.4724,0,5,0.8499999999999996
20883,,0.8704,0,5,0.8499999999999996
20884,,0.6487,0,5,0.8499999999999996
20885,,0.5841,0,5,0.8499999999999996
20886,,0.8368,0,5,0.8499999999999996
20887,,0.5801,0,5,0.8499999999999996
20888,,0.7693,0,5,0.8499999999999996
20889,,0.7363,0,5,0.8499999999999996
20890,,0.779,0,5,0.8499999999999996
20891,,0.6713,0,5,0.8499999999999996
20892,,0.7493,0,5,0.8499999999999996
20893,,0.7444,0,5,0.8499999999999996
20894,,0.576,0,5,0.8499999999999996
20895,,0.9476,0,5,0.8499999999999996
20896,,0.8364,0,5,0.8499999999999996
20897,,0.7458,0,5,0.8499999999999996
20898,,0.5818,0,5,0.8499999999999996
20899,,0.9467,0,5,0.8499999999999996
20900,,0.7827,1,5,0.8499999999999996
20901,,0.7399,1,5,0.8499999999999996
20902,,0.7254,1,5,0.8499999999999996
20903,,0.8092,1,5,0.8499999999999996
20904,,0.7746,1,5,0.8499999999999996
20905,,0.7161,1,5,0.8499999999999996
20906,,0.8567,1,5,0.8499999999999996
20907,,0.812,1,5,0.8499999999999996
20908,,0.719,1,5,0.8499999999999996
20909,,0.7651,1,5,0.8499999999999996
20910,,0.6747,1,5,0.8499999999999996
20911,,0.6653,1,5,0.8499999999999996
20912,,0.5958,1,5,0.8499999999999996
20913,,0.7377,1,5,0.8499999999999996
20914,,0.7493,1,5,0.8499999999999996
20915,,0.6691,1,5,0.8499999999999996
20916,,0.6188,1,5,0.8499999999999996
20917,,0.7197,1,5,0.8499999999999996
20918,,0.8075,1,5,0.8499999999999996
20919,,0.6978,1,5,0.8499999999999996
20920,,0.6271,1,5,0.8499999999999996
20921,,0.7779,1,5,0.8499999999999996
20922,,0.5385,1,5,0.8499999999999996
20923,,0.8635,1,5,0.8499999999999996
20924,,0.6996,1,5,0.8499999999999996
20925,,0.8498,1,5,0.8499999999999996
20926,,0.8705,1,5,0.8499999999999996
20927,,0.8574,1,5,0.8499999999999996
20928,,0.8631,1,5,0.8499999999999996
20929,,0.643,1,5,0.8499999999999996
20930,,0.655,1,5,0.8499999999999996
20931,,0.7235,1,5,0.8499999999999996
20932,,0.7624,1,5,0.8499999999999996
20933,,0.6448,1,5,0.8499999999999996
20934,,0.6967,1,5,0.8499999999999996
20935,,0.8106,1,5,0.8499999999999996
20936,,0.6614,1,5,0.8499999999999996
20937,,0.7646,1,5,0.8499999999999996
20938,,0.6629,1,5,0.8499999999999996
20939,,0.7386,1,5,0.8499999999999996
20940,,0.6564,1,5,0.8499999999999996
20941,,0.6919,1,5,0.8499999999999996
20942,,0.7766,1,5,0.8499999999999996
20943,,0.9091,1,5,0.8499999999999996
20944,,0.4751,1,5,0.8499999999999996
20945,,0.8501,1,5,0.8499999999999996
20946,,0.4278,1,5,0.8499999999999996
20947,,0.8594,1,5,0.8499999999999996
20948,,0.6967,1,5,0.8499999999999996
20949,,0.6755,1,5,0.8499999999999996
20950,,0.7656,1,5,0.8499999999999996
20951,,0.4829,1,5,0.8499999999999996
20952,,0.9494,1,5,0.8499999999999996
20953,,0.9522,1,5,0.8499999999999996
20954,,0.856,1,5,0.8499999999999996
20955,,0.7072,1,5,0.8499999999999996
20956,,0.8775,1,5,0.8499999999999996
20957,,0.7166,1,5,0.8499999999999996
20958,,0.95,1,5,0.8499999999999996
20959,,0.8613,1,5,0.8499999999999996
20960,,0.6547,1,5,0.8499999999999996
20961,,0.8995,1,5,0.8499999999999996
20962,,0.7728,1,5,0.8499999999999996
20963,,0.8576,1,5,0.8499999999999996
20964,,0.5459,1,5,0.8499999999999996
20965,,0.7904,1,5,0.8499999999999996
20966,,0.9384,1,5,0.8499999999999996
20967,,0.8699,1,5,0.8499999999999996
20968,,0.7271,1,5,0.8499999999999996
20969,,0.9453,1,5,0.8499999999999996
20970,,0.7045,1,5,0.8499999999999996
20971,,0.6418,1,5,0.8499999999999996
20972,,0.9397,1,5,0.8499999999999996
20973,,0.6079,1,5,0.8499999999999996
20974,,0.5533,1,5,0.8499999999999996
20975,,0.9475,1,5,0.8499999999999996
20976,,0.6081,1,5,0.8499999999999996
20977,,0.6181,1,5,0.8499999999999996
20978,,0.9484,1,5,0.8499999999999996
20979,,0.6272,1,5,0.8499999999999996
20980,,0.6815,1,5,0.8499999999999996
20981,,0.6913,1,5,0.8499999999999996
20982,,0.584,1,5,0.8499999999999996
20983,,0.5577,1,5,0.8499999999999996
20984,,0.8543,1,5,0.8499999999999996
20985,,0.9041,1,5,0.8499999999999996
20986,,0.7504,1,5,0.8499999999999996
20987,,0.73,1,5,0.8499999999999996
20988,,0.75,1,5,0.8499999999999996
20989,,0.8666,1,5,0.8499999999999996
20990,,0.6519,1,5,0.8499999999999996
20991,,0.8614,1,5,0.8499999999999996
20992,,0.771,1,5,0.8499999999999996
20993,,0.6624,1,5,0.8499999999999996
20994,,0.5371,1,5,0.8499999999999996
20995,,0.7982,1,5,0.8499999999999996
20996,,0.8519,1,5,0.8499999999999996
20997,,0.8588,1,5,0.8499999999999996
20998,,0.6575,1,5,0.8499999999999996
20999,,0.8211,1,5,0.8499999999999996
21000,,0.6705,0,5,0.8599999999999995
21001,,0.8613,0,5,0.8599999999999995
21002,,0.7534,0,5,0.8599999999999995
21003,,0.7784,0,5,0.8599999999999995
21004,,0.6798,0,5,0.8599999999999995
21005,,0.8605,0,5,0.8599999999999995
21006,,0.7556,0,5,0.8599999999999995
21007,,0.6537,0,5,0.8599999999999995
21008,,0.7704,0,5,0.8599999999999995
21009,,0.4784,0,5,0.8599999999999995
21010,,0.7606,0,5,0.8599999999999995
21011,,0.7722,0,5,0.8599999999999995
21012,,0.7687,0,5,0.8599999999999995
21013,,0.5733,0,5,0.8599999999999995
21014,,0.9531,0,5,0.8599999999999995
21015,,0.8508,0,5,0.8599999999999995
21016,,0.3777,0,5,0.8599999999999995
21017,,0.591,0,5,0.8599999999999995
21018,,0.9508,0,5,0.8599999999999995
21019,,0.7661,0,5,0.8599999999999995
21020,,0.763,0,5,0.8599999999999995
21021,,0.9515,0,5,0.8599999999999995
21022,,0.7647,0,5,0.8599999999999995
21023,,0.6537,0,5,0.8599999999999995
21024,,0.5697,0,5,0.8599999999999995
21025,,0.772,0,5,0.8599999999999995
21026,,0.9442,0,5,0.8599999999999995
21027,,0.861,0,5,0.8599999999999995
21028,,0.9492,0,5,0.8599999999999995
21029,,0.7341,0,5,0.8599999999999995
21030,,0.6576,0,5,0.8599999999999995
21031,,0.8581,0,5,0.8599999999999995
21032,,0.856,0,5,0.8599999999999995
21033,,0.7585,0,5,0.8599999999999995
21034,,0.8535,0,5,0.8599999999999995
21035,,0.853,0,5,0.8599999999999995
21036,,0.652,0,5,0.8599999999999995
21037,,0.7641,0,5,0.8599999999999995
21038,,0.8518,0,5,0.8599999999999995
21039,,0.658,0,5,0.8599999999999995
21040,,0.6537,0,5,0.8599999999999995
21041,,0.7609,0,5,0.8599999999999995
21042,,0.6869,0,5,0.8599999999999995
21043,,0.9465,0,5,0.8599999999999995
21044,,0.5881,0,5,0.8599999999999995
21045,,0.7705,0,5,0.8599999999999995
21046,,0.8498,0,5,0.8599999999999995
21047,,0.8446,0,5,0.8599999999999995
21048,,0.5937,0,5,0.8599999999999995
21049,,0.835,0,5,0.8599999999999995
21050,,0.4942,0,5,0.8599999999999995
21051,,0.7772,0,5,0.8599999999999995
21052,,0.7387,0,5,0.8599999999999995
21053,,0.5619,0,5,0.8599999999999995
21054,,0.465,0,5,0.8599999999999995
21055,,0.951,0,5,0.8599999999999995
21056,,0.6649,0,5,0.8599999999999995
21057,,0.5785,0,5,0.8599999999999995
21058,,0.6517,0,5,0.8599999999999995
21059,,0.8369,0,5,0.8599999999999995
21060,,0.863,0,5,0.8599999999999995
21061,,0.6537,0,5,0.8599999999999995
21062,,0.676,0,5,0.8599999999999995
21063,,0.7442,0,5,0.8599999999999995
21064,,0.6758,0,5,0.8599999999999995
21065,,0.7671,0,5,0.8599999999999995
21066,,0.6568,0,5,0.8599999999999995
21067,,0.4855,0,5,0.8599999999999995
21068,,0.6901,0,5,0.8599999999999995
21069,,0.6525,0,5,0.8599999999999995
21070,,0.8499,0,5,0.8599999999999995
21071,,0.6729,0,5,0.8599999999999995
21072,,0.5758,0,5,0.8599999999999995
21073,,0.7623,0,5,0.8599999999999995
21074,,0.744,0,5,0.8599999999999995
21075,,0.4884,0,5,0.8599999999999995
21076,,0.6636,0,5,0.8599999999999995
21077,,0.7794,0,5,0.8599999999999995
21078,,0.7574,0,5,0.8599999999999995
21079,,0.6709,0,5,0.8599999999999995
21080,,0.4796,0,5,0.8599999999999995
21081,,0.4838,0,5,0.8599999999999995
21082,,0.6799,0,5,0.8599999999999995
21083,,0.8503,0,5,0.8599999999999995
21084,,0.7628,0,5,0.8599999999999995
21085,,0.7694,0,5,0.8599999999999995
21086,,0.4963,0,5,0.8599999999999995
21087,,0.5826,0,5,0.8599999999999995
21088,,0.6819,0,5,0.8599999999999995
21089,,0.7414,0,5,0.8599999999999995
21090,,0.7563,0,5,0.8599999999999995
21091,,0.6707,0,5,0.8599999999999995
21092,,0.5839,0,5,0.8599999999999995
21093,,0.6804,0,5,0.8599999999999995
21094,,0.8452,0,5,0.8599999999999995
21095,,0.6599,0,5,0.8599999999999995
21096,,0.7619,0,5,0.8599999999999995
21097,,0.9487,0,5,0.8599999999999995
21098,,0.9515,0,5,0.8599999999999995
21099,,0.6689,0,5,0.8599999999999995
21100,,0.779,1,5,0.8599999999999995
21101,,0.8726,1,5,0.8599999999999995
21102,,0.9484,1,5,0.8599999999999995
21103,,0.8644,1,5,0.8599999999999995
21104,,0.8536,1,5,0.8599999999999995
21105,,0.5841,1,5,0.8599999999999995
21106,,0.7989,1,5,0.8599999999999995
21107,,0.7286,1,5,0.8599999999999995
21108,,0.7915,1,5,0.8599999999999995
21109,,0.703,1,5,0.8599999999999995
21110,,0.8374,1,5,0.8599999999999995
21111,,0.7733,1,5,0.8599999999999995
21112,,0.9494,1,5,0.8599999999999995
21113,,0.9487,1,5,0.8599999999999995
21114,,0.8329,1,5,0.8599999999999995
21115,,0.9519,1,5,0.8599999999999995
21116,,0.7166,1,5,0.8599999999999995
21117,,0.9437,1,5,0.8599999999999995
21118,,0.7275,1,5,0.8599999999999995
21119,,0.8278,1,5,0.8599999999999995
21120,,0.7856,1,5,0.8599999999999995
21121,,0.6823,1,5,0.8599999999999995
21122,,0.5471,1,5,0.8599999999999995
21123,,0.8526,1,5,0.8599999999999995
21124,,0.9458,1,5,0.8599999999999995
21125,,0.7038,1,5,0.8599999999999995
21126,,0.8601,1,5,0.8599999999999995
21127,,0.8641,1,5,0.8599999999999995
21128,,0.8161,1,5,0.8599999999999995
21129,,0.8667,1,5,0.8599999999999995
21130,,0.7176,1,5,0.8599999999999995
21131,,0.7354,1,5,0.8599999999999995
21132,,0.9303,1,5,0.8599999999999995
21133,,0.7732,1,5,0.8599999999999995
21134,,0.5907,1,5,0.8599999999999995
21135,,0.7641,1,5,0.8599999999999995
21136,,0.7477,1,5,0.8599999999999995
21137,,0.9485,1,5,0.8599999999999995
21138,,0.9504,1,5,0.8599999999999995
21139,,0.5757,1,5,0.8599999999999995
21140,,0.7208,1,5,0.8599999999999995
21141,,0.9457,1,5,0.8599999999999995
21142,,0.8633,1,5,0.8599999999999995
21143,,0.753,1,5,0.8599999999999995
21144,,0.7914,1,5,0.8599999999999995
21145,,0.8589,1,5,0.8599999999999995
21146,,0.754,1,5,0.8599999999999995
21147,,0.6351,1,5,0.8599999999999995
21148,,0.8572,1,5,0.8599999999999995
21149,,0.8563,1,5,0.8599999999999995
21150,,0.858,1,5,0.8599999999999995
21151,,0.7633,1,5,0.8599999999999995
21152,,0.7581,1,5,0.8599999999999995
21153,,0.7964,1,5,0.8599999999999995
21154,,0.7817,1,5,0.8599999999999995
21155,,0.7511,1,5,0.8599999999999995
21156,,0.7623,1,5,0.8599999999999995
21157,,0.9444,1,5,0.8599999999999995
21158,,0.6843,1,5,0.8599999999999995
21159,,0.8186,1,5,0.8599999999999995
21160,,0.7959,1,5,0.8599999999999995
21161,,0.6365,1,5,0.8599999999999995
21162,,0.9509,1,5,0.8599999999999995
21163,,0.5505,1,5,0.8599999999999995
21164,,0.817,1,5,0.8599999999999995
21165,,0.7189,1,5,0.8599999999999995
21166,,0.6675,1,5,0.8599999999999995
21167,,0.7204,1,5,0.8599999999999995
21168,,0.603,1,5,0.8599999999999995
21169,,0.8383,1,5,0.8599999999999995
21170,,0.7031,1,5,0.8599999999999995
21171,,0.6288,1,5,0.8599999999999995
21172,,0.8343,1,5,0.8599999999999995
21173,,0.6262,1,5,0.8599999999999995
21174,,0.8534,1,5,0.8599999999999995
21175,,0.9063,1,5,0.8599999999999995
21176,,0.9511,1,5,0.8599999999999995
21177,,0.8786,1,5,0.8599999999999995
21178,,0.846,1,5,0.8599999999999995
21179,,0.8825,1,5,0.8599999999999995
21180,,0.6592,1,5,0.8599999999999995
21181,,0.6531,1,5,0.8599999999999995
21182,,0.8133,1,5,0.8599999999999995
21183,,0.4457,1,5,0.8599999999999995
21184,,0.862,1,5,0.8599999999999995
21185,,0.5693,1,5,0.8599999999999995
21186,,0.8971,1,5,0.8599999999999995
21187,,0.7903,1,5,0.8599999999999995
21188,,0.9465,1,5,0.8599999999999995
21189,,0.9426,1,5,0.8599999999999995
21190,,0.8684,1,5,0.8599999999999995
21191,,0.5937,1,5,0.8599999999999995
21192,,0.942,1,5,0.8599999999999995
21193,,0.5913,1,5,0.8599999999999995
21194,,0.8569,1,5,0.8599999999999995
21195,,0.639,1,5,0.8599999999999995
21196,,0.7093,1,5,0.8599999999999995
21197,,0.8718,1,5,0.8599999999999995
21198,,0.8307,1,5,0.8599999999999995
21199,,0.7595,1,5,0.8599999999999995
21200,,0.5657,0,5,0.8699999999999996
21201,,0.6779,0,5,0.8699999999999996
21202,,0.8691,0,5,0.8699999999999996
21203,,0.4793,0,5,0.8699999999999996
21204,,0.5891,0,5,0.8699999999999996
21205,,0.7745,0,5,0.8699999999999996
21206,,0.9496,0,5,0.8699999999999996
21207,,0.5659,0,5,0.8699999999999996
21208,,0.7698,0,5,0.8699999999999996
21209,,0.8595,0,5,0.8699999999999996
21210,,0.7714,0,5,0.8699999999999996
21211,,0.5932,0,5,0.8699999999999996
21212,,0.859,0,5,0.8699999999999996
21213,,0.9484,0,5,0.8699999999999996
21214,,0.6543,0,5,0.8699999999999996
21215,,0.4777,0,5,0.8699999999999996
21216,,0.7517,0,5,0.8699999999999996
21217,,0.7746,0,5,0.8699999999999996
21218,,0.5979,0,5,0.8699999999999996
21219,,0.8616,0,5,0.8699999999999996
21220,,0.8416,0,5,0.8699999999999996
21221,,0.8543,0,5,0.8699999999999996
21222,,0.689,0,5,0.8699999999999996
21223,,0.7786,0,5,0.8699999999999996
21224,,0.9482,0,5,0.8699999999999996
21225,,0.7755,0,5,0.8699999999999996
21226,,0.7481,0,5,0.8699999999999996
21227,,0.3872,0,5,0.8699999999999996
21228,,0.8701,0,5,0.8699999999999996
21229,,0.6452,0,5,0.8699999999999996
21230,,0.7665,0,5,0.8699999999999996
21231,,0.6777,0,5,0.8699999999999996
21232,,0.6499,0,5,0.8699999999999996
21233,,0.6665,0,5,0.8699999999999996
21234,,0.5888,0,5,0.8699999999999996
21235,,0.6751,0,5,0.8699999999999996
21236,,0.7672,0,5,0.8699999999999996
21237,,0.8398,0,5,0.8699999999999996
21238,,0.66,0,5,0.8699999999999996
21239,,0.7547,0,5,0.8699999999999996
21240,,0.6676,0,5,0.8699999999999996
21241,,0.8568,0,5,0.8699999999999996
21242,,0.84,0,5,0.8699999999999996
21243,,0.7526,0,5,0.8699999999999996
21244,,0.9423,0,5,0.8699999999999996
21245,,0.7678,0,5,0.8699999999999996
21246,,0.776,0,5,0.8699999999999996
21247,,0.6735,0,5,0.8699999999999996
21248,,0.5549,0,5,0.8699999999999996
21249,,0.6546,0,5,0.8699999999999996
21250,,0.7724,0,5,0.8699999999999996
21251,,0.6495,0,5,0.8699999999999996
21252,,0.6836,0,5,0.8699999999999996
21253,,0.7609,0,5,0.8699999999999996
21254,,0.7509,0,5,0.8699999999999996
21255,,0.8596,0,5,0.8699999999999996
21256,,0.569,0,5,0.8699999999999996
21257,,0.7629,0,5,0.8699999999999996
21258,,0.5654,0,5,0.8699999999999996
21259,,0.7684,0,5,0.8699999999999996
21260,,0.6504,0,5,0.8699999999999996
21261,,0.7447,0,5,0.8699999999999996
21262,,0.8341,0,5,0.8699999999999996
21263,,0.3887,0,5,0.8699999999999996
21264,,0.9408,0,5,0.8699999999999996
21265,,0.8623,0,5,0.8699999999999996
21266,,0.6597,0,5,0.8699999999999996
21267,,0.6809,0,5,0.8699999999999996
21268,,0.6452,0,5,0.8699999999999996
21269,,0.6679,0,5,0.8699999999999996
21270,,0.9423,0,5,0.8699999999999996
21271,,0.8609,0,5,0.8699999999999996
21272,,0.667,0,5,0.8699999999999996
21273,,0.7557,0,5,0.8699999999999996
21274,,0.6527,0,5,0.8699999999999996
21275,,0.7808,0,5,0.8699999999999996
21276,,0.6818,0,5,0.8699999999999996
21277,,0.5889,0,5,0.8699999999999996
21278,,0.7671,0,5,0.8699999999999996
21279,,0.9394,0,5,0.8699999999999996
21280,,0.7555,0,5,0.8699999999999996
21281,,0.7651,0,5,0.8699999999999996
21282,,0.7693,0,5,0.8699999999999996
21283,,0.9463,0,5,0.8699999999999996
21284,,0.948,0,5,0.8699999999999996
21285,,0.7694,0,5,0.8699999999999996
21286,,0.6785,0,5,0.8699999999999996
21287,,0.6853,0,5,0.8699999999999996
21288,,0.8553,0,5,0.8699999999999996
21289,,0.8611,0,5,0.8699999999999996
21290,,0.7438,0,5,0.8699999999999996
21291,,0.7523,0,5,0.8699999999999996
21292,,0.7759,0,5,0.8699999999999996
21293,,0.7438,0,5,0.8699999999999996
21294,,0.6673,0,5,0.8699999999999996
21295,,0.856,0,5,0.8699999999999996
21296,,0.8707,0,5,0.8699999999999996
21297,,0.9528,0,5,0.8699999999999996
21298,,0.5838,0,5,0.8699999999999996
21299,,0.76,0,5,0.8699999999999996
21300,,0.7795,1,5,0.8699999999999996
21301,,0.6957,1,5,0.8699999999999996
21302,,0.6725,1,5,0.8699999999999996
21303,,0.8867,1,5,0.8699999999999996
21304,,0.6054,1,5,0.8699999999999996
21305,,0.6259,1,5,0.8699999999999996
21306,,0.7224,1,5,0.8699999999999996
21307,,0.84,1,5,0.8699999999999996
21308,,0.4851,1,5,0.8699999999999996
21309,,0.9179,1,5,0.8699999999999996
21310,,0.4773,1,5,0.8699999999999996
21311,,0.8602,1,5,0.8699999999999996
21312,,0.7349,1,5,0.8699999999999996
21313,,0.9451,1,5,0.8699999999999996
21314,,0.8626,1,5,0.8699999999999996
21315,,0.6673,1,5,0.8699999999999996
21316,,0.8584,1,5,0.8699999999999996
21317,,0.7684,1,5,0.8699999999999996
21318,,0.7852,1,5,0.8699999999999996
21319,,0.6774,1,5,0.8699999999999996
21320,,0.939,1,5,0.8699999999999996
21321,,0.7103,1,5,0.8699999999999996
21322,,0.63,1,5,0.8699999999999996
21323,,0.8519,1,5,0.8699999999999996
21324,,0.7404,1,5,0.8699999999999996
21325,,0.6587,1,5,0.8699999999999996
21326,,0.8469,1,5,0.8699999999999996
21327,,0.6564,1,5,0.8699999999999996
21328,,0.64,1,5,0.8699999999999996
21329,,0.7109,1,5,0.8699999999999996
21330,,0.6843,1,5,0.8699999999999996
21331,,0.5935,1,5,0.8699999999999996
21332,,0.6921,1,5,0.8699999999999996
21333,,0.7269,1,5,0.8699999999999996
21334,,0.7622,1,5,0.8699999999999996
21335,,0.8621,1,5,0.8699999999999996
21336,,0.823,1,5,0.8699999999999996
21337,,0.7559,1,5,0.8699999999999996
21338,,0.8669,1,5,0.8699999999999996
21339,,0.8829,1,5,0.8699999999999996
21340,,0.5605,1,5,0.8699999999999996
21341,,0.8455,1,5,0.8699999999999996
21342,,0.7492,1,5,0.8699999999999996
21343,,0.6782,1,5,0.8699999999999996
21344,,0.9415,1,5,0.8699999999999996
21345,,0.9515,1,5,0.8699999999999996
21346,,0.8586,1,5,0.8699999999999996
21347,,0.8108,1,5,0.8699999999999996
21348,,0.7406,1,5,0.8699999999999996
21349,,0.8614,1,5,0.8699999999999996
21350,,0.8605,1,5,0.8699999999999996
21351,,0.9478,1,5,0.8699999999999996
21352,,0.8501,1,5,0.8699999999999996
21353,,0.5939,1,5,0.8699999999999996
21354,,0.8796,1,5,0.8699999999999996
21355,,0.8928,1,5,0.8699999999999996
21356,,0.6443,1,5,0.8699999999999996
21357,,0.9444,1,5,0.8699999999999996
21358,,0.6234,1,5,0.8699999999999996
21359,,0.6913,1,5,0.8699999999999996
21360,,0.6829,1,5,0.8699999999999996
21361,,0.7658,1,5,0.8699999999999996
21362,,0.9425,1,5,0.8699999999999996
21363,,0.7858,1,5,0.8699999999999996
21364,,0.8623,1,5,0.8699999999999996
21365,,0.6421,1,5,0.8699999999999996
21366,,0.9014,1,5,0.8699999999999996
21367,,0.4497,1,5,0.8699999999999996
21368,,0.7827,1,5,0.8699999999999996
21369,,0.646,1,5,0.8699999999999996
21370,,0.8577,1,5,0.8699999999999996
21371,,0.8579,1,5,0.8699999999999996
21372,,0.7038,1,5,0.8699999999999996
21373,,0.8289,1,5,0.8699999999999996
21374,,0.6039,1,5,0.8699999999999996
21375,,0.5955,1,5,0.8699999999999996
21376,,0.9481,1,5,0.8699999999999996
21377,,0.6147,1,5,0.8699999999999996
21378,,0.8567,1,5,0.8699999999999996
21379,,0.7243,1,5,0.8699999999999996
21380,,0.7538,1,5,0.8699999999999996
21381,,0.7237,1,5,0.8699999999999996
21382,,0.8572,1,5,0.8699999999999996
21383,,0.7564,1,5,0.8699999999999996
21384,,0.6862,1,5,0.8699999999999996
21385,,0.6757,1,5,0.8699999999999996
21386,,0.7872,1,5,0.8699999999999996
21387,,0.8657,1,5,0.8699999999999996
21388,,0.7738,1,5,0.8699999999999996
21389,,0.7378,1,5,0.8699999999999996
21390,,0.7528,1,5,0.8699999999999996
21391,,0.8644,1,5,0.8699999999999996
21392,,0.6441,1,5,0.8699999999999996
21393,,0.7743,1,5,0.8699999999999996
21394,,0.6057,1,5,0.8699999999999996
21395,,0.6493,1,5,0.8699999999999996
21396,,0.6789,1,5,0.8699999999999996
21397,,0.8311,1,5,0.8699999999999996
21398,,0.7711,1,5,0.8699999999999996
21399,,0.7533,1,5,0.8699999999999996
21400,,0.7784,0,5,0.8799999999999996
21401,,0.7649,0,5,0.8799999999999996
21402,,0.5698,0,5,0.8799999999999996
21403,,0.674,0,5,0.8799999999999996
21404,,0.6831,0,5,0.8799999999999996
21405,,0.6814,0,5,0.8799999999999996
21406,,0.7561,0,5,0.8799999999999996
21407,,0.7743,0,5,0.8799999999999996
21408,,0.8624,0,5,0.8799999999999996
21409,,0.7665,0,5,0.8799999999999996
21410,,0.9496,0,5,0.8799999999999996
21411,,0.6659,0,5,0.8799999999999996
21412,,0.8575,0,5,0.8799999999999996
21413,,0.8298,0,5,0.8799999999999996
21414,,0.8602,0,5,0.8799999999999996
21415,,0.7628,0,5,0.8799999999999996
21416,,0.6774,0,5,0.8799999999999996
21417,,0.6793,0,5,0.8799999999999996
21418,,0.8468,0,5,0.8799999999999996
21419,,0.7462,0,5,0.8799999999999996
21420,,0.6652,0,5,0.8799999999999996
21421,,0.778,0,5,0.8799999999999996
21422,,0.7685,0,5,0.8799999999999996
21423,,0.7617,0,5,0.8799999999999996
21424,,0.8505,0,5,0.8799999999999996
21425,,0.6552,0,5,0.8799999999999996
21426,,0.7706,0,5,0.8799999999999996
21427,,0.741,0,5,0.8799999999999996
21428,,0.6458,0,5,0.8799999999999996
21429,,0.8595,0,5,0.8799999999999996
21430,,0.5755,0,5,0.8799999999999996
21431,,0.7653,0,5,0.8799999999999996
21432,,0.8376,0,5,0.8799999999999996
21433,,0.7668,0,5,0.8799999999999996
21434,,0.8525,0,5,0.8799999999999996
21435,,0.663,0,5,0.8799999999999996
