,acc,bool_optimal,phi,theta
3298,0.3727,1,5,0.13
3299,0.5561,1,5,0.13
3300,0.8087,1,5,0.13999999999999999
3301,0.6637,1,5,0.13999999999999999
3302,0.8254,1,5,0.13999999999999999
3303,0.7355,1,5,0.13999999999999999
3304,0.8136,1,5,0.13999999999999999
3305,0.5349,1,5,0.13999999999999999
3306,0.7287,1,5,0.13999999999999999
3307,0.545,1,5,0.13999999999999999
3308,0.7418,1,5,0.13999999999999999
3309,0.7243,1,5,0.13999999999999999
3310,0.6647,1,5,0.13999999999999999
3311,0.7389,1,5,0.13999999999999999
3312,0.739,1,5,0.13999999999999999
3313,0.3992,1,5,0.13999999999999999
3314,0.5661,1,5,0.13999999999999999
3315,0.6949,1,5,0.13999999999999999
3316,0.5733,1,5,0.13999999999999999
3317,0.8113,1,5,0.13999999999999999
3318,0.6402,1,5,0.13999999999999999
3319,0.5711,1,5,0.13999999999999999
3320,0.5592,1,5,0.13999999999999999
3321,0.6044,1,5,0.13999999999999999
3322,0.5498,1,5,0.13999999999999999
3323,0.7257,1,5,0.13999999999999999
3324,0.3827,1,5,0.13999999999999999
3325,0.5459,1,5,0.13999999999999999
3326,0.532,1,5,0.13999999999999999
3327,0.7801,1,5,0.13999999999999999
3328,0.5795,1,5,0.13999999999999999
3329,0.46,1,5,0.13999999999999999
3330,0.7037,1,5,0.13999999999999999
3331,0.4436,1,5,0.13999999999999999
3332,0.6473,1,5,0.13999999999999999
3333,0.8092,1,5,0.13999999999999999
3334,0.6184,1,5,0.13999999999999999
3335,0.8882,1,5,0.13999999999999999
3336,0.8103,1,5,0.13999999999999999
3337,0.6726,1,5,0.13999999999999999
3338,0.6237,1,5,0.13999999999999999
3339,0.6411,1,5,0.13999999999999999
3340,0.4369,1,5,0.13999999999999999
3341,0.5824,1,5,0.13999999999999999
3342,0.7231,1,5,0.13999999999999999
3343,0.6427,1,5,0.13999999999999999
3344,0.5314,1,5,0.13999999999999999
3345,0.6505,1,5,0.13999999999999999
3346,0.7299,1,5,0.13999999999999999
3347,0.809,1,5,0.13999999999999999
3348,0.7254,1,5,0.13999999999999999
3349,0.6897,1,5,0.13999999999999999
3350,0.6086,1,5,0.13999999999999999
3351,0.7403,1,5,0.13999999999999999
3352,0.4627,1,5,0.13999999999999999
3353,0.6601,1,5,0.13999999999999999
3354,0.7422,1,5,0.13999999999999999
3355,0.7283,1,5,0.13999999999999999
3356,0.639,1,5,0.13999999999999999
3357,0.5599,1,5,0.13999999999999999
3358,0.547,1,5,0.13999999999999999
3359,0.8166,1,5,0.13999999999999999
3360,0.7322,1,5,0.13999999999999999
3361,0.4558,1,5,0.13999999999999999
3362,0.6565,1,5,0.13999999999999999
3363,0.5685,1,5,0.13999999999999999
3364,0.6615,1,5,0.13999999999999999
3365,0.729,1,5,0.13999999999999999
3366,0.7327,1,5,0.13999999999999999
3367,0.6196,1,5,0.13999999999999999
3368,0.7083,1,5,0.13999999999999999
3369,0.7335,1,5,0.13999999999999999
3370,0.7431,1,5,0.13999999999999999
3371,0.4629,1,5,0.13999999999999999
3372,0.5196,1,5,0.13999999999999999
3373,0.5413,1,5,0.13999999999999999
3374,0.7044,1,5,0.13999999999999999
3375,0.8943,1,5,0.13999999999999999
3376,0.4917,1,5,0.13999999999999999
3377,0.49,1,5,0.13999999999999999
3378,0.7494,1,5,0.13999999999999999
3379,0.4862,1,5,0.13999999999999999
3380,0.5334,1,5,0.13999999999999999
3381,0.5432,1,5,0.13999999999999999
3382,0.7326,1,5,0.13999999999999999
3383,0.6386,1,5,0.13999999999999999
3384,0.8032,1,5,0.13999999999999999
3385,0.5619,1,5,0.13999999999999999
3386,0.6169,1,5,0.13999999999999999
3387,0.5252,1,5,0.13999999999999999
3388,0.7273,1,5,0.13999999999999999
3389,0.8233,1,5,0.13999999999999999
3390,0.6492,1,5,0.13999999999999999
3391,0.7203,1,5,0.13999999999999999
3392,0.3785,1,5,0.13999999999999999
3393,0.6487,1,5,0.13999999999999999
3394,0.8181,1,5,0.13999999999999999
3395,0.7113,1,5,0.13999999999999999
3396,0.6444,1,5,0.13999999999999999
3397,0.8889,1,5,0.13999999999999999
3398,0.6215,1,5,0.13999999999999999
3399,0.8192,1,5,0.13999999999999999
3400,0.8995,1,5,0.14999999999999997
3401,0.8821,1,5,0.14999999999999997
3402,0.737,1,5,0.14999999999999997
3403,0.5377,1,5,0.14999999999999997
3404,0.3709,1,5,0.14999999999999997
3405,0.5238,1,5,0.14999999999999997
3406,0.6526,1,5,0.14999999999999997
3407,0.6556,1,5,0.14999999999999997
3408,0.6223,1,5,0.14999999999999997
3409,0.5638,1,5,0.14999999999999997
3410,0.7331,1,5,0.14999999999999997
3411,0.8045,1,5,0.14999999999999997
3412,0.8867,1,5,0.14999999999999997
3413,0.5497,1,5,0.14999999999999997
3414,0.5569,1,5,0.14999999999999997
3415,0.5681,1,5,0.14999999999999997
3416,0.651,1,5,0.14999999999999997
3417,0.5617,1,5,0.14999999999999997
3418,0.8918,1,5,0.14999999999999997
3419,0.7893,1,5,0.14999999999999997
3420,0.5532,1,5,0.14999999999999997
3421,0.8203,1,5,0.14999999999999997
3422,0.8861,1,5,0.14999999999999997
3423,0.6219,1,5,0.14999999999999997
3424,0.5384,1,5,0.14999999999999997
3425,0.8343,1,5,0.14999999999999997
3426,0.307,1,5,0.14999999999999997
3427,0.6575,1,5,0.14999999999999997
3428,0.5344,1,5,0.14999999999999997
3429,0.8922,1,5,0.14999999999999997
3430,0.8274,1,5,0.14999999999999997
3431,0.7094,1,5,0.14999999999999997
3432,0.8137,1,5,0.14999999999999997
3433,0.6304,1,5,0.14999999999999997
3434,0.7303,1,5,0.14999999999999997
3435,0.5826,1,5,0.14999999999999997
3436,0.9056,1,5,0.14999999999999997
3437,0.5379,1,5,0.14999999999999997
3438,0.5588,1,5,0.14999999999999997
3439,0.7264,1,5,0.14999999999999997
3440,0.6602,1,5,0.14999999999999997
3441,0.5807,1,5,0.14999999999999997
3442,0.6368,1,5,0.14999999999999997
3443,0.648,1,5,0.14999999999999997
3444,0.6356,1,5,0.14999999999999997
3445,0.4925,1,5,0.14999999999999997
3446,0.785,1,5,0.14999999999999997
3447,0.8092,1,5,0.14999999999999997
3448,0.8399,1,5,0.14999999999999997
3449,0.5541,1,5,0.14999999999999997
3450,0.7454,1,5,0.14999999999999997
3451,0.5864,1,5,0.14999999999999997
3452,0.4789,1,5,0.14999999999999997
3453,0.5493,1,5,0.14999999999999997
3454,0.6175,1,5,0.14999999999999997
3455,0.7367,1,5,0.14999999999999997
3456,0.7753,1,5,0.14999999999999997
3457,0.6374,1,5,0.14999999999999997
3458,0.6477,1,5,0.14999999999999997
3459,0.6664,1,5,0.14999999999999997
3460,0.8168,1,5,0.14999999999999997
3461,0.7242,1,5,0.14999999999999997
3462,0.731,1,5,0.14999999999999997
3463,0.8985,1,5,0.14999999999999997
3464,0.709,1,5,0.14999999999999997
3465,0.6364,1,5,0.14999999999999997
3466,0.5341,1,5,0.14999999999999997
3467,0.5504,1,5,0.14999999999999997
3468,0.887,1,5,0.14999999999999997
3469,0.4562,1,5,0.14999999999999997
3470,0.5495,1,5,0.14999999999999997
3471,0.7378,1,5,0.14999999999999997
3472,0.7054,1,5,0.14999999999999997
3473,0.6127,1,5,0.14999999999999997
3474,0.5356,1,5,0.14999999999999997
3475,0.3808,1,5,0.14999999999999997
3476,0.667,1,5,0.14999999999999997
3477,0.5356,1,5,0.14999999999999997
3478,0.5308,1,5,0.14999999999999997
3479,0.4786,1,5,0.14999999999999997
3480,0.2892,1,5,0.14999999999999997
3481,0.6645,1,5,0.14999999999999997
3482,0.7032,1,5,0.14999999999999997
3483,0.6678,1,5,0.14999999999999997
3484,0.6186,1,5,0.14999999999999997
3485,0.8045,1,5,0.14999999999999997
3486,0.6232,1,5,0.14999999999999997
3487,0.738,1,5,0.14999999999999997
3488,0.7359,1,5,0.14999999999999997
3489,0.7329,1,5,0.14999999999999997
3490,0.4595,1,5,0.14999999999999997
3491,0.5556,1,5,0.14999999999999997
3492,0.6586,1,5,0.14999999999999997
3493,0.4635,1,5,0.14999999999999997
3494,0.6601,1,5,0.14999999999999997
3495,0.6488,1,5,0.14999999999999997
3496,0.7426,1,5,0.14999999999999997
3497,0.82,1,5,0.14999999999999997
3498,0.664,1,5,0.14999999999999997
3499,0.7112,1,5,0.14999999999999997
3500,0.9035,1,5,0.15999999999999998
3501,0.5807,1,5,0.15999999999999998
3502,0.6409,1,5,0.15999999999999998
3503,0.6398,1,5,0.15999999999999998
3504,0.81,1,5,0.15999999999999998
3505,0.7391,1,5,0.15999999999999998
3506,0.7543,1,5,0.15999999999999998
3507,0.6559,1,5,0.15999999999999998
3508,0.5585,1,5,0.15999999999999998
3509,0.7222,1,5,0.15999999999999998
3510,0.6316,1,5,0.15999999999999998
3511,0.7963,1,5,0.15999999999999998
3512,0.7113,1,5,0.15999999999999998
3513,0.7369,1,5,0.15999999999999998
3514,0.7346,1,5,0.15999999999999998
3515,0.6415,1,5,0.15999999999999998
3516,0.6464,1,5,0.15999999999999998
3517,0.8244,1,5,0.15999999999999998
3518,0.5872,1,5,0.15999999999999998
3519,0.7512,1,5,0.15999999999999998
3520,0.7531,1,5,0.15999999999999998
3521,0.7302,1,5,0.15999999999999998
3522,0.711,1,5,0.15999999999999998
3523,0.7028,1,5,0.15999999999999998
3524,0.4002,1,5,0.15999999999999998
3525,0.7469,1,5,0.15999999999999998
3526,0.3781,1,5,0.15999999999999998
3527,0.4803,1,5,0.15999999999999998
3528,0.8216,1,5,0.15999999999999998
3529,0.812,1,5,0.15999999999999998
3530,0.6221,1,5,0.15999999999999998
3531,0.7036,1,5,0.15999999999999998
3532,0.8259,1,5,0.15999999999999998
3533,0.4834,1,5,0.15999999999999998
3534,0.5583,1,5,0.15999999999999998
3535,0.6464,1,5,0.15999999999999998
3536,0.5522,1,5,0.15999999999999998
3537,0.544,1,5,0.15999999999999998
3538,0.8973,1,5,0.15999999999999998
3539,0.7981,1,5,0.15999999999999998
3540,0.5526,1,5,0.15999999999999998
3541,0.6369,1,5,0.15999999999999998
3542,0.641,1,5,0.15999999999999998
3543,0.5637,1,5,0.15999999999999998
3544,0.7364,1,5,0.15999999999999998
3545,0.369,1,5,0.15999999999999998
3546,0.7888,1,5,0.15999999999999998
3547,0.7339,1,5,0.15999999999999998
3548,0.7571,1,5,0.15999999999999998
3549,0.8191,1,5,0.15999999999999998
3550,0.7138,1,5,0.15999999999999998
3551,0.7498,1,5,0.15999999999999998
3552,0.6247,1,5,0.15999999999999998
3553,0.8225,1,5,0.15999999999999998
3554,0.6086,1,5,0.15999999999999998
3555,0.7957,1,5,0.15999999999999998
3556,0.5439,1,5,0.15999999999999998
3557,0.5785,1,5,0.15999999999999998
3558,0.4673,1,5,0.15999999999999998
3559,0.6648,1,5,0.15999999999999998
3560,0.7106,1,5,0.15999999999999998
3561,0.4553,1,5,0.15999999999999998
3562,0.5767,1,5,0.15999999999999998
3563,0.807,1,5,0.15999999999999998
3564,0.8261,1,5,0.15999999999999998
3565,0.6606,1,5,0.15999999999999998
3566,0.7191,1,5,0.15999999999999998
3567,0.6163,1,5,0.15999999999999998
3568,0.5689,1,5,0.15999999999999998
3569,0.7985,1,5,0.15999999999999998
3570,0.7365,1,5,0.15999999999999998
3571,0.7054,1,5,0.15999999999999998
3572,0.5513,1,5,0.15999999999999998
3573,0.8129,1,5,0.15999999999999998
3574,0.7069,1,5,0.15999999999999998
3575,0.5528,1,5,0.15999999999999998
3576,0.5662,1,5,0.15999999999999998
3577,0.8026,1,5,0.15999999999999998
3578,0.6484,1,5,0.15999999999999998
3579,0.8193,1,5,0.15999999999999998
3580,0.5521,1,5,0.15999999999999998
3581,0.648,1,5,0.15999999999999998
3582,0.6425,1,5,0.15999999999999998
3583,0.7157,1,5,0.15999999999999998
3584,0.8168,1,5,0.15999999999999998
3585,0.559,1,5,0.15999999999999998
3586,0.727,1,5,0.15999999999999998
3587,0.5523,1,5,0.15999999999999998
3588,0.8259,1,5,0.15999999999999998
3589,0.7125,1,5,0.15999999999999998
3590,0.7304,1,5,0.15999999999999998
3591,0.4668,1,5,0.15999999999999998
3592,0.4751,1,5,0.15999999999999998
3593,0.7181,1,5,0.15999999999999998
3594,0.9032,1,5,0.15999999999999998
3595,0.8186,1,5,0.15999999999999998
3596,0.8819,1,5,0.15999999999999998
3597,0.6429,1,5,0.15999999999999998
3598,0.3823,1,5,0.15999999999999998
3599,0.6194,1,5,0.15999999999999998
3600,0.374,1,5,0.16999999999999998
3601,0.4696,1,5,0.16999999999999998
3602,0.7402,1,5,0.16999999999999998
3603,0.556,1,5,0.16999999999999998
3604,0.7506,1,5,0.16999999999999998
3605,0.5598,1,5,0.16999999999999998
3606,0.5736,1,5,0.16999999999999998
3607,0.7153,1,5,0.16999999999999998
3608,0.5638,1,5,0.16999999999999998
3609,0.4519,1,5,0.16999999999999998
3610,0.8186,1,5,0.16999999999999998
3611,0.7323,1,5,0.16999999999999998
3612,0.6508,1,5,0.16999999999999998
3613,0.6636,1,5,0.16999999999999998
3614,0.729,1,5,0.16999999999999998
3615,0.7346,1,5,0.16999999999999998
3616,0.7188,1,5,0.16999999999999998
3617,0.7353,1,5,0.16999999999999998
3618,0.8206,1,5,0.16999999999999998
3619,0.542,1,5,0.16999999999999998
3620,0.7446,1,5,0.16999999999999998
3621,0.5678,1,5,0.16999999999999998
3622,0.5818,1,5,0.16999999999999998
3623,0.8159,1,5,0.16999999999999998
3624,0.7323,1,5,0.16999999999999998
3625,0.9023,1,5,0.16999999999999998
3626,0.7416,1,5,0.16999999999999998
3627,0.747,1,5,0.16999999999999998
3628,0.5842,1,5,0.16999999999999998
3629,0.707,1,5,0.16999999999999998
3630,0.9002,1,5,0.16999999999999998
3631,0.4883,1,5,0.16999999999999998
3632,0.8162,1,5,0.16999999999999998
3633,0.5741,1,5,0.16999999999999998
3634,0.734,1,5,0.16999999999999998
3635,0.5541,1,5,0.16999999999999998
3636,0.7345,1,5,0.16999999999999998
3637,0.6294,1,5,0.16999999999999998
3638,0.6613,1,5,0.16999999999999998
3639,0.9035,1,5,0.16999999999999998
3640,0.5462,1,5,0.16999999999999998
3641,0.7936,1,5,0.16999999999999998
3642,0.7421,1,5,0.16999999999999998
3643,0.8106,1,5,0.16999999999999998
3644,0.5542,1,5,0.16999999999999998
3645,0.8398,1,5,0.16999999999999998
3646,0.3918,1,5,0.16999999999999998
3647,0.7355,1,5,0.16999999999999998
3648,0.5595,1,5,0.16999999999999998
3649,0.2748,1,5,0.16999999999999998
3650,0.7445,1,5,0.16999999999999998
3651,0.3632,1,5,0.16999999999999998
3652,0.637,1,5,0.16999999999999998
3653,0.45,1,5,0.16999999999999998
3654,0.6595,1,5,0.16999999999999998
3655,0.4791,1,5,0.16999999999999998
3656,0.5757,1,5,0.16999999999999998
3657,0.5595,1,5,0.16999999999999998
3658,0.7059,1,5,0.16999999999999998
3659,0.4575,1,5,0.16999999999999998
3660,0.4805,1,5,0.16999999999999998
3661,0.9064,1,5,0.16999999999999998
3662,0.8222,1,5,0.16999999999999998
3663,0.895,1,5,0.16999999999999998
3664,0.7426,1,5,0.16999999999999998
3665,0.3486,1,5,0.16999999999999998
3666,0.4922,1,5,0.16999999999999998
3667,0.7368,1,5,0.16999999999999998
3668,0.7545,1,5,0.16999999999999998
3669,0.9061,1,5,0.16999999999999998
3670,0.7279,1,5,0.16999999999999998
3671,0.7235,1,5,0.16999999999999998
3672,0.6397,1,5,0.16999999999999998
3673,0.579,1,5,0.16999999999999998
3674,0.815,1,5,0.16999999999999998
3675,0.8217,1,5,0.16999999999999998
3676,0.8278,1,5,0.16999999999999998
3677,0.6434,1,5,0.16999999999999998
3678,0.4514,1,5,0.16999999999999998
3679,0.7439,1,5,0.16999999999999998
3680,0.7253,1,5,0.16999999999999998
3681,0.7384,1,5,0.16999999999999998
3682,0.8093,1,5,0.16999999999999998
3683,0.726,1,5,0.16999999999999998
3684,0.7406,1,5,0.16999999999999998
3685,0.532,1,5,0.16999999999999998
3686,0.8964,1,5,0.16999999999999998
3687,0.6423,1,5,0.16999999999999998
3688,0.74,1,5,0.16999999999999998
3689,0.6199,1,5,0.16999999999999998
3690,0.9105,1,5,0.16999999999999998
3691,0.5533,1,5,0.16999999999999998
3692,0.7174,1,5,0.16999999999999998
3693,0.7972,1,5,0.16999999999999998
3694,0.5661,1,5,0.16999999999999998
3695,0.709,1,5,0.16999999999999998
3696,0.5608,1,5,0.16999999999999998
3697,0.6653,1,5,0.16999999999999998
3698,0.467,1,5,0.16999999999999998
3699,0.7379,1,5,0.16999999999999998
3700,0.822,1,5,0.17999999999999997
3701,0.7314,1,5,0.17999999999999997
3702,0.6289,1,5,0.17999999999999997
3703,0.4745,1,5,0.17999999999999997
3704,0.7432,1,5,0.17999999999999997
3705,0.7183,1,5,0.17999999999999997
3706,0.6658,1,5,0.17999999999999997
3707,0.6299,1,5,0.17999999999999997
3708,0.6279,1,5,0.17999999999999997
3709,0.7141,1,5,0.17999999999999997
3710,0.472,1,5,0.17999999999999997
3711,0.6486,1,5,0.17999999999999997
3712,0.574,1,5,0.17999999999999997
3713,0.813,1,5,0.17999999999999997
3714,0.8979,1,5,0.17999999999999997
3715,0.728,1,5,0.17999999999999997
3716,0.5532,1,5,0.17999999999999997
3717,0.6579,1,5,0.17999999999999997
3718,0.8177,1,5,0.17999999999999997
3719,0.6754,1,5,0.17999999999999997
3720,0.7213,1,5,0.17999999999999997
3721,0.7426,1,5,0.17999999999999997
3722,0.7188,1,5,0.17999999999999997
3723,0.809,1,5,0.17999999999999997
3724,0.8227,1,5,0.17999999999999997
3725,0.7212,1,5,0.17999999999999997
3726,0.4451,1,5,0.17999999999999997
3727,0.8186,1,5,0.17999999999999997
3728,0.8315,1,5,0.17999999999999997
3729,0.6303,1,5,0.17999999999999997
3730,0.7386,1,5,0.17999999999999997
3731,0.6348,1,5,0.17999999999999997
3732,0.735,1,5,0.17999999999999997
3733,0.6472,1,5,0.17999999999999997
3734,0.738,1,5,0.17999999999999997
3735,0.648,1,5,0.17999999999999997
3736,0.782,1,5,0.17999999999999997
3737,0.7419,1,5,0.17999999999999997
3738,0.6396,1,5,0.17999999999999997
3739,0.6593,1,5,0.17999999999999997
3740,0.6467,1,5,0.17999999999999997
3741,0.6658,1,5,0.17999999999999997
3742,0.8181,1,5,0.17999999999999997
3743,0.5734,1,5,0.17999999999999997
3744,0.7311,1,5,0.17999999999999997
3745,0.5326,1,5,0.17999999999999997
3746,0.538,1,5,0.17999999999999997
3747,0.6487,1,5,0.17999999999999997
3748,0.4515,1,5,0.17999999999999997
3749,0.5519,1,5,0.17999999999999997
3750,0.8204,1,5,0.17999999999999997
3751,0.8996,1,5,0.17999999999999997
3752,0.4678,1,5,0.17999999999999997
3753,0.3064,1,5,0.17999999999999997
3754,0.826,1,5,0.17999999999999997
3755,0.7441,1,5,0.17999999999999997
3756,0.4859,1,5,0.17999999999999997
3757,0.8958,1,5,0.17999999999999997
3758,0.4852,1,5,0.17999999999999997
3759,0.653,1,5,0.17999999999999997
3760,0.4512,1,5,0.17999999999999997
3761,0.652,1,5,0.17999999999999997
3762,0.5505,1,5,0.17999999999999997
3763,0.7419,1,5,0.17999999999999997
3764,0.7417,1,5,0.17999999999999997
3765,0.7378,1,5,0.17999999999999997
3766,0.7474,1,5,0.17999999999999997
3767,0.7326,1,5,0.17999999999999997
3768,0.8989,1,5,0.17999999999999997
3769,0.8164,1,5,0.17999999999999997
3770,0.7433,1,5,0.17999999999999997
3771,0.4476,1,5,0.17999999999999997
3772,0.7179,1,5,0.17999999999999997
3773,0.8314,1,5,0.17999999999999997
3774,0.6371,1,5,0.17999999999999997
3775,0.6229,1,5,0.17999999999999997
3776,0.7394,1,5,0.17999999999999997
3777,0.7378,1,5,0.17999999999999997
3778,0.6485,1,5,0.17999999999999997
3779,0.7191,1,5,0.17999999999999997
3780,0.4571,1,5,0.17999999999999997
3781,0.7297,1,5,0.17999999999999997
3782,0.6503,1,5,0.17999999999999997
3783,0.4915,1,5,0.17999999999999997
3784,0.647,1,5,0.17999999999999997
3785,0.1914,1,5,0.17999999999999997
3786,0.5408,1,5,0.17999999999999997
3787,0.4676,1,5,0.17999999999999997
3788,0.784,1,5,0.17999999999999997
3789,0.5352,1,5,0.17999999999999997
3790,0.7388,1,5,0.17999999999999997
3791,0.7093,1,5,0.17999999999999997
3792,0.5509,1,5,0.17999999999999997
3793,0.6892,1,5,0.17999999999999997
3794,0.6501,1,5,0.17999999999999997
3795,0.4833,1,5,0.17999999999999997
3796,0.5441,1,5,0.17999999999999997
3797,0.7276,1,5,0.17999999999999997
3798,0.7937,1,5,0.17999999999999997
3799,0.7322,1,5,0.17999999999999997
3800,0.3889,1,5,0.18999999999999995
3801,0.3811,1,5,0.18999999999999995
3802,0.6654,1,5,0.18999999999999995
3803,0.6452,1,5,0.18999999999999995
3804,0.719,1,5,0.18999999999999995
3805,0.7321,1,5,0.18999999999999995
3806,0.662,1,5,0.18999999999999995
3807,0.4504,1,5,0.18999999999999995
3808,0.8299,1,5,0.18999999999999995
3809,0.4483,1,5,0.18999999999999995
3810,0.7268,1,5,0.18999999999999995
3811,0.6278,1,5,0.18999999999999995
3812,0.5382,1,5,0.18999999999999995
3813,0.8057,1,5,0.18999999999999995
3814,0.9032,1,5,0.18999999999999995
3815,0.7541,1,5,0.18999999999999995
3816,0.5449,1,5,0.18999999999999995
3817,0.7218,1,5,0.18999999999999995
3818,0.6473,1,5,0.18999999999999995
3819,0.3695,1,5,0.18999999999999995
3820,0.6259,1,5,0.18999999999999995
3821,0.3593,1,5,0.18999999999999995
3822,0.5566,1,5,0.18999999999999995
3823,0.6213,1,5,0.18999999999999995
3824,0.9023,1,5,0.18999999999999995
3825,0.7361,1,5,0.18999999999999995
3826,0.4845,1,5,0.18999999999999995
3827,0.6439,1,5,0.18999999999999995
3828,0.6471,1,5,0.18999999999999995
3829,0.6673,1,5,0.18999999999999995
3830,0.5591,1,5,0.18999999999999995
3831,0.7343,1,5,0.18999999999999995
3832,0.6459,1,5,0.18999999999999995
3833,0.6673,1,5,0.18999999999999995
3834,0.5684,1,5,0.18999999999999995
3835,0.6516,1,5,0.18999999999999995
3836,0.7439,1,5,0.18999999999999995
3837,0.7278,1,5,0.18999999999999995
3838,0.9083,1,5,0.18999999999999995
3839,0.7118,1,5,0.18999999999999995
3840,0.6437,1,5,0.18999999999999995
3841,0.4694,1,5,0.18999999999999995
3842,0.5736,1,5,0.18999999999999995
3843,0.7384,1,5,0.18999999999999995
3844,0.7439,1,5,0.18999999999999995
3845,0.6619,1,5,0.18999999999999995
3846,0.6286,1,5,0.18999999999999995
3847,0.7203,1,5,0.18999999999999995
3848,0.7489,1,5,0.18999999999999995
3849,0.4699,1,5,0.18999999999999995
3850,0.6256,1,5,0.18999999999999995
3851,0.6775,1,5,0.18999999999999995
3852,0.7559,1,5,0.18999999999999995
3853,0.7584,1,5,0.18999999999999995
3854,0.7077,1,5,0.18999999999999995
3855,0.7321,1,5,0.18999999999999995
3856,0.642,1,5,0.18999999999999995
3857,0.4741,1,5,0.18999999999999995
3858,0.653,1,5,0.18999999999999995
3859,0.6259,1,5,0.18999999999999995
3860,0.6518,1,5,0.18999999999999995
3861,0.9096,1,5,0.18999999999999995
3862,0.6226,1,5,0.18999999999999995
3863,0.7068,1,5,0.18999999999999995
3864,0.7209,1,5,0.18999999999999995
3865,0.8214,1,5,0.18999999999999995
3866,0.8148,1,5,0.18999999999999995
3867,0.5641,1,5,0.18999999999999995
3868,0.665,1,5,0.18999999999999995
3869,0.7487,1,5,0.18999999999999995
3870,0.4733,1,5,0.18999999999999995
3871,0.719,1,5,0.18999999999999995
3872,0.6459,1,5,0.18999999999999995
3873,0.7266,1,5,0.18999999999999995
3874,0.6313,1,5,0.18999999999999995
3875,0.6459,1,5,0.18999999999999995
3876,0.5638,1,5,0.18999999999999995
3877,0.7817,1,5,0.18999999999999995
3878,0.4877,1,5,0.18999999999999995
3879,0.6333,1,5,0.18999999999999995
3880,0.5277,1,5,0.18999999999999995
3881,0.5727,1,5,0.18999999999999995
3882,0.7089,1,5,0.18999999999999995
3883,0.7579,1,5,0.18999999999999995
3884,0.6533,1,5,0.18999999999999995
3885,0.6509,1,5,0.18999999999999995
3886,0.7291,1,5,0.18999999999999995
3887,0.2806,1,5,0.18999999999999995
3888,0.3905,1,5,0.18999999999999995
3889,0.9041,1,5,0.18999999999999995
3890,0.6495,1,5,0.18999999999999995
3891,0.8146,1,5,0.18999999999999995
3892,0.7513,1,5,0.18999999999999995
3893,0.376,1,5,0.18999999999999995
3894,0.7419,1,5,0.18999999999999995
3895,0.8206,1,5,0.18999999999999995
3896,0.3811,1,5,0.18999999999999995
3897,0.2849,1,5,0.18999999999999995
3898,0.4666,1,5,0.18999999999999995
3899,0.6648,1,5,0.18999999999999995
3900,0.4519,1,5,0.19999999999999996
3901,0.5602,1,5,0.19999999999999996
3902,0.4794,1,5,0.19999999999999996
3903,0.7377,1,5,0.19999999999999996
3904,0.646,1,5,0.19999999999999996
3905,0.6524,1,5,0.19999999999999996
3906,0.8291,1,5,0.19999999999999996
3907,0.8135,1,5,0.19999999999999996
3908,0.4601,1,5,0.19999999999999996
3909,0.5682,1,5,0.19999999999999996
3910,0.8256,1,5,0.19999999999999996
3911,0.6185,1,5,0.19999999999999996
3912,0.7165,1,5,0.19999999999999996
3913,0.7521,1,5,0.19999999999999996
3914,0.6488,1,5,0.19999999999999996
3915,0.2765,1,5,0.19999999999999996
3916,0.5752,1,5,0.19999999999999996
3917,0.5422,1,5,0.19999999999999996
3918,0.4514,1,5,0.19999999999999996
3919,0.7387,1,5,0.19999999999999996
3920,0.9048,1,5,0.19999999999999996
3921,0.8305,1,5,0.19999999999999996
3922,0.6402,1,5,0.19999999999999996
3923,0.7273,1,5,0.19999999999999996
3924,0.4642,1,5,0.19999999999999996
3925,0.6266,1,5,0.19999999999999996
3926,0.645,1,5,0.19999999999999996
3927,0.6534,1,5,0.19999999999999996
3928,0.7081,1,5,0.19999999999999996
3929,0.6188,1,5,0.19999999999999996
3930,0.8293,1,5,0.19999999999999996
3931,0.4909,1,5,0.19999999999999996
3932,0.9065,1,5,0.19999999999999996
3933,0.9061,1,5,0.19999999999999996
3934,0.7373,1,5,0.19999999999999996
3935,0.7573,1,5,0.19999999999999996
3936,0.817,1,5,0.19999999999999996
3937,0.5833,1,5,0.19999999999999996
3938,0.6419,1,5,0.19999999999999996
3939,0.7148,1,5,0.19999999999999996
3940,0.735,1,5,0.19999999999999996
3941,0.8263,1,5,0.19999999999999996
3942,0.7477,1,5,0.19999999999999996
3943,0.9068,1,5,0.19999999999999996
3944,0.3895,1,5,0.19999999999999996
3945,0.7456,1,5,0.19999999999999996
3946,0.6236,1,5,0.19999999999999996
3947,0.446,1,5,0.19999999999999996
3948,0.6598,1,5,0.19999999999999996
3949,0.7953,1,5,0.19999999999999996
3950,0.7484,1,5,0.19999999999999996
3951,0.5696,1,5,0.19999999999999996
3952,0.6625,1,5,0.19999999999999996
3953,0.8051,1,5,0.19999999999999996
3954,0.5441,1,5,0.19999999999999996
3955,0.7446,1,5,0.19999999999999996
3956,0.6339,1,5,0.19999999999999996
3957,0.8245,1,5,0.19999999999999996
3958,0.717,1,5,0.19999999999999996
3959,0.372,1,5,0.19999999999999996
3960,0.6269,1,5,0.19999999999999996
3961,0.7471,1,5,0.19999999999999996
3962,0.7499,1,5,0.19999999999999996
3963,0.8029,1,5,0.19999999999999996
3964,0.7099,1,5,0.19999999999999996
3965,0.3016,1,5,0.19999999999999996
3966,0.8273,1,5,0.19999999999999996
3967,0.55,1,5,0.19999999999999996
