,acc,bool_optimal,phi,theta
6739,0.648,1,5,0.47999999999999976
6740,0.3926,1,5,0.47999999999999976
6741,0.653,1,5,0.47999999999999976
6742,0.5792,1,5,0.47999999999999976
6743,0.5707,1,5,0.47999999999999976
6744,0.8424,1,5,0.47999999999999976
6745,0.4786,1,5,0.47999999999999976
6746,0.5721,1,5,0.47999999999999976
6747,0.9321,1,5,0.47999999999999976
6748,0.6441,1,5,0.47999999999999976
6749,0.9316,1,5,0.47999999999999976
6750,0.7601,1,5,0.47999999999999976
6751,0.8227,1,5,0.47999999999999976
6752,0.7546,1,5,0.47999999999999976
6753,0.5553,1,5,0.47999999999999976
6754,0.7499,1,5,0.47999999999999976
6755,0.6672,1,5,0.47999999999999976
6756,0.4903,1,5,0.47999999999999976
6757,0.7519,1,5,0.47999999999999976
6758,0.7515,1,5,0.47999999999999976
6759,0.5668,1,5,0.47999999999999976
6760,0.3783,1,5,0.47999999999999976
6761,0.4639,1,5,0.47999999999999976
6762,0.6725,1,5,0.47999999999999976
6763,0.8217,1,5,0.47999999999999976
6764,0.8533,1,5,0.47999999999999976
6765,0.8199,1,5,0.47999999999999976
6766,0.6712,1,5,0.47999999999999976
6767,0.8423,1,5,0.47999999999999976
6768,0.5844,1,5,0.47999999999999976
6769,0.8215,1,5,0.47999999999999976
6770,0.7613,1,5,0.47999999999999976
6771,0.9363,1,5,0.47999999999999976
6772,0.6543,1,5,0.47999999999999976
6773,0.6584,1,5,0.47999999999999976
6774,0.473,1,5,0.47999999999999976
6775,0.6507,1,5,0.47999999999999976
6776,0.488,1,5,0.47999999999999976
6777,0.6681,1,5,0.47999999999999976
6778,0.2769,1,5,0.47999999999999976
6779,0.7656,1,5,0.47999999999999976
6780,0.6715,1,5,0.47999999999999976
6781,0.6422,1,5,0.47999999999999976
6782,0.9324,1,5,0.47999999999999976
6783,0.402,1,5,0.47999999999999976
6784,0.5788,1,5,0.47999999999999976
6785,0.464,1,5,0.47999999999999976
6786,0.6527,1,5,0.47999999999999976
6787,0.8427,1,5,0.47999999999999976
6788,0.4721,1,5,0.47999999999999976
6789,0.6422,1,5,0.47999999999999976
6790,0.861,1,5,0.47999999999999976
6791,0.7635,1,5,0.47999999999999976
6792,0.573,1,5,0.47999999999999976
6793,0.6757,1,5,0.47999999999999976
6794,0.2884,1,5,0.47999999999999976
6795,0.9319,1,5,0.47999999999999976
6796,0.8477,1,5,0.47999999999999976
6797,0.749,1,5,0.47999999999999976
6798,0.7348,1,5,0.47999999999999976
6799,0.7554,1,5,0.47999999999999976
6800,0.8525,1,5,0.48999999999999977
6801,0.6751,1,5,0.48999999999999977
6802,0.6592,1,5,0.48999999999999977
6803,0.7644,1,5,0.48999999999999977
6804,0.6367,1,5,0.48999999999999977
6805,0.5904,1,5,0.48999999999999977
6806,0.7393,1,5,0.48999999999999977
6807,0.8272,1,5,0.48999999999999977
6808,0.6511,1,5,0.48999999999999977
6809,0.9344,1,5,0.48999999999999977
6810,0.6639,1,5,0.48999999999999977
6811,0.7525,1,5,0.48999999999999977
6812,0.3799,1,5,0.48999999999999977
6813,0.6815,1,5,0.48999999999999977
6814,0.8247,1,5,0.48999999999999977
6815,0.6817,1,5,0.48999999999999977
6816,0.7548,1,5,0.48999999999999977
6817,0.6632,1,5,0.48999999999999977
6818,0.7369,1,5,0.48999999999999977
6819,0.5603,1,5,0.48999999999999977
6820,0.6613,1,5,0.48999999999999977
6821,0.7519,1,5,0.48999999999999977
6822,0.7626,1,5,0.48999999999999977
6823,0.8442,1,5,0.48999999999999977
6824,0.7293,1,5,0.48999999999999977
6825,0.7522,1,5,0.48999999999999977
6826,0.7378,1,5,0.48999999999999977
6827,0.7533,1,5,0.48999999999999977
6828,0.6758,1,5,0.48999999999999977
6829,0.6408,1,5,0.48999999999999977
6830,0.831,1,5,0.48999999999999977
6831,0.6608,1,5,0.48999999999999977
6832,0.4946,1,5,0.48999999999999977
6833,0.5871,1,5,0.48999999999999977
6834,0.6549,1,5,0.48999999999999977
6835,0.7486,1,5,0.48999999999999977
6836,0.6416,1,5,0.48999999999999977
6837,0.7618,1,5,0.48999999999999977
6838,0.6768,1,5,0.48999999999999977
6839,0.9344,1,5,0.48999999999999977
6840,0.9322,1,5,0.48999999999999977
6841,0.931,1,5,0.48999999999999977
6842,0.4759,1,5,0.48999999999999977
6843,0.7337,1,5,0.48999999999999977
6844,0.4693,1,5,0.48999999999999977
6845,0.5734,1,5,0.48999999999999977
6846,0.7466,1,5,0.48999999999999977
6847,0.6554,1,5,0.48999999999999977
6848,0.2816,1,5,0.48999999999999977
6849,0.6443,1,5,0.48999999999999977
6850,0.7573,1,5,0.48999999999999977
6851,0.4823,1,5,0.48999999999999977
6852,0.8232,1,5,0.48999999999999977
6853,0.8595,1,5,0.48999999999999977
6854,0.7549,1,5,0.48999999999999977
6855,0.7337,1,5,0.48999999999999977
6856,0.7317,1,5,0.48999999999999977
6857,0.3714,1,5,0.48999999999999977
6858,0.5736,1,5,0.48999999999999977
6859,0.4933,1,5,0.48999999999999977
6860,0.4963,1,5,0.48999999999999977
6861,0.5597,1,5,0.48999999999999977
6862,0.6399,1,5,0.48999999999999977
6863,0.6434,1,5,0.48999999999999977
6864,0.5482,1,5,0.48999999999999977
6865,0.7563,1,5,0.48999999999999977
6866,0.7317,1,5,0.48999999999999977
6867,0.6757,1,5,0.48999999999999977
6868,0.8255,1,5,0.48999999999999977
6869,0.8444,1,5,0.48999999999999977
6870,0.7386,1,5,0.48999999999999977
6871,0.7619,1,5,0.48999999999999977
6872,0.6647,1,5,0.48999999999999977
6873,0.6392,1,5,0.48999999999999977
6874,0.6594,1,5,0.48999999999999977
6875,0.6447,1,5,0.48999999999999977
6876,0.5843,1,5,0.48999999999999977
6877,0.8513,1,5,0.48999999999999977
6878,0.4869,1,5,0.48999999999999977
6879,0.6577,1,5,0.48999999999999977
6880,0.9387,1,5,0.48999999999999977
6881,0.9341,1,5,0.48999999999999977
6882,0.5707,1,5,0.48999999999999977
6883,0.6576,1,5,0.48999999999999977
6884,0.7683,1,5,0.48999999999999977
6885,0.6704,1,5,0.48999999999999977
6886,0.6608,1,5,0.48999999999999977
6887,0.7627,1,5,0.48999999999999977
6888,0.5681,1,5,0.48999999999999977
6889,0.852,1,5,0.48999999999999977
6890,0.746,1,5,0.48999999999999977
6891,0.8439,1,5,0.48999999999999977
6892,0.7581,1,5,0.48999999999999977
6893,0.8445,1,5,0.48999999999999977
6894,0.6541,1,5,0.48999999999999977
6895,0.9201,1,5,0.48999999999999977
6896,0.4637,1,5,0.48999999999999977
6897,0.934,1,5,0.48999999999999977
6898,0.5899,1,5,0.48999999999999977
6899,0.8523,1,5,0.48999999999999977
6900,0.5539,1,5,0.4999999999999998
6901,0.6511,1,5,0.4999999999999998
6902,0.5667,1,5,0.4999999999999998
6903,0.8462,1,5,0.4999999999999998
6904,0.4909,1,5,0.4999999999999998
6905,0.9359,1,5,0.4999999999999998
6906,0.7712,1,5,0.4999999999999998
6907,0.5517,1,5,0.4999999999999998
6908,0.6732,1,5,0.4999999999999998
6909,0.5583,1,5,0.4999999999999998
6910,0.7643,1,5,0.4999999999999998
6911,0.6542,1,5,0.4999999999999998
6912,0.741,1,5,0.4999999999999998
6913,0.9339,1,5,0.4999999999999998
6914,0.7569,1,5,0.4999999999999998
6915,0.7579,1,5,0.4999999999999998
6916,0.6764,1,5,0.4999999999999998
6917,0.6518,1,5,0.4999999999999998
6918,0.664,1,5,0.4999999999999998
6919,0.7699,1,5,0.4999999999999998
6920,0.851,1,5,0.4999999999999998
6921,0.7467,1,5,0.4999999999999998
6922,0.7368,1,5,0.4999999999999998
6923,0.8375,1,5,0.4999999999999998
6924,0.7351,1,5,0.4999999999999998
6925,0.8515,1,5,0.4999999999999998
6926,0.7638,1,5,0.4999999999999998
6927,0.7562,1,5,0.4999999999999998
6928,0.6478,1,5,0.4999999999999998
6929,0.4834,1,5,0.4999999999999998
6930,0.7523,1,5,0.4999999999999998
6931,0.8461,1,5,0.4999999999999998
6932,0.6654,1,5,0.4999999999999998
6933,0.5646,1,5,0.4999999999999998
6934,0.6724,1,5,0.4999999999999998
6935,0.9259,1,5,0.4999999999999998
6936,0.7529,1,5,0.4999999999999998
6937,0.5451,1,5,0.4999999999999998
6938,0.5624,1,5,0.4999999999999998
6939,0.7624,1,5,0.4999999999999998
6940,0.6659,1,5,0.4999999999999998
6941,0.7574,1,5,0.4999999999999998
6942,0.9284,1,5,0.4999999999999998
6943,0.6434,1,5,0.4999999999999998
6944,0.6624,1,5,0.4999999999999998
6945,0.9344,1,5,0.4999999999999998
6946,0.845,1,5,0.4999999999999998
6947,0.6506,1,5,0.4999999999999998
6948,0.7448,1,5,0.4999999999999998
6949,0.7467,1,5,0.4999999999999998
6950,0.8465,1,5,0.4999999999999998
6951,0.7559,1,5,0.4999999999999998
6952,0.7725,1,5,0.4999999999999998
6953,0.55,1,5,0.4999999999999998
6954,0.4595,1,5,0.4999999999999998
6955,0.5596,1,5,0.4999999999999998
6956,0.6734,1,5,0.4999999999999998
6957,0.7673,1,5,0.4999999999999998
6958,0.8345,1,5,0.4999999999999998
6959,0.8415,1,5,0.4999999999999998
6960,0.6782,1,5,0.4999999999999998
6961,0.6723,1,5,0.4999999999999998
6962,0.7575,1,5,0.4999999999999998
6963,0.7527,1,5,0.4999999999999998
6964,0.7586,1,5,0.4999999999999998
6965,0.7434,1,5,0.4999999999999998
6966,0.7611,1,5,0.4999999999999998
6967,0.4719,1,5,0.4999999999999998
6968,0.8506,1,5,0.4999999999999998
6969,0.6448,1,5,0.4999999999999998
6970,0.7547,1,5,0.4999999999999998
6971,0.6689,1,5,0.4999999999999998
6972,0.5509,1,5,0.4999999999999998
6973,0.86,1,5,0.4999999999999998
6974,0.7654,1,5,0.4999999999999998
6975,0.5819,1,5,0.4999999999999998
6976,0.6419,1,5,0.4999999999999998
6977,0.5579,1,5,0.4999999999999998
6978,0.2892,1,5,0.4999999999999998
6979,0.7567,1,5,0.4999999999999998
6980,0.9313,1,5,0.4999999999999998
6981,0.7327,1,5,0.4999999999999998
6982,0.2911,1,5,0.4999999999999998
6983,0.555,1,5,0.4999999999999998
6984,0.5728,1,5,0.4999999999999998
6985,0.5637,1,5,0.4999999999999998
6986,0.7517,1,5,0.4999999999999998
6987,0.5847,1,5,0.4999999999999998
6988,0.7617,1,5,0.4999999999999998
6989,0.7608,1,5,0.4999999999999998
6990,0.4876,1,5,0.4999999999999998
6991,0.6722,1,5,0.4999999999999998
6992,0.845,1,5,0.4999999999999998
6993,0.7615,1,5,0.4999999999999998
6994,0.9356,1,5,0.4999999999999998
6995,0.4641,1,5,0.4999999999999998
6996,0.6669,1,5,0.4999999999999998
6997,0.4879,1,5,0.4999999999999998
6998,0.9391,1,5,0.4999999999999998
6999,0.6742,1,5,0.4999999999999998
7000,0.757,1,5,0.5099999999999998
7001,0.7726,1,5,0.5099999999999998
7002,0.5848,1,5,0.5099999999999998
7003,0.6552,1,5,0.5099999999999998
7004,0.6489,1,5,0.5099999999999998
7005,0.643,1,5,0.5099999999999998
7006,0.477,1,5,0.5099999999999998
7007,0.7734,1,5,0.5099999999999998
7008,0.7643,1,5,0.5099999999999998
7009,0.9378,1,5,0.5099999999999998
7010,0.8481,1,5,0.5099999999999998
7011,0.6493,1,5,0.5099999999999998
7012,0.6699,1,5,0.5099999999999998
7013,0.6529,1,5,0.5099999999999998
7014,0.7568,1,5,0.5099999999999998
7015,0.4859,1,5,0.5099999999999998
7016,0.6341,1,5,0.5099999999999998
7017,0.6582,1,5,0.5099999999999998
7018,0.5715,1,5,0.5099999999999998
7019,0.4688,1,5,0.5099999999999998
7020,0.657,1,5,0.5099999999999998
7021,0.581,1,5,0.5099999999999998
7022,0.7491,1,5,0.5099999999999998
7023,0.7379,1,5,0.5099999999999998
7024,0.5503,1,5,0.5099999999999998
7025,0.4987,1,5,0.5099999999999998
7026,0.5624,1,5,0.5099999999999998
7027,0.6441,1,5,0.5099999999999998
7028,0.6856,1,5,0.5099999999999998
7029,0.5897,1,5,0.5099999999999998
7030,0.4938,1,5,0.5099999999999998
7031,0.842,1,5,0.5099999999999998
7032,0.762,1,5,0.5099999999999998
7033,0.8405,1,5,0.5099999999999998
7034,0.8503,1,5,0.5099999999999998
7035,0.57,1,5,0.5099999999999998
7036,0.842,1,5,0.5099999999999998
7037,0.7615,1,5,0.5099999999999998
7038,0.74,1,5,0.5099999999999998
7039,0.746,1,5,0.5099999999999998
7040,0.77,1,5,0.5099999999999998
7041,0.6628,1,5,0.5099999999999998
7042,0.775,1,5,0.5099999999999998
7043,0.735,1,5,0.5099999999999998
7044,0.6773,1,5,0.5099999999999998
7045,0.5575,1,5,0.5099999999999998
7046,0.3861,1,5,0.5099999999999998
7047,0.848,1,5,0.5099999999999998
7048,0.5737,1,5,0.5099999999999998
7049,0.6417,1,5,0.5099999999999998
7050,0.9365,1,5,0.5099999999999998
7051,0.7517,1,5,0.5099999999999998
7052,0.7462,1,5,0.5099999999999998
7053,0.7585,1,5,0.5099999999999998
7054,0.7482,1,5,0.5099999999999998
7055,0.8507,1,5,0.5099999999999998
7056,0.5521,1,5,0.5099999999999998
7057,0.9309,1,5,0.5099999999999998
7058,0.9335,1,5,0.5099999999999998
7059,0.6635,1,5,0.5099999999999998
7060,0.4855,1,5,0.5099999999999998
7061,0.6609,1,5,0.5099999999999998
7062,0.7594,1,5,0.5099999999999998
7063,0.6454,1,5,0.5099999999999998
7064,0.6661,1,5,0.5099999999999998
7065,0.6554,1,5,0.5099999999999998
7066,0.762,1,5,0.5099999999999998
7067,0.836,1,5,0.5099999999999998
7068,0.7666,1,5,0.5099999999999998
7069,0.549,1,5,0.5099999999999998
7070,0.743,1,5,0.5099999999999998
7071,0.581,1,5,0.5099999999999998
7072,0.5817,1,5,0.5099999999999998
7073,0.6476,1,5,0.5099999999999998
7074,0.7679,1,5,0.5099999999999998
7075,0.6608,1,5,0.5099999999999998
7076,0.9338,1,5,0.5099999999999998
7077,0.733,1,5,0.5099999999999998
7078,0.4992,1,5,0.5099999999999998
7079,0.7336,1,5,0.5099999999999998
7080,0.7688,1,5,0.5099999999999998
7081,0.6636,1,5,0.5099999999999998
7082,0.9351,1,5,0.5099999999999998
7083,0.5683,1,5,0.5099999999999998
7084,0.7423,1,5,0.5099999999999998
7085,0.7542,1,5,0.5099999999999998
7086,0.5801,1,5,0.5099999999999998
7087,0.754,1,5,0.5099999999999998
7088,0.5689,1,5,0.5099999999999998
7089,0.6718,1,5,0.5099999999999998
7090,0.8401,1,5,0.5099999999999998
7091,0.9357,1,5,0.5099999999999998
7092,0.8413,1,5,0.5099999999999998
7093,0.5579,1,5,0.5099999999999998
7094,0.5812,1,5,0.5099999999999998
7095,0.8347,1,5,0.5099999999999998
7096,0.7588,1,5,0.5099999999999998
7097,0.4963,1,5,0.5099999999999998
7098,0.8448,1,5,0.5099999999999998
7099,0.5698,1,5,0.5099999999999998
7100,0.483,1,5,0.5199999999999998
7101,0.754,1,5,0.5199999999999998
7102,0.6666,1,5,0.5199999999999998
7103,0.7542,1,5,0.5199999999999998
7104,0.5813,1,5,0.5199999999999998
7105,0.6627,1,5,0.5199999999999998
7106,0.4828,1,5,0.5199999999999998
7107,0.7533,1,5,0.5199999999999998
7108,0.8532,1,5,0.5199999999999998
7109,0.752,1,5,0.5199999999999998
7110,0.6601,1,5,0.5199999999999998
7111,0.5681,1,5,0.5199999999999998
7112,0.6822,1,5,0.5199999999999998
7113,0.3801,1,5,0.5199999999999998
7114,0.6614,1,5,0.5199999999999998
7115,0.6588,1,5,0.5199999999999998
7116,0.6527,1,5,0.5199999999999998
7117,0.6772,1,5,0.5199999999999998
7118,0.5511,1,5,0.5199999999999998
7119,0.3858,1,5,0.5199999999999998
7120,0.9327,1,5,0.5199999999999998
7121,0.4695,1,5,0.5199999999999998
7122,0.8478,1,5,0.5199999999999998
7123,0.6798,1,5,0.5199999999999998
7124,0.7511,1,5,0.5199999999999998
7125,0.8248,1,5,0.5199999999999998
7126,0.758,1,5,0.5199999999999998
7127,0.5841,1,5,0.5199999999999998
7128,0.5535,1,5,0.5199999999999998
7129,0.6606,1,5,0.5199999999999998
7130,0.5792,1,5,0.5199999999999998
7131,0.7464,1,5,0.5199999999999998
7132,0.8442,1,5,0.5199999999999998
7133,0.9332,1,5,0.5199999999999998
7134,0.7282,1,5,0.5199999999999998
7135,0.6344,1,5,0.5199999999999998
7136,0.669,1,5,0.5199999999999998
7137,0.7656,1,5,0.5199999999999998
7138,0.845,1,5,0.5199999999999998
7139,0.7725,1,5,0.5199999999999998
7140,0.6789,1,5,0.5199999999999998
7141,0.5495,1,5,0.5199999999999998
7142,0.7731,1,5,0.5199999999999998
7143,0.6603,1,5,0.5199999999999998
7144,0.7446,1,5,0.5199999999999998
7145,0.6729,1,5,0.5199999999999998
7146,0.7561,1,5,0.5199999999999998
7147,0.7483,1,5,0.5199999999999998
7148,0.5552,1,5,0.5199999999999998
7149,0.4041,1,5,0.5199999999999998
7150,0.7591,1,5,0.5199999999999998
7151,0.8381,1,5,0.5199999999999998
7152,0.749,1,5,0.5199999999999998
7153,0.671,1,5,0.5199999999999998
7154,0.8474,1,5,0.5199999999999998
7155,0.4796,1,5,0.5199999999999998
7156,0.7474,1,5,0.5199999999999998
7157,0.5593,1,5,0.5199999999999998
7158,0.7656,1,5,0.5199999999999998
7159,0.6765,1,5,0.5199999999999998
7160,0.9325,1,5,0.5199999999999998
7161,0.6755,1,5,0.5199999999999998
7162,0.9347,1,5,0.5199999999999998
7163,0.6736,1,5,0.5199999999999998
7164,0.8374,1,5,0.5199999999999998
7165,0.747,1,5,0.5199999999999998
7166,0.8463,1,5,0.5199999999999998
7167,0.7434,1,5,0.5199999999999998
7168,0.759,1,5,0.5199999999999998
7169,0.8239,1,5,0.5199999999999998
7170,0.8521,1,5,0.5199999999999998
7171,0.6631,1,5,0.5199999999999998
7172,0.9332,1,5,0.5199999999999998
7173,0.6421,1,5,0.5199999999999998
7174,0.5547,1,5,0.5199999999999998
7175,0.7645,1,5,0.5199999999999998
7176,0.7585,1,5,0.5199999999999998
7177,0.3762,1,5,0.5199999999999998
7178,0.7421,1,5,0.5199999999999998
7179,0.9331,1,5,0.5199999999999998
7180,0.9379,1,5,0.5199999999999998
7181,0.6748,1,5,0.5199999999999998
7182,0.4633,1,5,0.5199999999999998
7183,0.6548,1,5,0.5199999999999998
7184,0.8471,1,5,0.5199999999999998
7185,0.9383,1,5,0.5199999999999998
7186,0.6491,1,5,0.5199999999999998
7187,0.8366,1,5,0.5199999999999998
7188,0.7647,1,5,0.5199999999999998
7189,0.5772,1,5,0.5199999999999998
7190,0.5787,1,5,0.5199999999999998
7191,0.7494,1,5,0.5199999999999998
7192,0.5851,1,5,0.5199999999999998
7193,0.5873,1,5,0.5199999999999998
7194,0.4989,1,5,0.5199999999999998
7195,0.8549,1,5,0.5199999999999998
7196,0.5635,1,5,0.5199999999999998
7197,0.7394,1,5,0.5199999999999998
7198,0.6395,1,5,0.5199999999999998
7199,0.8472,1,5,0.5199999999999998
7200,0.5605,1,5,0.5299999999999998
7201,0.6676,1,5,0.5299999999999998
7202,0.7391,1,5,0.5299999999999998
7203,0.5656,1,5,0.5299999999999998
7204,0.7621,1,5,0.5299999999999998
7205,0.6736,1,5,0.5299999999999998
7206,0.6762,1,5,0.5299999999999998
7207,0.7395,1,5,0.5299999999999998
7208,0.66,1,5,0.5299999999999998
7209,0.6824,1,5,0.5299999999999998
7210,0.7586,1,5,0.5299999999999998
7211,0.647,1,5,0.5299999999999998
7212,0.7283,1,5,0.5299999999999998
7213,0.754,1,5,0.5299999999999998
7214,0.5563,1,5,0.5299999999999998
7215,0.6636,1,5,0.5299999999999998
7216,0.5518,1,5,0.5299999999999998
7217,0.9388,1,5,0.5299999999999998
7218,0.5582,1,5,0.5299999999999998
7219,0.4848,1,5,0.5299999999999998
7220,0.6695,1,5,0.5299999999999998
7221,0.7389,1,5,0.5299999999999998
7222,0.8426,1,5,0.5299999999999998
7223,0.5801,1,5,0.5299999999999998
7224,0.6666,1,5,0.5299999999999998
7225,0.7499,1,5,0.5299999999999998
7226,0.4868,1,5,0.5299999999999998
7227,0.4912,1,5,0.5299999999999998
7228,0.5577,1,5,0.5299999999999998
7229,0.8263,1,5,0.5299999999999998
7230,0.4989,1,5,0.5299999999999998
7231,0.6494,1,5,0.5299999999999998
7232,0.559,1,5,0.5299999999999998
7233,0.84,1,5,0.5299999999999998
7234,0.6531,1,5,0.5299999999999998
7235,0.4801,1,5,0.5299999999999998
7236,0.7449,1,5,0.5299999999999998
7237,0.7642,1,5,0.5299999999999998
7238,0.7367,1,5,0.5299999999999998
7239,0.6353,1,5,0.5299999999999998
7240,0.931,1,5,0.5299999999999998
7241,0.5659,1,5,0.5299999999999998
7242,0.7562,1,5,0.5299999999999998
7243,0.5653,1,5,0.5299999999999998
7244,0.6564,1,5,0.5299999999999998
7245,0.7337,1,5,0.5299999999999998
7246,0.6473,1,5,0.5299999999999998
7247,0.5793,1,5,0.5299999999999998
7248,0.7364,1,5,0.5299999999999998
7249,0.554,1,5,0.5299999999999998
7250,0.5614,1,5,0.5299999999999998
7251,0.5613,1,5,0.5299999999999998
7252,0.8547,1,5,0.5299999999999998
7253,0.7588,1,5,0.5299999999999998
7254,0.8533,1,5,0.5299999999999998
7255,0.8467,1,5,0.5299999999999998
7256,0.9353,1,5,0.5299999999999998
7257,0.5694,1,5,0.5299999999999998
7258,0.8433,1,5,0.5299999999999998
7259,0.4928,1,5,0.5299999999999998
7260,0.9378,1,5,0.5299999999999998
7261,0.6597,1,5,0.5299999999999998
7262,0.8474,1,5,0.5299999999999998
7263,0.5871,1,5,0.5299999999999998
7264,0.7389,1,5,0.5299999999999998
7265,0.7495,1,5,0.5299999999999998
7266,0.7762,1,5,0.5299999999999998
7267,0.4898,1,5,0.5299999999999998
7268,0.5718,1,5,0.5299999999999998
7269,0.9334,1,5,0.5299999999999998
7270,0.6651,1,5,0.5299999999999998
7271,0.493,1,5,0.5299999999999998
7272,0.7627,1,5,0.5299999999999998
7273,0.843,1,5,0.5299999999999998
7274,0.6805,1,5,0.5299999999999998
7275,0.66,1,5,0.5299999999999998
7276,0.6638,1,5,0.5299999999999998
7277,0.8386,1,5,0.5299999999999998
7278,0.4644,1,5,0.5299999999999998
7279,0.6779,1,5,0.5299999999999998
7280,0.4678,1,5,0.5299999999999998
7281,0.489,1,5,0.5299999999999998
7282,0.9346,1,5,0.5299999999999998
7283,0.6621,1,5,0.5299999999999998
7284,0.8507,1,5,0.5299999999999998
7285,0.8456,1,5,0.5299999999999998
7286,0.4957,1,5,0.5299999999999998
7287,0.6711,1,5,0.5299999999999998
7288,0.4822,1,5,0.5299999999999998
7289,0.6644,1,5,0.5299999999999998
7290,0.6589,1,5,0.5299999999999998
7291,0.6619,1,5,0.5299999999999998
7292,0.5794,1,5,0.5299999999999998
7293,0.5557,1,5,0.5299999999999998
7294,0.6632,1,5,0.5299999999999998
7295,0.5849,1,5,0.5299999999999998
7296,0.5464,1,5,0.5299999999999998
7297,0.6439,1,5,0.5299999999999998
7298,0.6504,1,5,0.5299999999999998
7299,0.6674,1,5,0.5299999999999998
7300,0.5866,1,5,0.5399999999999998
7301,0.9367,1,5,0.5399999999999998
7302,0.671,1,5,0.5399999999999998
7303,0.5641,1,5,0.5399999999999998
7304,0.2735,1,5,0.5399999999999998
7305,0.5876,1,5,0.5399999999999998
7306,0.8417,1,5,0.5399999999999998
7307,0.6872,1,5,0.5399999999999998
7308,0.7392,1,5,0.5399999999999998
7309,0.6663,1,5,0.5399999999999998
7310,0.5823,1,5,0.5399999999999998
7311,0.759,1,5,0.5399999999999998
7312,0.8484,1,5,0.5399999999999998
7313,0.6442,1,5,0.5399999999999998
7314,0.8506,1,5,0.5399999999999998
7315,0.3821,1,5,0.5399999999999998
7316,0.57,1,5,0.5399999999999998
7317,0.7409,1,5,0.5399999999999998
7318,0.8575,1,5,0.5399999999999998
7319,0.6798,1,5,0.5399999999999998
7320,0.5824,1,5,0.5399999999999998
7321,0.8569,1,5,0.5399999999999998
7322,0.8516,1,5,0.5399999999999998
7323,0.4839,1,5,0.5399999999999998
7324,0.9364,1,5,0.5399999999999998
7325,0.8247,1,5,0.5399999999999998
7326,0.8435,1,5,0.5399999999999998
7327,0.9318,1,5,0.5399999999999998
7328,0.8272,1,5,0.5399999999999998
7329,0.7555,1,5,0.5399999999999998
7330,0.6432,1,5,0.5399999999999998
7331,0.6686,1,5,0.5399999999999998
7332,0.4787,1,5,0.5399999999999998
7333,0.7595,1,5,0.5399999999999998
7334,0.8234,1,5,0.5399999999999998
7335,0.6758,1,5,0.5399999999999998
7336,0.4629,1,5,0.5399999999999998
7337,0.5508,1,5,0.5399999999999998
7338,0.5817,1,5,0.5399999999999998
7339,0.4715,1,5,0.5399999999999998
7340,0.8596,1,5,0.5399999999999998
7341,0.8538,1,5,0.5399999999999998
7342,0.4732,1,5,0.5399999999999998
7343,0.9379,1,5,0.5399999999999998
7344,0.5756,1,5,0.5399999999999998
7345,0.5622,1,5,0.5399999999999998
7346,0.3847,1,5,0.5399999999999998
7347,0.7548,1,5,0.5399999999999998
7348,0.7627,1,5,0.5399999999999998
7349,0.7568,1,5,0.5399999999999998
7350,0.8502,1,5,0.5399999999999998
7351,0.7497,1,5,0.5399999999999998
7352,0.8444,1,5,0.5399999999999998
7353,0.5712,1,5,0.5399999999999998
7354,0.5656,1,5,0.5399999999999998
7355,0.4818,1,5,0.5399999999999998
7356,0.652,1,5,0.5399999999999998
7357,0.7721,1,5,0.5399999999999998
7358,0.9283,1,5,0.5399999999999998
7359,0.5539,1,5,0.5399999999999998
7360,0.8475,1,5,0.5399999999999998
7361,0.8519,1,5,0.5399999999999998
7362,0.9419,1,5,0.5399999999999998
7363,0.562,1,5,0.5399999999999998
7364,0.6768,1,5,0.5399999999999998
7365,0.9355,1,5,0.5399999999999998
7366,0.3852,1,5,0.5399999999999998
7367,0.774,1,5,0.5399999999999998
7368,0.8496,1,5,0.5399999999999998
7369,0.8488,1,5,0.5399999999999998
7370,0.5831,1,5,0.5399999999999998
7371,0.6551,1,5,0.5399999999999998
7372,0.8619,1,5,0.5399999999999998
7373,0.9179,1,5,0.5399999999999998
7374,0.644,1,5,0.5399999999999998
7375,0.7584,1,5,0.5399999999999998
7376,0.9381,1,5,0.5399999999999998
7377,0.8211,1,5,0.5399999999999998
7378,0.7658,1,5,0.5399999999999998
7379,0.5719,1,5,0.5399999999999998
7380,0.846,1,5,0.5399999999999998
7381,0.768,1,5,0.5399999999999998
7382,0.6639,1,5,0.5399999999999998
7383,0.6469,1,5,0.5399999999999998
7384,0.7634,1,5,0.5399999999999998
7385,0.664,1,5,0.5399999999999998
7386,0.6703,1,5,0.5399999999999998
7387,0.6655,1,5,0.5399999999999998
7388,0.5686,1,5,0.5399999999999998
7389,0.6644,1,5,0.5399999999999998
7390,0.8561,1,5,0.5399999999999998
7391,0.8481,1,5,0.5399999999999998
7392,0.7638,1,5,0.5399999999999998
7393,0.6822,1,5,0.5399999999999998
7394,0.7657,1,5,0.5399999999999998
7395,0.6819,1,5,0.5399999999999998
7396,0.8491,1,5,0.5399999999999998
7397,0.6559,1,5,0.5399999999999998
7398,0.6524,1,5,0.5399999999999998
7399,0.8452,1,5,0.5399999999999998
7400,0.6674,1,5,0.5499999999999998
7401,0.6528,1,5,0.5499999999999998
7402,0.8434,1,5,0.5499999999999998
7403,0.1953,1,5,0.5499999999999998
7404,0.8571,1,5,0.5499999999999998
7405,0.4743,1,5,0.5499999999999998
7406,0.6564,1,5,0.5499999999999998
7407,0.5815,1,5,0.5499999999999998
