,degree,"(1, 0, 1)","(2, 0, 0)"
0,2,0.02774159137494564,-0.002522580071885497
1,2,0.018322950373992883,-0.013189811612287048
2,2,-0.01655722862398845,-0.001397712302020921
3,2,0.01848002055089032,-0.006828799174566175
4,2,-0.00293899623775027,-0.003741486284876425
5,2,0.06063264568273531,-0.008536026842207094
6,2,-0.02192710179273973,-0.0018646421013488613
7,2,0.09171638086992356,-0.01856550800658266
8,2,0.02491645118321728,-0.011149222023457762
9,2,0.0610318113607597,-0.013066220003485932
10,2,0.022724322333637442,-0.008220523092999895
11,2,0.000496225626590914,-0.0025290651156416578
12,2,0.09568153476526092,-0.01683001969581244
13,2,-0.0047503924870529865,-0.004457053593751453
14,2,0.04531124859370153,0.0015258106833874307
15,2,0.00482923064976036,0.0048480818206424825
16,2,0.03302552128530649,-0.000718017243812416
17,2,0.0557036607379848,-0.016457459640692083
18,2,0.07281327992847528,-0.02184764216735993
19,2,0.0445507238282192,-0.022354745664656797
20,2,0.06381228400079954,-0.011329009195894716
21,2,0.006894025247139411,0.0021578705956763564
22,2,-0.026834517396861168,0.0014674345448239447
23,2,0.11740843631344496,-0.03321447463020349
24,2,0.0021871441937890428,0.004443991271214771
25,2,0.0336186922717439,0.0009014832849747882
26,2,0.09537730146603232,-0.02905236442241297
27,2,0.009338600649612243,0.00515772888117473
28,2,0.028654209066919994,-0.004007531097715521
29,2,-0.01221067774105142,0.009563138396267264
30,2,0.03442310638190156,-0.009027611090448112
31,2,-0.013145226495702477,0.004596811582060362
32,2,0.0568430429457102,-0.008616379497859702
33,2,0.07484729248014872,-0.014649527513188296
34,2,0.026873223166915174,-0.007881444036901641
35,2,0.03942083963781546,-0.008914710540435215
36,2,-0.009182159624288965,0.018053840502942904
37,2,0.001537614501088615,0.006956073000304902
38,2,0.017672155234856136,0.002523972619406435
39,2,0.009516365761834088,-0.0030729179585030878
40,2,-0.03911226001567044,0.012298006120018518
41,2,0.06710513793783919,-0.017237662281540313
42,2,0.027030184983362508,-0.0008305375500194025
43,2,0.009085281736184295,0.0022924135254094448
44,2,0.04264191379429687,-0.02065152437713598
45,2,0.012123241897366271,-0.010676707701302492
46,2,0.05835148048680432,-0.013709000527219234
47,2,-0.02249537976860289,0.014254593749180387
48,2,0.014436974913545128,-0.0010487586103374302
49,2,-0.04329013706110898,0.005647548656718978
50,2,0.03997688839132587,-0.008125439915581035
51,2,0.006853061699450928,0.012395738350820251
52,2,0.0012775477313113279,0.005006871341830416
53,2,0.005774190714828681,0.007571500579218389
54,2,-0.018850365568036112,0.016234788264583657
55,2,0.0969709126398154,-0.02554835394996269
56,2,0.04651153202967168,-0.013144998414815937
57,2,0.02800783044924789,-0.009155499078523765
58,2,0.09751822800834199,-0.03872595748447755
59,2,-0.03336051905143224,0.013312728255958731
60,2,0.06681871677743732,-0.007240979402268776
61,2,0.060299926868980676,-0.011688014814233552
62,2,0.032247478651302466,-0.012179247167885102
63,2,0.045487312371943735,-0.0210249260444528
64,2,0.013508940319697006,-0.0090390330502266
65,2,-0.014847967746551881,0.010093876296365172
66,2,0.03264015055708282,-0.012604166331668071
67,2,0.055719139012297934,-0.017467230616262992
68,2,0.053852776140792494,-0.014705594003315869
69,2,0.007739287895696645,0.010191170864355838
70,2,0.05903387033997861,0.0035159962943943877
71,2,0.05937160618324104,-0.0104153652282356
72,2,0.06073283353237745,-0.03327789192886475
73,2,0.17039506650226327,-0.0417970269705239
74,2,0.004150153624093871,0.003086978065805256
75,2,0.047635052185447765,-0.009790656990542984
76,2,0.022054386634769132,0.0014338910263623757
77,2,0.018570043155152184,-0.007657031530797924
78,2,0.0034386090580824785,-0.009515410568684522
79,2,0.012685935718086664,-0.004663273329313933
80,2,-0.010103911608230244,-0.00198541052602807
81,2,0.06551780869022795,-0.0161776249441416
82,2,0.04802776066384118,-0.017182453979786044
83,2,0.001112498586887306,0.0043550180529913635
84,2,-0.02249819626515594,0.004865778107286254
85,2,0.04519462164796215,-0.002775532002130817
86,2,0.08386383319349881,-0.023236385891139157
87,2,0.059667952712923175,-0.02101237922827921
88,2,0.05338379923625089,-0.019034989390350903
89,2,-0.0014825644099261614,0.0015408540609624865
90,2,-0.008536168515207526,0.008640216514281686
91,2,0.00019457506367979996,0.007965089536811512
92,2,0.04694289295435808,-0.016559654611529667
93,2,0.014875914084048557,0.008960334219238067
94,2,-0.013448876500529644,0.005943777724527276
95,2,0.04015079497694416,-0.00580856633668898
96,2,0.0698913009784583,-0.017596329064789987
97,2,0.006824411990476217,0.006332684370227077
98,2,0.03466317463076664,-0.010386221981784065
99,2,0.017301357245098774,-0.006205603436481356
100,2,0.048691140217938016,-0.02258104097409756
101,2,-0.004908193462854274,0.012134799948611823
0,3,0.08368951961983705,-0.002751376627025577
1,3,0.041667005790872465,-0.03793060165102605
2,3,-0.0035398417960653275,-0.010271048987752432
3,3,0.05075947076205717,-0.013866203562291242
4,3,0.009058006601515574,-0.020234544039046044
5,3,0.15641289540115133,-0.01599938808511615
6,3,-0.06387080826690851,-0.013899555560708612
7,3,0.21273566644407266,-0.046324272915572035
8,3,0.06188525441544236,-0.028966054268245344
9,3,0.15965591168479062,-0.028038124836676698
10,3,0.07263158590411259,-0.01525144883764501
11,3,0.03741844027924628,-0.007798592448300806
12,3,0.22668984098746925,-0.03058802293727737
13,3,-0.00966405430091978,-0.0175900541147257
14,3,0.10945064039843204,0.020683656152752472
15,3,0.017530643322935524,0.020397508593996718
16,3,0.0821937627705052,0.00548746632349512
17,3,0.13413195172291512,-0.043415874436297616
