,Unnamed: 0,v_i,w_ij,v_j,grad,mean_Hebbian_update
1924,4,0.9960784316062928,-0.009900392964482307,0.7693412899971008,0.002228394616395235,1.218685071184939
1925,5,0.0,0.002386017702519893,1.6203007698059082,0.0,3.2350204329864654
1926,6,0.0,-0.0204340498894453,0.0,0.0,-0.01644190197682702
1927,7,0.9215686321258544,-0.00817205011844635,3.831841230392456,0.0002884963760152459,7.92252020742379
1928,8,0.21176470816135406,0.0008962322608567773,0.3913833498954773,0.0018657781183719637,0.5792821006228527
1929,9,0.0,-0.01867780834436417,0.9959394335746764,0.0,1.8951693091030215
1930,0,2.09876036643982,-0.05607999488711357,3.0298407077789307,-0.005804017651826143,6.316061793589125
1931,1,2.5395967960357666,0.06054294109344481,3.0298407077789307,-0.009220515377819538,6.2481374109492585
1932,2,2.2904236175236292e-05,0.008206895552575588,0.3895232677459717,0.009987774305045605,0.6385328661577374
1933,3,1.007312893867493,-0.052488040179014206,5.013988971710205,-0.02249409817159176,10.289970734540153
1934,4,1.199109435081482,0.06792997568845749,0.0,-6.200336244432947e-09,-0.5634419788405591
1935,5,2.143234269169625e-05,0.016755271703004837,4.37912654876709,0.002853455953299999,8.837143975145677
