,Degree 2,Degree 3,Degree 4,Degree 5,Degree 6,Degree 7,Degree 8,Degree 9
27,0.00515772888117473,0.01585841776110497,0.02473804405215269,0.017071274542592642,-0.015557494500511,-0.1413301179197931,-0.4046262940162779,-0.7878210094358737
28,-0.004007531097715521,-0.01062312032209368,-0.024573145754996282,-0.04356495361770338,-0.06676268147710299,-0.1070095952402934,-0.14254658205254098,-0.1948553637926651
29,0.009563138396267264,0.03418411480594498,0.07771792205226206,0.14977334737639925,0.2708584630244297,0.4051246392805753,0.4878463564006554,0.4804972902222824
30,-0.009027611090448112,-0.026799591868037983,-0.059550126559421074,-0.10875989783601872,-0.1606331488058488,-0.25090729149955643,-0.4073203140448519,-0.6342859166160502
31,0.004596811582060362,0.011576094648404978,0.018469168395558042,0.02405208713633351,0.02855260821662914,-0.03133221050633361,-0.18919683915290147,-0.4238566282975956
32,-0.008616379497859702,-0.010965648699304095,0.0018686359726563374,0.043266689682055263,0.133485897620506,0.15024753760427456,-0.011844615854333164,-0.459485880941896
33,-0.014649527513188296,-0.022962526030858018,-0.006797661821059592,0.0633736710174371,0.2301425008705435,0.3902904067813336,0.32650966242018264,-0.0399113077323654
34,-0.007881444036901641,-0.025512032592767426,-0.05876927921268985,-0.09742965537877868,-0.1272779813588743,-0.13900324754666726,-0.15273251747271455,-0.14874457691484366
35,-0.008914710540435215,-0.02127852543707235,-0.03615164515479495,-0.04737621010762745,-0.039717365163201325,-0.06013021758283388,-0.13001466630814604,-0.31930185455335997
36,0.018053840502942904,0.05407146388461817,0.09885228613415853,0.14156702525161124,0.17498414216270386,0.146004309337933,-0.0076782626400865315,-0.27101637709817794
37,0.006956073000304902,0.017834378896320474,0.02729435498863829,0.05589092320976732,0.10145149358433804,0.09939816735634943,0.036251397024074095,-0.14092248746110436
38,0.002523972619406435,0.012443167832397621,0.027306648897684457,0.049233125021124,0.09097174837724348,0.06555841119231097,-0.06257051747410369,-0.2565688948223559
39,-0.0030729179585030878,-0.010094723225633977,-0.025141741654976527,-0.037748329836914105,-0.03793200803070866,-0.04745418711797855,-0.08562824921546186,-0.15921413352933222
40,0.012298006120018518,0.014815199988476822,-0.007152144461199965,-0.03529371293601412,-0.024349147850867142,0.027457229972946195,0.09598793352211588,0.15020288525504188
41,-0.017237662281540313,-0.042601562249770256,-0.06338733770229643,-0.045603822675487515,0.07626786780117074,0.2777851528564589,0.4871212757394783,0.5545017983443967
42,-0.0008305375500194025,0.006351535906736865,0.025450587560900698,0.07043014824402892,0.16250161264039098,0.1966473915615815,0.13423826837761754,-0.17051828243600742
43,0.0022924135254094448,0.010369638764620373,0.02391121105985307,0.04708203304434401,0.07957267582452415,0.06470092583201265,-0.040212410454912084,-0.26932849118540336
44,-0.02065152437713598,-0.06158618611782276,-0.12328701628591275,-0.20014576556120414,-0.2744319233750554,-0.33685062017985096,-0.4421539308566963,-0.6462926263720453
45,-0.010676707701302492,-0.029733654979690837,-0.055867459240069056,-0.05515300971740813,-0.030025145434855925,-0.04279476499930146,-0.1878671106740447,-0.3906208001896033
46,-0.013709000527219234,-0.035823100529944515,-0.06751496877144722,-0.10074725515590524,-0.112024422202421,-0.1525652560538039,-0.2766706059837083,-0.5733459190047279
47,0.014254593749180387,0.041901664973678567,0.07719983318774215,0.11295601771226554,0.15611971272220956,0.17752956182592794,0.1573040864171258,0.11239447777311252
48,-0.0010487586103374302,-0.005603482142783974,-0.018817021051814847,-0.033972657515938934,-0.05865276921919552,-0.14125364859411238,-0.32236684657045866,-0.5740877168423171
49,0.005647548656718978,0.008825629632555697,0.014170023701073618,0.03969485385338388,0.12774591143531938,0.3079380847104196,0.5004914996321661,0.6140744784208576
50,-0.008125439915581035,-0.01100126477923321,0.001019729100430078,0.03711668829623657,0.1011537786095268,0.06921913038166272,-0.19993505810332768,-0.7582205724824109
51,0.012395738350820251,0.040005139581542816,0.07735136359045182,0.11998106226597333,0.1648693653592998,0.1551345841733628,0.006807663453083701,-0.2798096106353625
52,0.005006871341830416,0.023528188669382395,0.06348462620738209,0.123754419968008,0.23198777715688634,0.3067565920836237,0.2706591877070685,0.102808637883274
53,0.007571500579218389,0.02388030439778703,0.048676222824437065,0.09564603677294496,0.20239100510514296,0.3280896141370553,0.43613260056946745,0.4737502781791378
54,0.016234788264583657,0.05292167633761112,0.11097116553847272,0.1952832285049002,0.32110532339379666,0.35221624099365856,0.19039651225698093,-0.2410626125392505
55,-0.02554835394996269,-0.06321845489514895,-0.10555172181086386,-0.13720049280267246,-0.09757566132683446,0.0028997221386643512,0.08848999941258573,0.010234481372946023
56,-0.013144998414815937,-0.036104264442436765,-0.06951128365299718,-0.1014334780258944,-0.11882455007490747,-0.18150812964861107,-0.3568542341941644,-0.6658864150670456
57,-0.009155499078523765,-0.023985225859466386,-0.04121171822740238,-0.04043031863673484,0.014563974670135203,0.12688894242757265,0.24089332530456334,0.2877102919532433
58,-0.03872595748447755,-0.1045527702933162,-0.1910917393276136,-0.2843505914434281,-0.3719560273047054,-0.5009561310049799,-0.6814752743952305,-0.9703824390573728
59,0.013312728255958731,0.04167296240715146,0.08945771241906687,0.16184678271450476,0.25916168328006045,0.3519582255441508,0.3540104884213973,0.283508289182385
60,-0.007240979402268776,-0.010177357131330066,-0.010772660960529423,0.0009130360040758289,0.02555305098403478,-0.028412718349939137,-0.16934453974588554,-0.3967183591441259
61,-0.011688014814233552,-0.02374966971233603,-0.0292482254532217,-0.01760345020662936,0.01754360108459406,-0.019183342602946074,-0.16713739402999878,-0.4713753939395458
62,-0.012179247167885102,-0.030763089116466538,-0.04846289444927196,-0.04936972893104986,-0.004048867480597018,0.045834396033275326,0.08935876994115566,0.0382114214569389
63,-0.0210249260444528,-0.059515714607367924,-0.11109544632294917,-0.16168448830295193,-0.17871701151991307,-0.17804584748024554,-0.2303946169933596,-0.3667674945519344
64,-0.0090390330502266,-0.02908388527531648,-0.05830691656826719,-0.08743891059328532,-0.09064343656037943,-0.026294356120162288,0.09103188055906747,0.2420501136032591
65,0.010093876296365172,0.03658828679246394,0.08720260214529335,0.17824377972322195,0.33079854804114595,0.4552178070820834,0.431461287881169,0.2048945771937669
66,-0.012604166331668071,-0.03712151565968053,-0.07472319900849901,-0.11352981096651744,-0.1336491387981122,-0.1552868054314548,-0.228835844214804,-0.3103709849055316
67,-0.017467230616262992,-0.036299328000667694,-0.03993011389475354,-0.02010021585226565,0.010058607187911808,-0.0093173823181657,-0.21100703307196175,-0.5421324877767855
68,-0.014705594003315869,-0.03555792151891528,-0.061515988753991564,-0.06762265647968486,-0.014558134620113062,0.06226707382214264,0.19771266977888968,0.25894376182785384
69,0.010191170864355838,0.029294047613390068,0.04753492869098031,0.06706079419793104,0.0920889551609165,0.08293612462843414,-0.027761683335491342,-0.20417064154498446
70,0.0035159962943943877,0.018239171246656048,0.03928470597861311,0.08486209013454109,0.21693410990996545,0.36911057123205293,0.500856400283179,0.5442764489299932
71,-0.0104153652282356,-0.0242868027581474,-0.038734183132291385,-0.03516039766354029,0.010850638069516416,0.06739789466499263,0.07243118271108806,-0.0627358212762309
72,-0.03327789192886475,-0.10516658186224992,-0.22027505844193807,-0.3896248842567366,-0.627620755603187,-0.9163339656188759,-1.3156071144993964,-1.7472732482596525
73,-0.0417970269705239,-0.09620837214765253,-0.15882388101222525,-0.21217908021702053,-0.2138729929710061,-0.22285408385769973,-0.3074893777744535,-0.5236606614831785
74,0.003086978065805256,0.005501382022215336,0.0009339197457084447,-0.00590071537698416,-0.01046271243799516,-0.07616056192192887,-0.24716149422913136,-0.5739004039144047
75,-0.009790656990542984,-0.0204410081885754,-0.02334583984173849,-0.0021948751100854948,0.07999288960038076,0.07687345362466003,-0.09365605648629473,-0.5126679934826326
76,0.0014338910263623757,0.007741244886449549,0.015234215252485445,0.031305261750897484,0.0604195402157002,0.0899693571413861,0.07633510415402772,-0.023676959818319517
77,-0.007657031530797924,-0.014619409945201825,-0.012443210631926688,0.017814459087381447,0.10094483774580287,0.1429820045119996,0.05386485904045979,-0.28534908210765586
78,-0.009515410568684522,-0.031810741020679795,-0.06313243707660847,-0.09346281249123806,-0.12431616724399835,-0.20628510899341368,-0.4046225555114944,-0.5829525565299445
79,-0.004663273329313933,-0.009227773965130016,-0.007764236823788892,0.01015040436654078,0.05558063149140397,0.08601629710380271,0.036750004657623375,-0.046935912576176686
80,-0.00198541052602807,-0.01133930221343854,-0.028367957145019763,-0.0457316567939959,-0.035213299948022095,0.03569857433696516,0.13257775116633386,0.2176457675753181
81,-0.0161776249441416,-0.05026202648795716,-0.11405406950430287,-0.2202352606016988,-0.3755910767614077,-0.5899973936459564,-0.8165184767684012,-0.9347764998259694
82,-0.017182453979786044,-0.057387358747595124,-0.12883834379830145,-0.21914119383626388,-0.34294849726583776,-0.5306317637838205,-0.7131658838874316,-0.8424744920602854
83,0.0043550180529913635,0.021166273739149533,0.05641368831887925,0.11734554995660627,0.2069393293014225,0.22770622913106464,0.09910255059887264,-0.09349977487831418
84,0.004865778107286254,0.013215487203172234,0.025803089195640075,0.036003829867020526,0.025448899757276492,-0.04710846413645065,-0.2545857952794241,-0.5571574204737082
85,-0.002775532002130817,0.006323562305141986,0.031271625187843294,0.08860701704502685,0.2066420859762527,0.27299112449620944,0.14188449359786426,-0.2793696245364701
86,-0.023236385891139157,-0.06174056799777763,-0.11600627028892745,-0.16722657803464636,-0.19341376496905552,-0.2338754936321383,-0.2482764427186711,-0.35562078265664043
87,-0.02101237922827921,-0.054365536347245606,-0.09208890053576113,-0.12017351865661728,-0.11182678494526783,-0.08383919399284856,-0.07578209170356798,-0.1702229538979596
88,-0.019034989390350903,-0.0522257881321806,-0.0985643938250979,-0.14996547822027306,-0.18904966131143733,-0.2768534856334152,-0.3517334225372098,-0.4861615269834858
89,0.0015408540609624865,0.007727324865409675,0.027132803180466902,0.08151206117229659,0.20546022634437386,0.3513053074580215,0.43042339965589504,0.4044599484782743
90,0.008640216514281686,0.027619543969222046,0.056766797301379825,0.1022767099350031,0.17056104407615216,0.1915609492714775,0.17114384567025032,0.21224226662048906
91,0.007965089536811512,0.03493443041158169,0.09247629985308227,0.21244968027239627,0.4424880503349345,0.7483194118404806,1.034744712326888,1.1148243245718406
92,-0.016559654611529667,-0.04661558855719582,-0.08448175391769253,-0.11529124757834593,-0.10803071966175223,-0.09596973789432096,-0.2448686408251555,-0.6831733673467639
93,0.008960334219238067,0.03680325553707748,0.08795610211522907,0.15899998337235838,0.2559880144291853,0.2815248501012446,0.14952952047381596,-0.09790856683464376
94,0.005943777724527276,0.00576014858847216,-0.014299575185899943,-0.041073415336929466,-0.044704936953409935,-0.01857230062363502,0.10460802839569516,0.2969347449762283
95,-0.00580856633668898,-0.009946112751413,-0.009330919860051108,0.0122421146795957,0.0725659638320269,0.07529891269958366,0.0443160239158712,-0.03706439976463627
96,-0.017596329064789987,-0.045565345444345436,-0.08121232324502342,-0.11594483324975753,-0.1326607379463562,-0.19758074293159175,-0.4072328434266044,-0.8253271142776435
97,0.006332684370227077,0.02727296193175017,0.07088659147105264,0.14362581806103153,0.2705741775584126,0.3915927052093405,0.3589912205462602,0.12943560634820586
98,-0.010386221981784065,-0.030415918445972957,-0.06211718912234604,-0.09403754455960472,-0.10820889929020558,-0.1237615795992324,-0.16377011312363748,-0.3465830528966325
99,-0.006205603436481356,-0.01420886415388068,-0.018549355537422527,0.0014736648793714918,0.07494716838434742,0.14403815782489615,0.1363597018556031,-0.11642148571972274
100,-0.02258104097409756,-0.06491388433244667,-0.12218270194609772,-0.1774638517384895,-0.22024311192129184,-0.2424096698076287,-0.3341332536350165,-0.4730568350390185
101,0.012134799948611823,0.040562887080389,0.0915461889845632,0.1645728265799693,0.26190240586138064,0.3035252539524257,0.18745566945024394,-0.052512695101567086
