,acc,bool_hebbian,phi,theta
753,0.7746,1,2.5999999999999996,1
754,0.622,1,2.5999999999999996,1
755,0.5943,1,2.5999999999999996,1
756,0.7333,1,2.5999999999999996,1
757,0.729,1,2.5999999999999996,1
758,0.8672,1,2.5999999999999996,1
759,0.4928,1,2.5999999999999996,1
760,0.6864,0,2.8,1
761,0.7729,0,2.8,1
762,0.753,0,2.8,1
763,0.5001,0,2.8,1
764,0.8625,0,2.8,1
765,0.5759,0,2.8,1
766,0.785,0,2.8,1
767,0.7526,0,2.8,1
768,0.6766,0,2.8,1
769,0.7681,0,2.8,1
770,0.7309,1,2.8,1
771,0.6994,1,2.8,1
772,0.7479,1,2.8,1
773,0.7952,1,2.8,1
774,0.9408,1,2.8,1
775,0.7646,1,2.8,1
776,0.7553,1,2.8,1
777,0.9495,1,2.8,1
778,0.3806,1,2.8,1
779,0.7672,1,2.8,1
780,0.8609,0,2.9999999999999996,1
781,0.483,0,2.9999999999999996,1
782,0.5765,0,2.9999999999999996,1
783,0.5586,0,2.9999999999999996,1
784,0.663,0,2.9999999999999996,1
785,0.7632,0,2.9999999999999996,1
786,0.8578,0,2.9999999999999996,1
787,0.6729,0,2.9999999999999996,1
788,0.7789,0,2.9999999999999996,1
789,0.5726,0,2.9999999999999996,1
790,0.8102,1,2.9999999999999996,1
791,0.9257,1,2.9999999999999996,1
792,0.6085,1,2.9999999999999996,1
793,0.7134,1,2.9999999999999996,1
794,0.8629,1,2.9999999999999996,1
795,0.7011,1,2.9999999999999996,1
796,0.5744,1,2.9999999999999996,1
797,0.7285,1,2.9999999999999996,1
798,0.6815,1,2.9999999999999996,1
799,0.939,1,2.9999999999999996,1
800,0.2887,0,3.1999999999999993,1
801,0.7699,0,3.1999999999999993,1
802,0.7813,0,3.1999999999999993,1
803,0.8686,0,3.1999999999999993,1
804,0.7753,0,3.1999999999999993,1
805,0.7724,0,3.1999999999999993,1
806,0.7654,0,3.1999999999999993,1
807,0.374,0,3.1999999999999993,1
808,0.863,0,3.1999999999999993,1
809,0.8556,0,3.1999999999999993,1
810,0.9359,1,3.1999999999999993,1
811,0.8673,1,3.1999999999999993,1
812,0.7462,1,3.1999999999999993,1
813,0.8791,1,3.1999999999999993,1
814,0.8603,1,3.1999999999999993,1
815,0.7635,1,3.1999999999999993,1
816,0.8637,1,3.1999999999999993,1
817,0.8174,1,3.1999999999999993,1
818,0.7261,1,3.1999999999999993,1
819,0.9119,1,3.1999999999999993,1
820,0.7737,0,3.3999999999999995,1
821,0.5747,0,3.3999999999999995,1
822,0.8624,0,3.3999999999999995,1
823,0.5785,0,3.3999999999999995,1
824,0.7725,0,3.3999999999999995,1
825,0.8627,0,3.3999999999999995,1
826,0.8541,0,3.3999999999999995,1
827,0.7488,0,3.3999999999999995,1
828,0.8599,0,3.3999999999999995,1
829,0.6615,0,3.3999999999999995,1
830,0.9457,1,3.3999999999999995,1
831,0.7845,1,3.3999999999999995,1
832,0.936,1,3.3999999999999995,1
833,0.9473,1,3.3999999999999995,1
834,0.7712,1,3.3999999999999995,1
835,0.9364,1,3.3999999999999995,1
836,0.9529,1,3.3999999999999995,1
837,0.5807,1,3.3999999999999995,1
838,0.9491,1,3.3999999999999995,1
839,0.9517,1,3.3999999999999995,1
840,0.7464,0,3.5999999999999996,1
841,0.487,0,3.5999999999999996,1
842,0.7681,0,3.5999999999999996,1
843,0.8435,0,3.5999999999999996,1
844,0.9509,0,3.5999999999999996,1
845,0.4941,0,3.5999999999999996,1
846,0.956,0,3.5999999999999996,1
847,0.7807,0,3.5999999999999996,1
848,0.7728,0,3.5999999999999996,1
849,0.847,0,3.5999999999999996,1
850,0.8362,1,3.5999999999999996,1
851,0.9181,1,3.5999999999999996,1
852,0.9505,1,3.5999999999999996,1
853,0.7819,1,3.5999999999999996,1
854,0.6155,1,3.5999999999999996,1
855,0.8246,1,3.5999999999999996,1
856,0.8593,1,3.5999999999999996,1
857,0.8697,1,3.5999999999999996,1
858,0.6313,1,3.5999999999999996,1
859,0.6962,1,3.5999999999999996,1
860,0.7707,0,3.7999999999999994,1
861,0.7468,0,3.7999999999999994,1
862,0.5749,0,3.7999999999999994,1
863,0.8588,0,3.7999999999999994,1
864,0.7627,0,3.7999999999999994,1
865,0.7685,0,3.7999999999999994,1
866,0.871,0,3.7999999999999994,1
867,0.4986,0,3.7999999999999994,1
868,0.6751,0,3.7999999999999994,1
869,0.7699,0,3.7999999999999994,1
870,0.6611,1,3.7999999999999994,1
871,0.8668,1,3.7999999999999994,1
872,0.7403,1,3.7999999999999994,1
873,0.9307,1,3.7999999999999994,1
874,0.8638,1,3.7999999999999994,1
875,0.7779,1,3.7999999999999994,1
876,0.9515,1,3.7999999999999994,1
877,0.6668,1,3.7999999999999994,1
878,0.7663,1,3.7999999999999994,1
879,0.8875,1,3.7999999999999994,1
880,0.8634,0,3.999999999999999,1
881,0.5981,0,3.999999999999999,1
882,0.9492,0,3.999999999999999,1
883,0.7667,0,3.999999999999999,1
884,0.8436,0,3.999999999999999,1
885,0.2943,0,3.999999999999999,1
886,0.6535,0,3.999999999999999,1
887,0.7844,0,3.999999999999999,1
888,0.8609,0,3.999999999999999,1
889,0.5768,0,3.999999999999999,1
890,0.694,1,3.999999999999999,1
891,0.7827,1,3.999999999999999,1
892,0.6866,1,3.999999999999999,1
893,0.9509,1,3.999999999999999,1
894,0.5537,1,3.999999999999999,1
895,0.7255,1,3.999999999999999,1
896,0.7618,1,3.999999999999999,1
897,0.8231,1,3.999999999999999,1
898,0.8583,1,3.999999999999999,1
899,0.6975,1,3.999999999999999,1
900,0.941,0,4.199999999999999,1
901,0.7793,0,4.199999999999999,1
902,0.6697,0,4.199999999999999,1
903,0.6535,0,4.199999999999999,1
904,0.7712,0,4.199999999999999,1
905,0.8653,0,4.199999999999999,1
906,0.7726,0,4.199999999999999,1
907,0.7723,0,4.199999999999999,1
908,0.7722,0,4.199999999999999,1
909,0.6787,0,4.199999999999999,1
910,0.8599,1,4.199999999999999,1
911,0.9153,1,4.199999999999999,1
912,0.824,1,4.199999999999999,1
913,0.8367,1,4.199999999999999,1
914,0.675,1,4.199999999999999,1
915,0.781,1,4.199999999999999,1
916,0.6704,1,4.199999999999999,1
917,0.5753,1,4.199999999999999,1
918,0.7838,1,4.199999999999999,1
919,0.594,1,4.199999999999999,1
920,0.7822,0,4.3999999999999995,1
921,0.7641,0,4.3999999999999995,1
922,0.8647,0,4.3999999999999995,1
923,0.4803,0,4.3999999999999995,1
924,0.8737,0,4.3999999999999995,1
925,0.7687,0,4.3999999999999995,1
926,0.7536,0,4.3999999999999995,1
927,0.7605,0,4.3999999999999995,1
928,0.6925,0,4.3999999999999995,1
929,0.7643,0,4.3999999999999995,1
930,0.841,1,4.3999999999999995,1
931,0.7435,1,4.3999999999999995,1
932,0.8501,1,4.3999999999999995,1
933,0.7362,1,4.3999999999999995,1
934,0.6993,1,4.3999999999999995,1
935,0.7925,1,4.3999999999999995,1
936,0.8659,1,4.3999999999999995,1
937,0.5743,1,4.3999999999999995,1
938,0.7704,1,4.3999999999999995,1
939,0.8191,1,4.3999999999999995,1
940,0.3821,0,4.6,1
941,0.5595,0,4.6,1
942,0.771,0,4.6,1
943,0.5748,0,4.6,1
944,0.8383,0,4.6,1
945,0.6597,0,4.6,1
946,0.7684,0,4.6,1
947,0.8416,0,4.6,1
948,0.7662,0,4.6,1
949,0.4718,0,4.6,1
950,0.9243,1,4.6,1
951,0.9482,1,4.6,1
952,0.6887,1,4.6,1
953,0.9483,1,4.6,1
954,0.9473,1,4.6,1
955,0.6196,1,4.6,1
956,0.8593,1,4.6,1
957,0.8641,1,4.6,1
958,0.8003,1,4.6,1
959,0.3146,1,4.6,1
960,0.685,0,4.799999999999999,1
961,0.6536,0,4.799999999999999,1
962,0.6678,0,4.799999999999999,1
963,0.7811,0,4.799999999999999,1
964,0.7736,0,4.799999999999999,1
965,0.7815,0,4.799999999999999,1
966,0.8675,0,4.799999999999999,1
967,0.6768,0,4.799999999999999,1
968,0.8653,0,4.799999999999999,1
969,0.7528,0,4.799999999999999,1
970,0.9521,1,4.799999999999999,1
971,0.6716,1,4.799999999999999,1
972,0.8711,1,4.799999999999999,1
973,0.6455,1,4.799999999999999,1
974,0.9498,1,4.799999999999999,1
975,0.9412,1,4.799999999999999,1
976,0.8681,1,4.799999999999999,1
977,0.9502,1,4.799999999999999,1
978,0.6648,1,4.799999999999999,1
979,0.7212,1,4.799999999999999,1
980,0.9567,0,5.0,1
981,0.7681,0,5.0,1
982,0.7805,0,5.0,1
983,0.9474,0,5.0,1
984,0.6753,0,5.0,1
985,0.6859,0,5.0,1
986,0.8653,0,5.0,1
987,0.7716,0,5.0,1
988,0.7529,0,5.0,1
989,0.7552,0,5.0,1
990,0.945,1,5.0,1
991,0.7763,1,5.0,1
992,0.3417,1,5.0,1
993,0.7792,1,5.0,1
994,0.7675,1,5.0,1
995,0.9441,1,5.0,1
996,0.81,1,5.0,1
997,0.7598,1,5.0,1
998,0.9549,1,5.0,1
999,0.4723,1,5.0,1
1000,0.861,0,6.0,1
1001,0.6754,0,6.0,1
1002,0.8683,0,6.0,1
1003,0.7732,0,6.0,1
1004,0.5796,0,6.0,1
1005,0.7796,0,6.0,1
1006,0.5969,0,6.0,1
1007,0.7825,0,6.0,1
1008,0.7509,0,6.0,1
1009,0.7583,0,6.0,1
1010,0.9531,1,6.0,1
1011,0.5394,1,6.0,1
1012,0.7742,1,6.0,1
1013,0.6927,1,6.0,1
1014,0.8348,1,6.0,1
1015,0.5791,1,6.0,1
1016,0.6994,1,6.0,1
1017,0.5273,1,6.0,1
1018,0.7521,1,6.0,1
1019,0.7898,1,6.0,1
1020,0.6503,0,7.0,1
1021,0.7599,0,7.0,1
1022,0.8658,0,7.0,1
1023,0.7527,0,7.0,1
1024,0.6729,0,7.0,1
1025,0.7555,0,7.0,1
1026,0.6588,0,7.0,1
1027,0.9523,0,7.0,1
1028,0.6915,0,7.0,1
1029,0.5916,0,7.0,1
1030,0.8542,1,7.0,1
1031,0.9385,1,7.0,1
1032,0.6751,1,7.0,1
1033,0.4874,1,7.0,1
1034,0.8923,1,7.0,1
1035,0.8532,1,7.0,1
1036,0.7175,1,7.0,1
1037,0.8099,1,7.0,1
1038,0.9456,1,7.0,1
1039,0.9332,1,7.0,1
1040,0.8417,0,8.0,1
1041,0.4874,0,8.0,1
1042,0.4848,0,8.0,1
1043,0.6722,0,8.0,1
1044,0.5894,0,8.0,1
1045,0.6892,0,8.0,1
1046,0.9557,0,8.0,1
1047,0.4071,0,8.0,1
1048,0.5566,0,8.0,1
1049,0.7677,0,8.0,1
1050,0.4364,1,8.0,1
1051,0.7938,1,8.0,1
1052,0.6294,1,8.0,1
1053,0.8908,1,8.0,1
1054,0.5465,1,8.0,1
1055,0.9156,1,8.0,1
1056,0.5056,1,8.0,1
1057,0.6572,1,8.0,1
1058,0.5947,1,8.0,1
1059,0.8069,1,8.0,1
1060,0.9512,0,9.0,1
1061,0.5776,0,9.0,1
1062,0.9509,0,9.0,1
1063,0.7673,0,9.0,1
1064,0.8437,0,9.0,1
1065,0.8638,0,9.0,1
1066,0.6602,0,9.0,1
1067,0.5752,0,9.0,1
1068,0.8687,0,9.0,1
1069,0.8475,0,9.0,1
1070,0.8534,1,9.0,1
1071,0.6615,1,9.0,1
1072,0.865,1,9.0,1
1073,0.735,1,9.0,1
1074,0.836,1,9.0,1
1075,0.9353,1,9.0,1
1076,0.9396,1,9.0,1
1077,0.7554,1,9.0,1
1078,0.6167,1,9.0,1
1079,0.7163,1,9.0,1
1080,0.9497,0,10.0,1
1081,0.4859,0,10.0,1
1082,0.4791,0,10.0,1
1083,0.6643,0,10.0,1
1084,0.8521,0,10.0,1
1085,0.6876,0,10.0,1
1086,0.7693,0,10.0,1
1087,0.9565,0,10.0,1
1088,0.7628,0,10.0,1
1089,0.7838,0,10.0,1
1090,0.6673,1,10.0,1
1091,0.823,1,10.0,1
1092,0.9401,1,10.0,1
1093,0.7551,1,10.0,1
1094,0.6274,1,10.0,1
1095,0.8612,1,10.0,1
1096,0.6967,1,10.0,1
1097,0.9498,1,10.0,1
1098,0.87,1,10.0,1
1099,0.8316,1,10.0,1
1100,0.8551,0,11.0,1
1101,0.5656,0,11.0,1
1102,0.8742,0,11.0,1
1103,0.5543,0,11.0,1
1104,0.8728,0,11.0,1
1105,0.7614,0,11.0,1
1106,0.6858,0,11.0,1
1107,0.9522,0,11.0,1
1108,0.7633,0,11.0,1
1109,0.6922,0,11.0,1
1110,0.8681,1,11.0,1
1111,0.5716,1,11.0,1
1112,0.8519,1,11.0,1
1113,0.947,1,11.0,1
1114,0.8089,1,11.0,1
1115,0.7126,1,11.0,1
1116,0.8456,1,11.0,1
1117,0.9524,1,11.0,1
1118,0.7588,1,11.0,1
1119,0.9527,1,11.0,1
1120,0.7685,0,12.0,1
1121,0.6793,0,12.0,1
1122,0.6808,0,12.0,1
1123,0.8442,0,12.0,1
1124,0.5936,0,12.0,1
1125,0.6555,0,12.0,1
1126,0.7788,0,12.0,1
1127,0.5798,0,12.0,1
1128,0.8551,0,12.0,1
1129,0.9541,0,12.0,1
1130,0.7556,1,12.0,1
1131,0.8556,1,12.0,1
1132,0.631,1,12.0,1
1133,0.938,1,12.0,1
1134,0.6199,1,12.0,1
1135,0.557,1,12.0,1
1136,0.615,1,12.0,1
1137,0.7819,1,12.0,1
1138,0.5,1,12.0,1
1139,0.8637,1,12.0,1
1140,0.9374,0,13.0,1
1141,0.6521,0,13.0,1
1142,0.9433,0,13.0,1
1143,0.6803,0,13.0,1
1144,0.7839,0,13.0,1
1145,0.7621,0,13.0,1
1146,0.6799,0,13.0,1
1147,0.8554,0,13.0,1
1148,0.7693,0,13.0,1
1149,0.8625,0,13.0,1
1150,0.6,1,13.0,1
1151,0.7657,1,13.0,1
1152,0.85,1,13.0,1
1153,0.5077,1,13.0,1
1154,0.9494,1,13.0,1
1155,0.9458,1,13.0,1
1156,0.9466,1,13.0,1
1157,0.7761,1,13.0,1
1158,0.9402,1,13.0,1
1159,0.8464,1,13.0,1
1160,0.3937,0,14.0,1
1161,0.5618,0,14.0,1
1162,0.575,0,14.0,1
1163,0.9506,0,14.0,1
1164,0.8443,0,14.0,1
1165,0.5773,0,14.0,1
1166,0.769,0,14.0,1
1167,0.8651,0,14.0,1
1168,0.6684,0,14.0,1
1169,0.5713,0,14.0,1
1170,0.8512,1,14.0,1
1171,0.7738,1,14.0,1
1172,0.7548,1,14.0,1
1173,0.5817,1,14.0,1
1174,0.8605,1,14.0,1
1175,0.3646,1,14.0,1
1176,0.751,1,14.0,1
1177,0.8614,1,14.0,1
1178,0.7445,1,14.0,1
1179,0.8171,1,14.0,1
1180,0.7765,0,15.0,1
1181,0.5677,0,15.0,1
1182,0.8733,0,15.0,1
1183,0.8551,0,15.0,1
1184,0.6652,0,15.0,1
1185,0.6511,0,15.0,1
1186,0.6487,0,15.0,1
1187,0.7733,0,15.0,1
1188,0.7677,0,15.0,1
1189,0.6858,0,15.0,1
1190,0.8035,1,15.0,1
1191,0.672,1,15.0,1
1192,0.8609,1,15.0,1
1193,0.857,1,15.0,1
1194,0.7837,1,15.0,1
1195,0.7362,1,15.0,1
1196,0.9545,1,15.0,1
1197,0.7699,1,15.0,1
1198,0.7383,1,15.0,1
1199,0.7675,1,15.0,1
1200,0.6754,0,16.0,1
1201,0.4782,0,16.0,1
1202,0.9561,0,16.0,1
1203,0.6623,0,16.0,1
1204,0.7611,0,16.0,1
1205,0.6599,0,16.0,1
1206,0.6712,0,16.0,1
1207,0.7662,0,16.0,1
1208,0.9538,0,16.0,1
1209,0.768,0,16.0,1
1210,0.6809,1,16.0,1
1211,0.752,1,16.0,1
1212,0.8736,1,16.0,1
1213,0.7688,1,16.0,1
1214,0.5915,1,16.0,1
1215,0.7553,1,16.0,1
1216,0.6557,1,16.0,1
1217,0.9536,1,16.0,1
1218,0.7841,1,16.0,1
1219,0.9495,1,16.0,1
1220,0.6828,0,17.0,1
1221,0.1918,0,17.0,1
1222,0.4043,0,17.0,1
1223,0.7661,0,17.0,1
1224,0.5634,0,17.0,1
1225,0.7642,0,17.0,1
1226,0.7756,0,17.0,1
1227,0.5522,0,17.0,1
1228,0.4633,0,17.0,1
1229,0.8585,0,17.0,1
1230,0.8488,1,17.0,1
1231,0.7347,1,17.0,1
1232,0.7638,1,17.0,1
1233,0.8305,1,17.0,1
1234,0.1199,1,17.0,1
1235,0.8702,1,17.0,1
1236,0.9548,1,17.0,1
1237,0.772,1,17.0,1
1238,0.659,1,17.0,1
1239,0.6671,1,17.0,1
1240,0.6878,0,18.0,1
1241,0.6881,0,18.0,1
1242,0.9507,0,18.0,1
1243,0.098,0,18.0,1
1244,0.4045,0,18.0,1
1245,0.8612,0,18.0,1
1246,0.4953,0,18.0,1
1247,0.769,0,18.0,1
1248,0.9429,0,18.0,1
1249,0.5877,0,18.0,1
1250,0.8745,1,18.0,1
1251,0.7394,1,18.0,1
1252,0.6416,1,18.0,1
1253,0.8759,1,18.0,1
1254,0.5192,1,18.0,1
1255,0.8669,1,18.0,1
1256,0.7095,1,18.0,1
1257,0.9401,1,18.0,1
1258,0.7154,1,18.0,1
1259,0.8171,1,18.0,1
1260,0.5625,0,19.0,1
1261,0.9561,0,19.0,1
1262,0.5794,0,19.0,1
1263,0.7704,0,19.0,1
1264,0.7771,0,19.0,1
1265,0.8523,0,19.0,1
1266,0.7769,0,19.0,1
1267,0.6586,0,19.0,1
1268,0.8433,0,19.0,1
1269,0.7479,0,19.0,1
1270,0.8674,1,19.0,1
1271,0.7136,1,19.0,1
1272,0.9551,1,19.0,1
1273,0.5869,1,19.0,1
1274,0.6412,1,19.0,1
1275,0.6689,1,19.0,1
1276,0.7536,1,19.0,1
1277,0.6427,1,19.0,1
1278,0.8631,1,19.0,1
1279,0.9416,1,19.0,1
