,Unnamed: 0,Unnamed: 0.1,acc,bool_hebbian,phi,theta
7950,,,0.8287,0,5,0.24999999999999992
7951,,,0.5737,0,5,0.24999999999999992
7952,,,0.6364,0,5,0.24999999999999992
7953,,,0.3628,0,5,0.24999999999999992
7954,,,0.6646,0,5,0.24999999999999992
7955,,,0.5534,0,5,0.24999999999999992
7956,,,0.8272,0,5,0.24999999999999992
7957,,,0.3811,0,5,0.24999999999999992
7958,,,0.7594,0,5,0.24999999999999992
7959,,,0.5428,0,5,0.24999999999999992
7960,,,0.8147,0,5,0.24999999999999992
7961,,,0.658,0,5,0.24999999999999992
7962,,,0.6922,0,5,0.24999999999999992
7963,,,0.6266,0,5,0.24999999999999992
7964,,,0.747,0,5,0.24999999999999992
7965,,,0.6596,0,5,0.24999999999999992
7966,,,0.7243,0,5,0.24999999999999992
7967,,,0.6362,0,5,0.24999999999999992
7968,,,0.6603,0,5,0.24999999999999992
7969,,,0.8296,0,5,0.24999999999999992
7970,,,0.6414,0,5,0.24999999999999992
7971,,,0.5739,0,5,0.24999999999999992
7972,,,0.7264,0,5,0.24999999999999992
7973,,,0.663,0,5,0.24999999999999992
7974,,,0.5515,0,5,0.24999999999999992
7975,,,0.7429,0,5,0.24999999999999992
7976,,,0.6589,0,5,0.24999999999999992
7977,,,0.7361,0,5,0.24999999999999992
7978,,,0.6281,0,5,0.24999999999999992
7979,,,0.562,0,5,0.24999999999999992
7980,,,0.8305,0,5,0.24999999999999992
7981,,,0.6493,0,5,0.24999999999999992
7982,,,0.6678,0,5,0.24999999999999992
7983,,,0.7031,0,5,0.24999999999999992
7984,,,0.4946,0,5,0.24999999999999992
7985,,,0.8031,0,5,0.24999999999999992
7986,,,0.7179,0,5,0.24999999999999992
7987,,,0.8285,0,5,0.24999999999999992
7988,,,0.7651,0,5,0.24999999999999992
7989,,,0.7498,0,5,0.24999999999999992
7990,,,0.559,0,5,0.24999999999999992
7991,,,0.5627,0,5,0.24999999999999992
7992,,,0.652,0,5,0.24999999999999992
7993,,,0.6524,0,5,0.24999999999999992
7994,,,0.5674,0,5,0.24999999999999992
7995,,,0.6379,0,5,0.24999999999999992
7996,,,0.6572,0,5,0.24999999999999992
7997,,,0.72,0,5,0.24999999999999992
7998,,,0.8248,0,5,0.24999999999999992
7999,,,0.5818,0,5,0.24999999999999992
8000,,,0.6668,0,5,0.24999999999999992
8001,,,0.8298,0,5,0.24999999999999992
8002,,,0.671,0,5,0.24999999999999992
8003,,,0.6453,0,5,0.24999999999999992
8004,,,0.4666,0,5,0.24999999999999992
8005,,,0.8329,0,5,0.24999999999999992
8006,,,0.5506,0,5,0.24999999999999992
8007,,,0.7208,0,5,0.24999999999999992
8008,,,0.753,0,5,0.24999999999999992
8009,,,0.5568,0,5,0.24999999999999992
8010,,,0.5034,1,5,0.24999999999999992
8011,,,0.814,1,5,0.24999999999999992
8012,,,0.9118,1,5,0.24999999999999992
8013,,,0.7411,1,5,0.24999999999999992
8014,,,0.7468,1,5,0.24999999999999992
8015,,,0.648,1,5,0.24999999999999992
8016,,,0.7491,1,5,0.24999999999999992
8017,,,0.8703,1,5,0.24999999999999992
8018,,,0.405,1,5,0.24999999999999992
8019,,,0.8902,1,5,0.24999999999999992
8020,,,0.8317,1,5,0.24999999999999992
8021,,,0.7993,1,5,0.24999999999999992
8022,,,0.9061,1,5,0.24999999999999992
8023,,,0.7608,1,5,0.24999999999999992
8024,,,0.6797,1,5,0.24999999999999992
8025,,,0.8294,1,5,0.24999999999999992
8026,,,0.4627,1,5,0.24999999999999992
8027,,,0.8373,1,5,0.24999999999999992
8028,,,0.8183,1,5,0.24999999999999992
8029,,,0.5674,1,5,0.24999999999999992
8030,,,0.533,1,5,0.24999999999999992
8031,,,0.7509,1,5,0.24999999999999992
8032,,,0.8275,1,5,0.24999999999999992
8033,,,0.4729,1,5,0.24999999999999992
8034,,,0.6437,1,5,0.24999999999999992
8035,,,0.8211,1,5,0.24999999999999992
8036,,,0.6272,1,5,0.24999999999999992
8037,,,0.6124,1,5,0.24999999999999992
8038,,,0.716,1,5,0.24999999999999992
8039,,,0.8105,1,5,0.24999999999999992
8040,,,0.7214,1,5,0.24999999999999992
8041,,,0.8563,1,5,0.24999999999999992
8042,,,0.4738,1,5,0.24999999999999992
8043,,,0.6326,1,5,0.24999999999999992
8044,,,0.8211,1,5,0.24999999999999992
8045,,,0.6683,1,5,0.24999999999999992
8046,,,0.6153,1,5,0.24999999999999992
8047,,,0.7408,1,5,0.24999999999999992
8048,,,0.8272,1,5,0.24999999999999992
8049,,,0.7051,1,5,0.24999999999999992
8050,,,0.7666,1,5,0.24999999999999992
8051,,,0.6472,1,5,0.24999999999999992
8052,,,0.5909,1,5,0.24999999999999992
8053,,,0.4409,1,5,0.24999999999999992
8054,,,0.7725,1,5,0.24999999999999992
8055,,,0.5996,1,5,0.24999999999999992
8056,,,0.6917,1,5,0.24999999999999992
8057,,,0.4054,1,5,0.24999999999999992
8058,,,0.8403,1,5,0.24999999999999992
8059,,,0.6412,1,5,0.24999999999999992
8060,,,0.4481,1,5,0.24999999999999992
8061,,,0.817,1,5,0.24999999999999992
8062,,,0.8013,1,5,0.24999999999999992
8063,,,0.6005,1,5,0.24999999999999992
8064,,,0.6778,1,5,0.24999999999999992
8065,,,0.4372,1,5,0.24999999999999992
8066,,,0.7292,1,5,0.24999999999999992
8067,,,0.7409,1,5,0.24999999999999992
8068,,,0.462,1,5,0.24999999999999992
8069,,,0.6211,1,5,0.24999999999999992
8070,,,0.6743,1,5,0.24999999999999992
8071,,,0.6563,1,5,0.24999999999999992
8072,,,0.8145,1,5,0.24999999999999992
8073,,,0.6848,1,5,0.24999999999999992
8074,,,0.7681,1,5,0.24999999999999992
8075,,,0.4418,1,5,0.24999999999999992
8076,,,0.7934,1,5,0.24999999999999992
8077,,,0.8103,1,5,0.24999999999999992
8078,,,0.7501,1,5,0.24999999999999992
8079,,,0.8502,1,5,0.24999999999999992
8080,,,0.4857,1,5,0.24999999999999992
8081,,,0.4863,1,5,0.24999999999999992
8082,,,0.429,1,5,0.24999999999999992
8083,,,0.7007,1,5,0.24999999999999992
8084,,,0.5156,1,5,0.24999999999999992
8085,,,0.7314,1,5,0.24999999999999992
8086,,,0.7243,1,5,0.24999999999999992
8087,,,0.7382,1,5,0.24999999999999992
8088,,,0.8234,1,5,0.24999999999999992
8089,,,0.7314,1,5,0.24999999999999992
8090,,,0.8412,1,5,0.24999999999999992
8091,,,0.4386,1,5,0.24999999999999992
8092,,,0.6,1,5,0.24999999999999992
8093,,,0.6812,1,5,0.24999999999999992
8094,,,0.6031,1,5,0.24999999999999992
8095,,,0.7431,1,5,0.24999999999999992
8096,,,0.7459,1,5,0.24999999999999992
8097,,,0.591,1,5,0.24999999999999992
8098,,,0.7197,1,5,0.24999999999999992
8099,,,0.6137,1,5,0.24999999999999992
8100,,,0.7485,0,5,0.2599999999999999
8101,,,0.7413,0,5,0.2599999999999999
8102,,,0.7418,0,5,0.2599999999999999
8103,,,0.6481,0,5,0.2599999999999999
8104,,,0.5503,0,5,0.2599999999999999
8105,,,0.7543,0,5,0.2599999999999999
8106,,,0.7406,0,5,0.2599999999999999
8107,,,0.9044,0,5,0.2599999999999999
8108,,,0.6319,0,5,0.2599999999999999
8109,,,0.573,0,5,0.2599999999999999
8110,,,0.4959,0,5,0.2599999999999999
8111,,,0.2829,0,5,0.2599999999999999
8112,,,0.4513,0,5,0.2599999999999999
8113,,,0.6619,0,5,0.2599999999999999
8114,,,0.6399,0,5,0.2599999999999999
8115,,,0.9183,0,5,0.2599999999999999
8116,,,0.7062,0,5,0.2599999999999999
8117,,,0.8364,0,5,0.2599999999999999
8118,,,0.7322,0,5,0.2599999999999999
8119,,,0.8444,0,5,0.2599999999999999
8120,,,0.461,0,5,0.2599999999999999
8121,,,0.7545,0,5,0.2599999999999999
8122,,,0.6667,0,5,0.2599999999999999
8123,,,0.635,0,5,0.2599999999999999
8124,,,0.3813,0,5,0.2599999999999999
8125,,,0.4668,0,5,0.2599999999999999
8126,,,0.6349,0,5,0.2599999999999999
8127,,,0.7182,0,5,0.2599999999999999
8128,,,0.5691,0,5,0.2599999999999999
8129,,,0.4667,0,5,0.2599999999999999
8130,,,0.5565,0,5,0.2599999999999999
8131,,,0.6659,0,5,0.2599999999999999
8132,,,0.9039,0,5,0.2599999999999999
8133,,,0.8338,0,5,0.2599999999999999
8134,,,0.7546,0,5,0.2599999999999999
8135,,,0.3868,0,5,0.2599999999999999
8136,,,0.8345,0,5,0.2599999999999999
8137,,,0.8077,0,5,0.2599999999999999
8138,,,0.5546,0,5,0.2599999999999999
8139,,,0.3519,0,5,0.2599999999999999
8140,,,0.6505,0,5,0.2599999999999999
8141,,,0.5467,0,5,0.2599999999999999
8142,,,0.6403,0,5,0.2599999999999999
8143,,,0.6786,0,5,0.2599999999999999
8144,,,0.6489,0,5,0.2599999999999999
8145,,,0.8303,0,5,0.2599999999999999
8146,,,0.673,0,5,0.2599999999999999
8147,,,0.8322,0,5,0.2599999999999999
8148,,,0.8169,0,5,0.2599999999999999
8149,,,0.8713,0,5,0.2599999999999999
8150,,,0.734,0,5,0.2599999999999999
8151,,,0.8343,0,5,0.2599999999999999
8152,,,0.8313,0,5,0.2599999999999999
8153,,,0.7106,0,5,0.2599999999999999
8154,,,0.639,0,5,0.2599999999999999
8155,,,0.6436,0,5,0.2599999999999999
8156,,,0.4771,0,5,0.2599999999999999
8157,,,0.5587,0,5,0.2599999999999999
8158,,,0.8441,0,5,0.2599999999999999
8159,,,0.7516,0,5,0.2599999999999999
8160,,,0.6536,0,5,0.2599999999999999
8161,,,0.5466,0,5,0.2599999999999999
8162,,,0.3767,0,5,0.2599999999999999
8163,,,0.7271,0,5,0.2599999999999999
8164,,,0.8367,0,5,0.2599999999999999
8165,,,0.7376,0,5,0.2599999999999999
8166,,,0.5842,0,5,0.2599999999999999
8167,,,0.4582,0,5,0.2599999999999999
8168,,,0.7629,0,5,0.2599999999999999
8169,,,0.6743,0,5,0.2599999999999999
8170,,,0.8028,0,5,0.2599999999999999
8171,,,0.5454,0,5,0.2599999999999999
8172,,,0.7471,0,5,0.2599999999999999
8173,,,0.7838,0,5,0.2599999999999999
8174,,,0.7213,0,5,0.2599999999999999
8175,,,0.5694,0,5,0.2599999999999999
8176,,,0.3856,0,5,0.2599999999999999
8177,,,0.8465,0,5,0.2599999999999999
8178,,,0.6744,0,5,0.2599999999999999
8179,,,0.8415,0,5,0.2599999999999999
8180,,,0.383,0,5,0.2599999999999999
8181,,,0.5886,0,5,0.2599999999999999
8182,,,0.905,0,5,0.2599999999999999
8183,,,0.5513,0,5,0.2599999999999999
8184,,,0.6612,0,5,0.2599999999999999
8185,,,0.634,0,5,0.2599999999999999
8186,,,0.671,0,5,0.2599999999999999
8187,,,0.4828,0,5,0.2599999999999999
8188,,,0.7405,0,5,0.2599999999999999
8189,,,0.8309,0,5,0.2599999999999999
8190,,,0.6216,1,5,0.2599999999999999
8191,,,0.8259,1,5,0.2599999999999999
8192,,,0.8211,1,5,0.2599999999999999
8193,,,0.8387,1,5,0.2599999999999999
8194,,,0.6954,1,5,0.2599999999999999
8195,,,0.7353,1,5,0.2599999999999999
8196,,,0.8194,1,5,0.2599999999999999
8197,,,0.9062,1,5,0.2599999999999999
8198,,,0.5988,1,5,0.2599999999999999
8199,,,0.7965,1,5,0.2599999999999999
8200,,,0.749,1,5,0.2599999999999999
8201,,,0.7442,1,5,0.2599999999999999
8202,,,0.7295,1,5,0.2599999999999999
8203,,,0.6709,1,5,0.2599999999999999
8204,,,0.629,1,5,0.2599999999999999
8205,,,0.6763,1,5,0.2599999999999999
8206,,,0.5649,1,5,0.2599999999999999
8207,,,0.6653,1,5,0.2599999999999999
8208,,,0.7984,1,5,0.2599999999999999
8209,,,0.5278,1,5,0.2599999999999999
8210,,,0.7605,1,5,0.2599999999999999
8211,,,0.8228,1,5,0.2599999999999999
8212,,,0.9204,1,5,0.2599999999999999
8213,,,0.9069,1,5,0.2599999999999999
8214,,,0.6492,1,5,0.2599999999999999
8215,,,0.5082,1,5,0.2599999999999999
8216,,,0.8584,1,5,0.2599999999999999
8217,,,0.6641,1,5,0.2599999999999999
8218,,,0.7498,1,5,0.2599999999999999
8219,,,0.7705,1,5,0.2599999999999999
8220,,,0.8395,1,5,0.2599999999999999
8221,,,0.6526,1,5,0.2599999999999999
8222,,,0.7648,1,5,0.2599999999999999
8223,,,0.676,1,5,0.2599999999999999
8224,,,0.6053,1,5,0.2599999999999999
8225,,,0.7524,1,5,0.2599999999999999
8226,,,0.5781,1,5,0.2599999999999999
8227,,,0.822,1,5,0.2599999999999999
8228,,,0.7043,1,5,0.2599999999999999
8229,,,0.6723,1,5,0.2599999999999999
8230,,,0.7042,1,5,0.2599999999999999
8231,,,0.6215,1,5,0.2599999999999999
8232,,,0.6622,1,5,0.2599999999999999
8233,,,0.5737,1,5,0.2599999999999999
8234,,,0.8303,1,5,0.2599999999999999
8235,,,0.7223,1,5,0.2599999999999999
8236,,,0.8421,1,5,0.2599999999999999
8237,,,0.607,1,5,0.2599999999999999
8238,,,0.6547,1,5,0.2599999999999999
8239,,,0.5947,1,5,0.2599999999999999
8240,,,0.7405,1,5,0.2599999999999999
8241,,,0.6616,1,5,0.2599999999999999
8242,,,0.7439,1,5,0.2599999999999999
8243,,,0.7584,1,5,0.2599999999999999
8244,,,0.7517,1,5,0.2599999999999999
8245,,,0.6189,1,5,0.2599999999999999
8246,,,0.7318,1,5,0.2599999999999999
8247,,,0.5544,1,5,0.2599999999999999
8248,,,0.6205,1,5,0.2599999999999999
8249,,,0.5024,1,5,0.2599999999999999
8250,,,0.8277,1,5,0.2599999999999999
8251,,,0.6314,1,5,0.2599999999999999
8252,,,0.5391,1,5,0.2599999999999999
8253,,,0.74,1,5,0.2599999999999999
8254,,,0.4612,1,5,0.2599999999999999
8255,,,0.5527,1,5,0.2599999999999999
8256,,,0.6147,1,5,0.2599999999999999
8257,,,0.6301,1,5,0.2599999999999999
8258,,,0.6016,1,5,0.2599999999999999
8259,,,0.7439,1,5,0.2599999999999999
8260,,,0.5898,1,5,0.2599999999999999
8261,,,0.4114,1,5,0.2599999999999999
8262,,,0.7381,1,5,0.2599999999999999
8263,,,0.8388,1,5,0.2599999999999999
8264,,,0.6392,1,5,0.2599999999999999
8265,,,0.6526,1,5,0.2599999999999999
8266,,,0.6912,1,5,0.2599999999999999
8267,,,0.6246,1,5,0.2599999999999999
8268,,,0.8187,1,5,0.2599999999999999
8269,,,0.6605,1,5,0.2599999999999999
8270,,,0.6289,1,5,0.2599999999999999
8271,,,0.8453,1,5,0.2599999999999999
8272,,,0.916,1,5,0.2599999999999999
8273,,,0.6574,1,5,0.2599999999999999
8274,,,0.5882,1,5,0.2599999999999999
8275,,,0.6695,1,5,0.2599999999999999
8276,,,0.8046,1,5,0.2599999999999999
8277,,,0.6501,1,5,0.2599999999999999
8278,,,0.8016,1,5,0.2599999999999999
8279,,,0.7941,1,5,0.2599999999999999
8280,,,0.821,0,5,0.2699999999999999
8281,,,0.5531,0,5,0.2699999999999999
8282,,,0.7468,0,5,0.2699999999999999
8283,,,0.5281,0,5,0.2699999999999999
8284,,,0.7558,0,5,0.2699999999999999
8285,,,0.7585,0,5,0.2699999999999999
8286,,,0.4656,0,5,0.2699999999999999
8287,,,0.831,0,5,0.2699999999999999
8288,,,0.9174,0,5,0.2699999999999999
8289,,,0.6297,0,5,0.2699999999999999
8290,,,0.3729,0,5,0.2699999999999999
8291,,,0.8145,0,5,0.2699999999999999
8292,,,0.5313,0,5,0.2699999999999999
8293,,,0.7505,0,5,0.2699999999999999
8294,,,0.4973,0,5,0.2699999999999999
8295,,,0.6474,0,5,0.2699999999999999
8296,,,0.8371,0,5,0.2699999999999999
8297,,,0.6608,0,5,0.2699999999999999
8298,,,0.8311,0,5,0.2699999999999999
8299,,,0.7144,0,5,0.2699999999999999
8300,,,0.623,0,5,0.2699999999999999
8301,,,0.6618,0,5,0.2699999999999999
8302,,,0.8121,0,5,0.2699999999999999
8303,,,0.8941,0,5,0.2699999999999999
8304,,,0.7332,0,5,0.2699999999999999
8305,,,0.6603,0,5,0.2699999999999999
8306,,,0.8179,0,5,0.2699999999999999
8307,,,0.6652,0,5,0.2699999999999999
8308,,,0.8159,0,5,0.2699999999999999
8309,,,0.5476,0,5,0.2699999999999999
8310,,,0.651,0,5,0.2699999999999999
8311,,,0.8208,0,5,0.2699999999999999
8312,,,0.7573,0,5,0.2699999999999999
8313,,,0.8322,0,5,0.2699999999999999
8314,,,0.7582,0,5,0.2699999999999999
8315,,,0.7632,0,5,0.2699999999999999
8316,,,0.9176,0,5,0.2699999999999999
8317,,,0.7102,0,5,0.2699999999999999
8318,,,0.6402,0,5,0.2699999999999999
8319,,,0.6687,0,5,0.2699999999999999
8320,,,0.7982,0,5,0.2699999999999999
8321,,,0.559,0,5,0.2699999999999999
8322,,,0.7421,0,5,0.2699999999999999
8323,,,0.5607,0,5,0.2699999999999999
8324,,,0.9173,0,5,0.2699999999999999
8325,,,0.7457,0,5,0.2699999999999999
8326,,,0.4542,0,5,0.2699999999999999
8327,,,0.5369,0,5,0.2699999999999999
8328,,,0.7173,0,5,0.2699999999999999
8329,,,0.3561,0,5,0.2699999999999999
8330,,,0.6263,0,5,0.2699999999999999
8331,,,0.6476,0,5,0.2699999999999999
8332,,,0.7561,0,5,0.2699999999999999
8333,,,0.7447,0,5,0.2699999999999999
8334,,,0.4576,0,5,0.2699999999999999
8335,,,0.7369,0,5,0.2699999999999999
8336,,,0.6665,0,5,0.2699999999999999
8337,,,0.8076,0,5,0.2699999999999999
8338,,,0.7458,0,5,0.2699999999999999
8339,,,0.6704,0,5,0.2699999999999999
8340,,,0.5681,0,5,0.2699999999999999
8341,,,0.7581,0,5,0.2699999999999999
8342,,,0.7573,0,5,0.2699999999999999
8343,,,0.7173,0,5,0.2699999999999999
8344,,,0.5848,0,5,0.2699999999999999
8345,,,0.637,0,5,0.2699999999999999
8346,,,0.8363,0,5,0.2699999999999999
8347,,,0.4686,0,5,0.2699999999999999
8348,,,0.4761,0,5,0.2699999999999999
8349,,,0.3989,0,5,0.2699999999999999
8350,,,0.4611,0,5,0.2699999999999999
8351,,,0.4682,0,5,0.2699999999999999
8352,,,0.8243,0,5,0.2699999999999999
8353,,,0.477,0,5,0.2699999999999999
8354,,,0.66,0,5,0.2699999999999999
8355,,,0.674,0,5,0.2699999999999999
8356,,,0.6682,0,5,0.2699999999999999
8357,,,0.6375,0,5,0.2699999999999999
8358,,,0.8282,0,5,0.2699999999999999
8359,,,0.8311,0,5,0.2699999999999999
8360,,,0.8272,0,5,0.2699999999999999
8361,,,0.8086,0,5,0.2699999999999999
8362,,,0.5447,0,5,0.2699999999999999
8363,,,0.7363,0,5,0.2699999999999999
8364,,,0.6524,0,5,0.2699999999999999
8365,,,0.8224,0,5,0.2699999999999999
8366,,,0.8434,0,5,0.2699999999999999
8367,,,0.746,0,5,0.2699999999999999
8368,,,0.4893,0,5,0.2699999999999999
8369,,,0.64,0,5,0.2699999999999999
8370,,,0.7435,1,5,0.2699999999999999
8371,,,0.641,1,5,0.2699999999999999
8372,,,0.7742,1,5,0.2699999999999999
8373,,,0.7196,1,5,0.2699999999999999
8374,,,0.6392,1,5,0.2699999999999999
8375,,,0.6578,1,5,0.2699999999999999
8376,,,0.6703,1,5,0.2699999999999999
8377,,,0.5508,1,5,0.2699999999999999
8378,,,0.6654,1,5,0.2699999999999999
8379,,,0.7225,1,5,0.2699999999999999
8380,,,0.6467,1,5,0.2699999999999999
8381,,,0.5636,1,5,0.2699999999999999
8382,,,0.8494,1,5,0.2699999999999999
8383,,,0.6733,1,5,0.2699999999999999
8384,,,0.4609,1,5,0.2699999999999999
8385,,,0.747,1,5,0.2699999999999999
8386,,,0.5796,1,5,0.2699999999999999
8387,,,0.7406,1,5,0.2699999999999999
8388,,,0.7426,1,5,0.2699999999999999
8389,,,0.8896,1,5,0.2699999999999999
8390,,,0.73,1,5,0.2699999999999999
8391,,,0.9113,1,5,0.2699999999999999
8392,,,0.8276,1,5,0.2699999999999999
8393,,,0.5583,1,5,0.2699999999999999
8394,,,0.7341,1,5,0.2699999999999999
8395,,,0.8462,1,5,0.2699999999999999
8396,,,0.9151,1,5,0.2699999999999999
8397,,,0.874,1,5,0.2699999999999999
8398,,,0.9102,1,5,0.2699999999999999
8399,,,0.6517,1,5,0.2699999999999999
8400,,,0.8229,1,5,0.2699999999999999
8401,,,0.6673,1,5,0.2699999999999999
8402,,,0.7944,1,5,0.2699999999999999
8403,,,0.7145,1,5,0.2699999999999999
8404,,,0.7189,1,5,0.2699999999999999
8405,,,0.4674,1,5,0.2699999999999999
8406,,,0.7289,1,5,0.2699999999999999
8407,,,0.7373,1,5,0.2699999999999999
8408,,,0.8292,1,5,0.2699999999999999
8409,,,0.6142,1,5,0.2699999999999999
8410,,,0.7451,1,5,0.2699999999999999
8411,,,0.3855,1,5,0.2699999999999999
8412,,,0.6625,1,5,0.2699999999999999
8413,,,0.7436,1,5,0.2699999999999999
8414,,,0.7278,1,5,0.2699999999999999
8415,,,0.8289,1,5,0.2699999999999999
8416,,,0.675,1,5,0.2699999999999999
8417,,,0.7362,1,5,0.2699999999999999
8418,,,0.6435,1,5,0.2699999999999999
8419,,,0.7917,1,5,0.2699999999999999
8420,,,0.9076,1,5,0.2699999999999999
8421,,,0.5061,1,5,0.2699999999999999
8422,,,0.6558,1,5,0.2699999999999999
8423,,,0.4538,1,5,0.2699999999999999
8424,,,0.6534,1,5,0.2699999999999999
8425,,,0.4983,1,5,0.2699999999999999
8426,,,0.6421,1,5,0.2699999999999999
8427,,,0.6735,1,5,0.2699999999999999
8428,,,0.764,1,5,0.2699999999999999
8429,,,0.7445,1,5,0.2699999999999999
8430,,,0.6612,1,5,0.2699999999999999
8431,,,0.7681,1,5,0.2699999999999999
8432,,,0.6982,1,5,0.2699999999999999
8433,,,0.595,1,5,0.2699999999999999
8434,,,0.8294,1,5,0.2699999999999999
8435,,,0.8164,1,5,0.2699999999999999
8436,,,0.6326,1,5,0.2699999999999999
8437,,,0.6767,1,5,0.2699999999999999
8438,,,0.4586,1,5,0.2699999999999999
8439,,,0.6676,1,5,0.2699999999999999
8440,,,0.6776,1,5,0.2699999999999999
8441,,,0.704,1,5,0.2699999999999999
8442,,,0.6497,1,5,0.2699999999999999
8443,,,0.6418,1,5,0.2699999999999999
8444,,,0.6614,1,5,0.2699999999999999
8445,,,0.8335,1,5,0.2699999999999999
8446,,,0.5682,1,5,0.2699999999999999
8447,,,0.6398,1,5,0.2699999999999999
8448,,,0.7568,1,5,0.2699999999999999
8449,,,0.7052,1,5,0.2699999999999999
8450,,,0.751,1,5,0.2699999999999999
8451,,,0.7346,1,5,0.2699999999999999
8452,,,0.6157,1,5,0.2699999999999999
8453,,,0.5021,1,5,0.2699999999999999
8454,,,0.7171,1,5,0.2699999999999999
8455,,,0.905,1,5,0.2699999999999999
8456,,,0.5087,1,5,0.2699999999999999
8457,,,0.8255,1,5,0.2699999999999999
8458,,,0.6137,1,5,0.2699999999999999
8459,,,0.7527,1,5,0.2699999999999999
8460,,,0.6148,0,5,0.2799999999999999
8461,,,0.7603,0,5,0.2799999999999999
8462,,,0.6494,0,5,0.2799999999999999
8463,,,0.5676,0,5,0.2799999999999999
8464,,,0.4688,0,5,0.2799999999999999
8465,,,0.8309,0,5,0.2799999999999999
8466,,,0.7473,0,5,0.2799999999999999
8467,,,0.563,0,5,0.2799999999999999
8468,,,0.6233,0,5,0.2799999999999999
8469,,,0.6705,0,5,0.2799999999999999
8470,,,0.9209,0,5,0.2799999999999999
8471,,,0.7562,0,5,0.2799999999999999
8472,,,0.8283,0,5,0.2799999999999999
8473,,,0.6424,0,5,0.2799999999999999
8474,,,0.7521,0,5,0.2799999999999999
8475,,,0.7344,0,5,0.2799999999999999
8476,,,0.8315,0,5,0.2799999999999999
8477,,,0.5798,0,5,0.2799999999999999
8478,,,0.8339,0,5,0.2799999999999999
8479,,,0.6347,0,5,0.2799999999999999
8480,,,0.5509,0,5,0.2799999999999999
8481,,,0.7313,0,5,0.2799999999999999
8482,,,0.4693,0,5,0.2799999999999999
8483,,,0.7624,0,5,0.2799999999999999
8484,,,0.5683,0,5,0.2799999999999999
8485,,,0.73,0,5,0.2799999999999999
8486,,,0.9065,0,5,0.2799999999999999
8487,,,0.7202,0,5,0.2799999999999999
8488,,,0.7224,0,5,0.2799999999999999
8489,,,0.3736,0,5,0.2799999999999999
8490,,,0.7415,0,5,0.2799999999999999
8491,,,0.3861,0,5,0.2799999999999999
8492,,,0.8325,0,5,0.2799999999999999
8493,,,0.5633,0,5,0.2799999999999999
8494,,,0.74,0,5,0.2799999999999999
8495,,,0.7366,0,5,0.2799999999999999
8496,,,0.7251,0,5,0.2799999999999999
8497,,,0.5553,0,5,0.2799999999999999
8498,,,0.8207,0,5,0.2799999999999999
8499,,,0.6179,0,5,0.2799999999999999
8500,,,0.6387,0,5,0.2799999999999999
8501,,,0.4538,0,5,0.2799999999999999
8502,,,0.8266,0,5,0.2799999999999999
8503,,,0.5805,0,5,0.2799999999999999
8504,,,0.738,0,5,0.2799999999999999
8505,,,0.9138,0,5,0.2799999999999999
8506,,,0.7404,0,5,0.2799999999999999
8507,,,0.7163,0,5,0.2799999999999999
8508,,,0.9185,0,5,0.2799999999999999
8509,,,0.6466,0,5,0.2799999999999999
8510,,,0.4811,0,5,0.2799999999999999
8511,,,0.5702,0,5,0.2799999999999999
8512,,,0.6348,0,5,0.2799999999999999
8513,,,0.6373,0,5,0.2799999999999999
8514,,,0.726,0,5,0.2799999999999999
8515,,,0.6337,0,5,0.2799999999999999
8516,,,0.7408,0,5,0.2799999999999999
8517,,,0.8299,0,5,0.2799999999999999
8518,,,0.7319,0,5,0.2799999999999999
8519,,,0.9049,0,5,0.2799999999999999
8520,,,0.3758,0,5,0.2799999999999999
8521,,,0.8064,0,5,0.2799999999999999
8522,,,0.5607,0,5,0.2799999999999999
8523,,,0.8134,0,5,0.2799999999999999
8524,,,0.711,0,5,0.2799999999999999
8525,,,0.7472,0,5,0.2799999999999999
8526,,,0.6286,0,5,0.2799999999999999
8527,,,0.743,0,5,0.2799999999999999
8528,,,0.8928,0,5,0.2799999999999999
8529,,,0.7231,0,5,0.2799999999999999
8530,,,0.7629,0,5,0.2799999999999999
8531,,,0.7579,0,5,0.2799999999999999
8532,,,0.6493,0,5,0.2799999999999999
8533,,,0.6682,0,5,0.2799999999999999
8534,,,0.7121,0,5,0.2799999999999999
8535,,,0.9132,0,5,0.2799999999999999
8536,,,0.7638,0,5,0.2799999999999999
8537,,,0.748,0,5,0.2799999999999999
8538,,,0.5836,0,5,0.2799999999999999
8539,,,0.5433,0,5,0.2799999999999999
8540,,,0.5614,0,5,0.2799999999999999
8541,,,0.8308,0,5,0.2799999999999999
8542,,,0.8278,0,5,0.2799999999999999
8543,,,0.659,0,5,0.2799999999999999
8544,,,0.7135,0,5,0.2799999999999999
8545,,,0.6325,0,5,0.2799999999999999
8546,,,0.8202,0,5,0.2799999999999999
8547,,,0.7521,0,5,0.2799999999999999
8548,,,0.6471,0,5,0.2799999999999999
8549,,,0.6451,0,5,0.2799999999999999
8550,,,0.6267,1,5,0.2799999999999999
8551,,,0.6187,1,5,0.2799999999999999
8552,,,0.5105,1,5,0.2799999999999999
8553,,,0.7573,1,5,0.2799999999999999
8554,,,0.5036,1,5,0.2799999999999999
8555,,,0.5941,1,5,0.2799999999999999
8556,,,0.7677,1,5,0.2799999999999999
8557,,,0.7411,1,5,0.2799999999999999
8558,,,0.9124,1,5,0.2799999999999999
