,Unnamed: 0,Unnamed: 0.1,acc,bool_hebbian,phi,theta
18796,,,0.6582,0,5,0.8499999999999996
18797,,,0.8629,0,5,0.8499999999999996
18798,,,0.6718,0,5,0.8499999999999996
18799,,,0.6648,0,5,0.8499999999999996
18800,,,0.7746,0,5,0.8499999999999996
18801,,,0.5016,0,5,0.8499999999999996
18802,,,0.8577,0,5,0.8499999999999996
18803,,,0.6524,0,5,0.8499999999999996
18804,,,0.863,0,5,0.8499999999999996
18805,,,0.6793,0,5,0.8499999999999996
18806,,,0.7685,0,5,0.8499999999999996
18807,,,0.3935,0,5,0.8499999999999996
18808,,,0.5597,0,5,0.8499999999999996
18809,,,0.6569,0,5,0.8499999999999996
18810,,,0.9174,1,5,0.8499999999999996
18811,,,0.9367,1,5,0.8499999999999996
18812,,,0.7216,1,5,0.8499999999999996
18813,,,0.9489,1,5,0.8499999999999996
18814,,,0.795,1,5,0.8499999999999996
18815,,,0.6428,1,5,0.8499999999999996
18816,,,0.9319,1,5,0.8499999999999996
18817,,,0.7251,1,5,0.8499999999999996
18818,,,0.844,1,5,0.8499999999999996
18819,,,0.7327,1,5,0.8499999999999996
18820,,,0.8557,1,5,0.8499999999999996
18821,,,0.9418,1,5,0.8499999999999996
18822,,,0.8925,1,5,0.8499999999999996
18823,,,0.8399,1,5,0.8499999999999996
18824,,,0.7439,1,5,0.8499999999999996
18825,,,0.7651,1,5,0.8499999999999996
18826,,,0.6609,1,5,0.8499999999999996
18827,,,0.8459,1,5,0.8499999999999996
18828,,,0.8489,1,5,0.8499999999999996
18829,,,0.6006,1,5,0.8499999999999996
18830,,,0.7866,1,5,0.8499999999999996
18831,,,0.5703,1,5,0.8499999999999996
18832,,,0.6174,1,5,0.8499999999999996
18833,,,0.7454,1,5,0.8499999999999996
18834,,,0.6028,1,5,0.8499999999999996
18835,,,0.6809,1,5,0.8499999999999996
18836,,,0.7441,1,5,0.8499999999999996
18837,,,0.6616,1,5,0.8499999999999996
18838,,,0.7736,1,5,0.8499999999999996
18839,,,0.6538,1,5,0.8499999999999996
18840,,,0.9271,1,5,0.8499999999999996
18841,,,0.7049,1,5,0.8499999999999996
18842,,,0.7068,1,5,0.8499999999999996
18843,,,0.6556,1,5,0.8499999999999996
18844,,,0.8488,1,5,0.8499999999999996
18845,,,0.8389,1,5,0.8499999999999996
18846,,,0.5521,1,5,0.8499999999999996
18847,,,0.8617,1,5,0.8499999999999996
18848,,,0.5897,1,5,0.8499999999999996
18849,,,0.6647,1,5,0.8499999999999996
18850,,,0.951,1,5,0.8499999999999996
18851,,,0.828,1,5,0.8499999999999996
18852,,,0.714,1,5,0.8499999999999996
18853,,,0.6356,1,5,0.8499999999999996
18854,,,0.925,1,5,0.8499999999999996
18855,,,0.7248,1,5,0.8499999999999996
18856,,,0.7431,1,5,0.8499999999999996
18857,,,0.8488,1,5,0.8499999999999996
18858,,,0.6132,1,5,0.8499999999999996
18859,,,0.9319,1,5,0.8499999999999996
18860,,,0.7354,1,5,0.8499999999999996
18861,,,0.7296,1,5,0.8499999999999996
18862,,,0.7404,1,5,0.8499999999999996
18863,,,0.8565,1,5,0.8499999999999996
18864,,,0.829,1,5,0.8499999999999996
18865,,,0.9504,1,5,0.8499999999999996
18866,,,0.8565,1,5,0.8499999999999996
18867,,,0.6129,1,5,0.8499999999999996
18868,,,0.7656,1,5,0.8499999999999996
18869,,,0.8361,1,5,0.8499999999999996
18870,,,0.6856,1,5,0.8499999999999996
18871,,,0.6765,1,5,0.8499999999999996
18872,,,0.8412,1,5,0.8499999999999996
18873,,,0.7774,1,5,0.8499999999999996
18874,,,0.857,1,5,0.8499999999999996
18875,,,0.7314,1,5,0.8499999999999996
18876,,,0.5981,1,5,0.8499999999999996
18877,,,0.8657,1,5,0.8499999999999996
18878,,,0.5664,1,5,0.8499999999999996
18879,,,0.9043,1,5,0.8499999999999996
18880,,,0.8296,1,5,0.8499999999999996
18881,,,0.7696,1,5,0.8499999999999996
18882,,,0.9326,1,5,0.8499999999999996
18883,,,0.7743,1,5,0.8499999999999996
18884,,,0.7577,1,5,0.8499999999999996
18885,,,0.8394,1,5,0.8499999999999996
18886,,,0.8582,1,5,0.8499999999999996
18887,,,0.4582,1,5,0.8499999999999996
18888,,,0.8427,1,5,0.8499999999999996
18889,,,0.8236,1,5,0.8499999999999996
18890,,,0.8341,1,5,0.8499999999999996
18891,,,0.6279,1,5,0.8499999999999996
18892,,,0.8501,1,5,0.8499999999999996
18893,,,0.8578,1,5,0.8499999999999996
18894,,,0.7495,1,5,0.8499999999999996
18895,,,0.6558,1,5,0.8499999999999996
18896,,,0.8818,1,5,0.8499999999999996
18897,,,0.6708,1,5,0.8499999999999996
18898,,,0.6037,1,5,0.8499999999999996
18899,,,0.8509,1,5,0.8499999999999996
18900,,,0.7707,0,5,0.8599999999999995
18901,,,0.4812,0,5,0.8599999999999995
18902,,,0.7493,0,5,0.8599999999999995
18903,,,0.5781,0,5,0.8599999999999995
18904,,,0.5836,0,5,0.8599999999999995
18905,,,0.8419,0,5,0.8599999999999995
18906,,,0.8567,0,5,0.8599999999999995
18907,,,0.8518,0,5,0.8599999999999995
18908,,,0.6821,0,5,0.8599999999999995
18909,,,0.7722,0,5,0.8599999999999995
18910,,,0.7737,0,5,0.8599999999999995
18911,,,0.8413,0,5,0.8599999999999995
18912,,,0.7732,0,5,0.8599999999999995
18913,,,0.8512,0,5,0.8599999999999995
18914,,,0.7621,0,5,0.8599999999999995
18915,,,0.6722,0,5,0.8599999999999995
18916,,,0.8606,0,5,0.8599999999999995
18917,,,0.9486,0,5,0.8599999999999995
18918,,,0.4964,0,5,0.8599999999999995
18919,,,0.7467,0,5,0.8599999999999995
18920,,,0.76,0,5,0.8599999999999995
18921,,,0.9494,0,5,0.8599999999999995
18922,,,0.8443,0,5,0.8599999999999995
18923,,,0.6576,0,5,0.8599999999999995
18924,,,0.6616,0,5,0.8599999999999995
18925,,,0.4653,0,5,0.8599999999999995
18926,,,0.4958,0,5,0.8599999999999995
18927,,,0.7563,0,5,0.8599999999999995
18928,,,0.6577,0,5,0.8599999999999995
18929,,,0.3897,0,5,0.8599999999999995
18930,,,0.8527,0,5,0.8599999999999995
18931,,,0.765,0,5,0.8599999999999995
18932,,,0.5611,0,5,0.8599999999999995
18933,,,0.767,0,5,0.8599999999999995
18934,,,0.949,0,5,0.8599999999999995
18935,,,0.8564,0,5,0.8599999999999995
18936,,,0.7733,0,5,0.8599999999999995
18937,,,0.8669,0,5,0.8599999999999995
18938,,,0.9432,0,5,0.8599999999999995
18939,,,0.6474,0,5,0.8599999999999995
18940,,,0.5713,0,5,0.8599999999999995
18941,,,0.5734,0,5,0.8599999999999995
18942,,,0.8596,0,5,0.8599999999999995
18943,,,0.907,0,5,0.8599999999999995
18944,,,0.8464,0,5,0.8599999999999995
18945,,,0.8303,0,5,0.8599999999999995
18946,,,0.5714,0,5,0.8599999999999995
18947,,,0.953,0,5,0.8599999999999995
18948,,,0.7788,0,5,0.8599999999999995
18949,,,0.5755,0,5,0.8599999999999995
18950,,,0.678,0,5,0.8599999999999995
18951,,,0.7751,0,5,0.8599999999999995
18952,,,0.6541,0,5,0.8599999999999995
18953,,,0.577,0,5,0.8599999999999995
18954,,,0.5753,0,5,0.8599999999999995
18955,,,0.6583,0,5,0.8599999999999995
18956,,,0.9431,0,5,0.8599999999999995
18957,,,0.6734,0,5,0.8599999999999995
18958,,,0.7618,0,5,0.8599999999999995
18959,,,0.8471,0,5,0.8599999999999995
18960,,,0.7617,0,5,0.8599999999999995
18961,,,0.6694,0,5,0.8599999999999995
18962,,,0.5718,0,5,0.8599999999999995
18963,,,0.5896,0,5,0.8599999999999995
18964,,,0.7418,0,5,0.8599999999999995
18965,,,0.7778,0,5,0.8599999999999995
18966,,,0.4871,0,5,0.8599999999999995
18967,,,0.5955,0,5,0.8599999999999995
18968,,,0.6791,0,5,0.8599999999999995
18969,,,0.779,0,5,0.8599999999999995
18970,,,0.6534,0,5,0.8599999999999995
18971,,,0.6741,0,5,0.8599999999999995
18972,,,0.677,0,5,0.8599999999999995
18973,,,0.7708,0,5,0.8599999999999995
18974,,,0.7646,0,5,0.8599999999999995
18975,,,0.575,0,5,0.8599999999999995
18976,,,0.9484,0,5,0.8599999999999995
18977,,,0.4848,0,5,0.8599999999999995
18978,,,0.8516,0,5,0.8599999999999995
18979,,,0.8522,0,5,0.8599999999999995
18980,,,0.7519,0,5,0.8599999999999995
18981,,,0.6673,0,5,0.8599999999999995
18982,,,0.3838,0,5,0.8599999999999995
18983,,,0.662,0,5,0.8599999999999995
18984,,,0.7787,0,5,0.8599999999999995
18985,,,0.7617,0,5,0.8599999999999995
18986,,,0.9499,0,5,0.8599999999999995
18987,,,0.6567,0,5,0.8599999999999995
18988,,,0.7467,0,5,0.8599999999999995
18989,,,0.68,0,5,0.8599999999999995
18990,,,0.7425,1,5,0.8599999999999995
18991,,,0.7756,1,5,0.8599999999999995
18992,,,0.5886,1,5,0.8599999999999995
18993,,,0.8646,1,5,0.8599999999999995
18994,,,0.8562,1,5,0.8599999999999995
18995,,,0.8454,1,5,0.8599999999999995
18996,,,0.7932,1,5,0.8599999999999995
18997,,,0.936,1,5,0.8599999999999995
18998,,,0.7564,1,5,0.8599999999999995
18999,,,0.8569,1,5,0.8599999999999995
19000,,,0.8123,1,5,0.8599999999999995
19001,,,0.6739,1,5,0.8599999999999995
19002,,,0.8544,1,5,0.8599999999999995
19003,,,0.759,1,5,0.8599999999999995
19004,,,0.6429,1,5,0.8599999999999995
19005,,,0.7743,1,5,0.8599999999999995
19006,,,0.9409,1,5,0.8599999999999995
19007,,,0.9456,1,5,0.8599999999999995
19008,,,0.6864,1,5,0.8599999999999995
19009,,,0.7831,1,5,0.8599999999999995
19010,,,0.8033,1,5,0.8599999999999995
19011,,,0.6809,1,5,0.8599999999999995
19012,,,0.9302,1,5,0.8599999999999995
19013,,,0.8527,1,5,0.8599999999999995
19014,,,0.6419,1,5,0.8599999999999995
19015,,,0.7557,1,5,0.8599999999999995
19016,,,0.8453,1,5,0.8599999999999995
19017,,,0.6265,1,5,0.8599999999999995
19018,,,0.7892,1,5,0.8599999999999995
19019,,,0.6706,1,5,0.8599999999999995
19020,,,0.853,1,5,0.8599999999999995
19021,,,0.7351,1,5,0.8599999999999995
19022,,,0.467,1,5,0.8599999999999995
19023,,,0.7462,1,5,0.8599999999999995
19024,,,0.7339,1,5,0.8599999999999995
19025,,,0.7789,1,5,0.8599999999999995
19026,,,0.9207,1,5,0.8599999999999995
19027,,,0.8537,1,5,0.8599999999999995
19028,,,0.7873,1,5,0.8599999999999995
19029,,,0.6714,1,5,0.8599999999999995
19030,,,0.5364,1,5,0.8599999999999995
19031,,,0.6592,1,5,0.8599999999999995
19032,,,0.6779,1,5,0.8599999999999995
19033,,,0.7695,1,5,0.8599999999999995
19034,,,0.9351,1,5,0.8599999999999995
19035,,,0.6802,1,5,0.8599999999999995
19036,,,0.5401,1,5,0.8599999999999995
19037,,,0.741,1,5,0.8599999999999995
19038,,,0.9009,1,5,0.8599999999999995
19039,,,0.8574,1,5,0.8599999999999995
19040,,,0.6505,1,5,0.8599999999999995
19041,,,0.5664,1,5,0.8599999999999995
19042,,,0.9435,1,5,0.8599999999999995
19043,,,0.7689,1,5,0.8599999999999995
19044,,,0.8278,1,5,0.8599999999999995
19045,,,0.8403,1,5,0.8599999999999995
19046,,,0.9402,1,5,0.8599999999999995
19047,,,0.7649,1,5,0.8599999999999995
19048,,,0.7993,1,5,0.8599999999999995
19049,,,0.9471,1,5,0.8599999999999995
19050,,,0.7513,1,5,0.8599999999999995
19051,,,0.7506,1,5,0.8599999999999995
19052,,,0.901,1,5,0.8599999999999995
19053,,,0.9382,1,5,0.8599999999999995
19054,,,0.7906,1,5,0.8599999999999995
19055,,,0.7863,1,5,0.8599999999999995
19056,,,0.9435,1,5,0.8599999999999995
19057,,,0.8596,1,5,0.8599999999999995
19058,,,0.8081,1,5,0.8599999999999995
19059,,,0.8202,1,5,0.8599999999999995
19060,,,0.8517,1,5,0.8599999999999995
19061,,,0.6589,1,5,0.8599999999999995
19062,,,0.9471,1,5,0.8599999999999995
19063,,,0.8923,1,5,0.8599999999999995
19064,,,0.8504,1,5,0.8599999999999995
19065,,,0.9341,1,5,0.8599999999999995
19066,,,0.8112,1,5,0.8599999999999995
19067,,,0.8347,1,5,0.8599999999999995
19068,,,0.6982,1,5,0.8599999999999995
19069,,,0.6592,1,5,0.8599999999999995
19070,,,0.7468,1,5,0.8599999999999995
19071,,,0.7946,1,5,0.8599999999999995
19072,,,0.6873,1,5,0.8599999999999995
19073,,,0.681,1,5,0.8599999999999995
19074,,,0.6139,1,5,0.8599999999999995
19075,,,0.7335,1,5,0.8599999999999995
19076,,,0.6111,1,5,0.8599999999999995
19077,,,0.9481,1,5,0.8599999999999995
19078,,,0.6025,1,5,0.8599999999999995
19079,,,0.6556,1,5,0.8599999999999995
19080,,,0.7543,0,5,0.8699999999999996
19081,,,0.785,0,5,0.8699999999999996
19082,,,0.7612,0,5,0.8699999999999996
19083,,,0.741,0,5,0.8699999999999996
19084,,,0.7602,0,5,0.8699999999999996
19085,,,0.9387,0,5,0.8699999999999996
19086,,,0.5866,0,5,0.8699999999999996
19087,,,0.7674,0,5,0.8699999999999996
19088,,,0.7532,0,5,0.8699999999999996
19089,,,0.9506,0,5,0.8699999999999996
19090,,,0.5624,0,5,0.8699999999999996
19091,,,0.8355,0,5,0.8699999999999996
19092,,,0.7682,0,5,0.8699999999999996
19093,,,0.389,0,5,0.8699999999999996
19094,,,0.7621,0,5,0.8699999999999996
19095,,,0.5857,0,5,0.8699999999999996
19096,,,0.7467,0,5,0.8699999999999996
19097,,,0.6875,0,5,0.8699999999999996
19098,,,0.5931,0,5,0.8699999999999996
19099,,,0.6693,0,5,0.8699999999999996
19100,,,0.677,0,5,0.8699999999999996
19101,,,0.8561,0,5,0.8699999999999996
19102,,,0.578,0,5,0.8699999999999996
19103,,,0.941,0,5,0.8699999999999996
19104,,,0.8615,0,5,0.8699999999999996
19105,,,0.9479,0,5,0.8699999999999996
19106,,,0.9423,0,5,0.8699999999999996
19107,,,0.6592,0,5,0.8699999999999996
19108,,,0.673,0,5,0.8699999999999996
19109,,,0.6659,0,5,0.8699999999999996
19110,,,0.6663,0,5,0.8699999999999996
19111,,,0.8618,0,5,0.8699999999999996
19112,,,0.8504,0,5,0.8699999999999996
19113,,,0.7735,0,5,0.8699999999999996
19114,,,0.7543,0,5,0.8699999999999996
19115,,,0.683,0,5,0.8699999999999996
19116,,,0.7413,0,5,0.8699999999999996
19117,,,0.9498,0,5,0.8699999999999996
19118,,,0.7727,0,5,0.8699999999999996
19119,,,0.6762,0,5,0.8699999999999996
19120,,,0.4966,0,5,0.8699999999999996
19121,,,0.8512,0,5,0.8699999999999996
19122,,,0.7666,0,5,0.8699999999999996
19123,,,0.7688,0,5,0.8699999999999996
19124,,,0.2902,0,5,0.8699999999999996
19125,,,0.7684,0,5,0.8699999999999996
19126,,,0.4985,0,5,0.8699999999999996
19127,,,0.7735,0,5,0.8699999999999996
19128,,,0.6485,0,5,0.8699999999999996
19129,,,0.8556,0,5,0.8699999999999996
19130,,,0.5685,0,5,0.8699999999999996
19131,,,0.5874,0,5,0.8699999999999996
19132,,,0.9465,0,5,0.8699999999999996
19133,,,0.8536,0,5,0.8699999999999996
19134,,,0.5797,0,5,0.8699999999999996
19135,,,0.7652,0,5,0.8699999999999996
19136,,,0.7607,0,5,0.8699999999999996
19137,,,0.7646,0,5,0.8699999999999996
19138,,,0.9505,0,5,0.8699999999999996
19139,,,0.5017,0,5,0.8699999999999996
19140,,,0.7583,0,5,0.8699999999999996
19141,,,0.7779,0,5,0.8699999999999996
19142,,,0.9452,0,5,0.8699999999999996
19143,,,0.774,0,5,0.8699999999999996
19144,,,0.8647,0,5,0.8699999999999996
19145,,,0.8558,0,5,0.8699999999999996
19146,,,0.3837,0,5,0.8699999999999996
19147,,,0.7701,0,5,0.8699999999999996
19148,,,0.6569,0,5,0.8699999999999996
19149,,,0.7672,0,5,0.8699999999999996
19150,,,0.9317,0,5,0.8699999999999996
19151,,,0.5767,0,5,0.8699999999999996
19152,,,0.6548,0,5,0.8699999999999996
19153,,,0.8501,0,5,0.8699999999999996
19154,,,0.6825,0,5,0.8699999999999996
19155,,,0.5768,0,5,0.8699999999999996
19156,,,0.9479,0,5,0.8699999999999996
19157,,,0.669,0,5,0.8699999999999996
19158,,,0.7803,0,5,0.8699999999999996
19159,,,0.4838,0,5,0.8699999999999996
19160,,,0.6602,0,5,0.8699999999999996
19161,,,0.7528,0,5,0.8699999999999996
19162,,,0.5565,0,5,0.8699999999999996
19163,,,0.9454,0,5,0.8699999999999996
19164,,,0.8689,0,5,0.8699999999999996
19165,,,0.7493,0,5,0.8699999999999996
19166,,,0.7725,0,5,0.8699999999999996
19167,,,0.6877,0,5,0.8699999999999996
19168,,,0.5834,0,5,0.8699999999999996
19169,,,0.7475,0,5,0.8699999999999996
19170,,,0.7726,1,5,0.8699999999999996
19171,,,0.6206,1,5,0.8699999999999996
19172,,,0.7471,1,5,0.8699999999999996
19173,,,0.8165,1,5,0.8699999999999996
19174,,,0.7127,1,5,0.8699999999999996
19175,,,0.7788,1,5,0.8699999999999996
19176,,,0.7579,1,5,0.8699999999999996
19177,,,0.8674,1,5,0.8699999999999996
19178,,,0.7416,1,5,0.8699999999999996
19179,,,0.5998,1,5,0.8699999999999996
19180,,,0.8861,1,5,0.8699999999999996
19181,,,0.2878,1,5,0.8699999999999996
19182,,,0.8581,1,5,0.8699999999999996
19183,,,0.5723,1,5,0.8699999999999996
19184,,,0.9403,1,5,0.8699999999999996
19185,,,0.759,1,5,0.8699999999999996
19186,,,0.8333,1,5,0.8699999999999996
19187,,,0.7372,1,5,0.8699999999999996
19188,,,0.7451,1,5,0.8699999999999996
19189,,,0.5906,1,5,0.8699999999999996
19190,,,0.8041,1,5,0.8699999999999996
19191,,,0.8544,1,5,0.8699999999999996
19192,,,0.705,1,5,0.8699999999999996
19193,,,0.898,1,5,0.8699999999999996
19194,,,0.7425,1,5,0.8699999999999996
19195,,,0.6378,1,5,0.8699999999999996
19196,,,0.9357,1,5,0.8699999999999996
19197,,,0.7723,1,5,0.8699999999999996
19198,,,0.7593,1,5,0.8699999999999996
19199,,,0.6657,1,5,0.8699999999999996
19200,,,0.6662,1,5,0.8699999999999996
19201,,,0.8608,1,5,0.8699999999999996
19202,,,0.8395,1,5,0.8699999999999996
19203,,,0.9382,1,5,0.8699999999999996
19204,,,0.9427,1,5,0.8699999999999996
19205,,,0.7924,1,5,0.8699999999999996
19206,,,0.514,1,5,0.8699999999999996
19207,,,0.7327,1,5,0.8699999999999996
19208,,,0.941,1,5,0.8699999999999996
19209,,,0.7327,1,5,0.8699999999999996
19210,,,0.6286,1,5,0.8699999999999996
19211,,,0.7029,1,5,0.8699999999999996
19212,,,0.9242,1,5,0.8699999999999996
19213,,,0.7618,1,5,0.8699999999999996
19214,,,0.6553,1,5,0.8699999999999996
19215,,,0.7588,1,5,0.8699999999999996
19216,,,0.8466,1,5,0.8699999999999996
19217,,,0.5981,1,5,0.8699999999999996
19218,,,0.7152,1,5,0.8699999999999996
19219,,,0.7521,1,5,0.8699999999999996
19220,,,0.6306,1,5,0.8699999999999996
19221,,,0.9319,1,5,0.8699999999999996
19222,,,0.8479,1,5,0.8699999999999996
19223,,,0.7995,1,5,0.8699999999999996
19224,,,0.6677,1,5,0.8699999999999996
19225,,,0.5013,1,5,0.8699999999999996
19226,,,0.9495,1,5,0.8699999999999996
19227,,,0.8336,1,5,0.8699999999999996
19228,,,0.8378,1,5,0.8699999999999996
19229,,,0.6716,1,5,0.8699999999999996
19230,,,0.7494,1,5,0.8699999999999996
19231,,,0.7415,1,5,0.8699999999999996
19232,,,0.7219,1,5,0.8699999999999996
19233,,,0.9311,1,5,0.8699999999999996
19234,,,0.5575,1,5,0.8699999999999996
19235,,,0.8737,1,5,0.8699999999999996
19236,,,0.7642,1,5,0.8699999999999996
19237,,,0.7973,1,5,0.8699999999999996
19238,,,0.8567,1,5,0.8699999999999996
19239,,,0.8387,1,5,0.8699999999999996
19240,,,0.8535,1,5,0.8699999999999996
19241,,,0.8733,1,5,0.8699999999999996
19242,,,0.9276,1,5,0.8699999999999996
19243,,,0.7154,1,5,0.8699999999999996
19244,,,0.6392,1,5,0.8699999999999996
19245,,,0.6514,1,5,0.8699999999999996
19246,,,0.7695,1,5,0.8699999999999996
19247,,,0.73,1,5,0.8699999999999996
19248,,,0.666,1,5,0.8699999999999996
19249,,,0.8704,1,5,0.8699999999999996
19250,,,0.8217,1,5,0.8699999999999996
19251,,,0.6405,1,5,0.8699999999999996
19252,,,0.7321,1,5,0.8699999999999996
19253,,,0.8564,1,5,0.8699999999999996
19254,,,0.6529,1,5,0.8699999999999996
19255,,,0.9426,1,5,0.8699999999999996
19256,,,0.9426,1,5,0.8699999999999996
19257,,,0.7702,1,5,0.8699999999999996
19258,,,0.7882,1,5,0.8699999999999996
19259,,,0.6373,1,5,0.8699999999999996
19260,,,0.863,0,5,0.8799999999999996
19261,,,0.6729,0,5,0.8799999999999996
19262,,,0.5011,0,5,0.8799999999999996
19263,,,0.6533,0,5,0.8799999999999996
19264,,,0.7457,0,5,0.8799999999999996
19265,,,0.8604,0,5,0.8799999999999996
19266,,,0.9314,0,5,0.8799999999999996
19267,,,0.6826,0,5,0.8799999999999996
19268,,,0.7713,0,5,0.8799999999999996
19269,,,0.6904,0,5,0.8799999999999996
19270,,,0.6789,0,5,0.8799999999999996
19271,,,0.6531,0,5,0.8799999999999996
19272,,,0.6782,0,5,0.8799999999999996
19273,,,0.7703,0,5,0.8799999999999996
19274,,,0.8601,0,5,0.8799999999999996
19275,,,0.5898,0,5,0.8799999999999996
19276,,,0.4688,0,5,0.8799999999999996
19277,,,0.5952,0,5,0.8799999999999996
19278,,,0.7402,0,5,0.8799999999999996
19279,,,0.5786,0,5,0.8799999999999996
19280,,,0.9493,0,5,0.8799999999999996
19281,,,0.8608,0,5,0.8799999999999996
19282,,,0.8698,0,5,0.8799999999999996
19283,,,0.6637,0,5,0.8799999999999996
19284,,,0.3891,0,5,0.8799999999999996
19285,,,0.6653,0,5,0.8799999999999996
19286,,,0.7605,0,5,0.8799999999999996
19287,,,0.8606,0,5,0.8799999999999996
19288,,,0.8568,0,5,0.8799999999999996
19289,,,0.6656,0,5,0.8799999999999996
19290,,,0.9438,0,5,0.8799999999999996
19291,,,0.6552,0,5,0.8799999999999996
19292,,,0.9442,0,5,0.8799999999999996
19293,,,0.7514,0,5,0.8799999999999996
19294,,,0.8568,0,5,0.8799999999999996
19295,,,0.5921,0,5,0.8799999999999996
19296,,,0.566,0,5,0.8799999999999996
19297,,,0.8598,0,5,0.8799999999999996
19298,,,0.5674,0,5,0.8799999999999996
19299,,,0.6848,0,5,0.8799999999999996
19300,,,0.6779,0,5,0.8799999999999996
19301,,,0.7781,0,5,0.8799999999999996
19302,,,0.7602,0,5,0.8799999999999996
19303,,,0.5661,0,5,0.8799999999999996
19304,,,0.6595,0,5,0.8799999999999996
19305,,,0.7519,0,5,0.8799999999999996
19306,,,0.6852,0,5,0.8799999999999996
19307,,,0.8555,0,5,0.8799999999999996
19308,,,0.7673,0,5,0.8799999999999996
19309,,,0.858,0,5,0.8799999999999996
19310,,,0.6879,0,5,0.8799999999999996
19311,,,0.5825,0,5,0.8799999999999996
19312,,,0.558,0,5,0.8799999999999996
19313,,,0.6843,0,5,0.8799999999999996
19314,,,0.7624,0,5,0.8799999999999996
19315,,,0.8676,0,5,0.8799999999999996
19316,,,0.7455,0,5,0.8799999999999996
19317,,,0.4771,0,5,0.8799999999999996
19318,,,0.956,0,5,0.8799999999999996
19319,,,0.4998,0,5,0.8799999999999996
19320,,,0.7473,0,5,0.8799999999999996
19321,,,0.659,0,5,0.8799999999999996
19322,,,0.9462,0,5,0.8799999999999996
19323,,,0.8625,0,5,0.8799999999999996
19324,,,0.569,0,5,0.8799999999999996
19325,,,0.5664,0,5,0.8799999999999996
19326,,,0.7657,0,5,0.8799999999999996
19327,,,0.66,0,5,0.8799999999999996
19328,,,0.6572,0,5,0.8799999999999996
19329,,,0.6736,0,5,0.8799999999999996
19330,,,0.7793,0,5,0.8799999999999996
19331,,,0.761,0,5,0.8799999999999996
19332,,,0.6684,0,5,0.8799999999999996
19333,,,0.8558,0,5,0.8799999999999996
19334,,,0.866,0,5,0.8799999999999996
19335,,,0.5804,0,5,0.8799999999999996
19336,,,0.7499,0,5,0.8799999999999996
19337,,,0.7677,0,5,0.8799999999999996
19338,,,0.7625,0,5,0.8799999999999996
19339,,,0.7477,0,5,0.8799999999999996
19340,,,0.9415,0,5,0.8799999999999996
19341,,,0.6628,0,5,0.8799999999999996
19342,,,0.8672,0,5,0.8799999999999996
19343,,,0.8373,0,5,0.8799999999999996
19344,,,0.8504,0,5,0.8799999999999996
19345,,,0.8661,0,5,0.8799999999999996
19346,,,0.665,0,5,0.8799999999999996
19347,,,0.5811,0,5,0.8799999999999996
19348,,,0.6651,0,5,0.8799999999999996
19349,,,0.7788,0,5,0.8799999999999996
19350,,,0.8331,1,5,0.8799999999999996
19351,,,0.7325,1,5,0.8799999999999996
19352,,,0.7744,1,5,0.8799999999999996
19353,,,0.6858,1,5,0.8799999999999996
19354,,,0.919,1,5,0.8799999999999996
19355,,,0.7971,1,5,0.8799999999999996
19356,,,0.7894,1,5,0.8799999999999996
19357,,,0.9425,1,5,0.8799999999999996
19358,,,0.9398,1,5,0.8799999999999996
19359,,,0.6697,1,5,0.8799999999999996
19360,,,0.741,1,5,0.8799999999999996
19361,,,0.9324,1,5,0.8799999999999996
19362,,,0.6451,1,5,0.8799999999999996
19363,,,0.7718,1,5,0.8799999999999996
19364,,,0.8322,1,5,0.8799999999999996
19365,,,0.6854,1,5,0.8799999999999996
19366,,,0.8428,1,5,0.8799999999999996
19367,,,0.9482,1,5,0.8799999999999996
19368,,,0.8794,1,5,0.8799999999999996
19369,,,0.576,1,5,0.8799999999999996
19370,,,0.8583,1,5,0.8799999999999996
19371,,,0.8426,1,5,0.8799999999999996
19372,,,0.6669,1,5,0.8799999999999996
19373,,,0.9132,1,5,0.8799999999999996
19374,,,0.7931,1,5,0.8799999999999996
19375,,,0.913,1,5,0.8799999999999996
19376,,,0.6879,1,5,0.8799999999999996
19377,,,0.8327,1,5,0.8799999999999996
19378,,,0.8566,1,5,0.8799999999999996
19379,,,0.7258,1,5,0.8799999999999996
19380,,,0.8515,1,5,0.8799999999999996
19381,,,0.9443,1,5,0.8799999999999996
19382,,,0.7614,1,5,0.8799999999999996
19383,,,0.6757,1,5,0.8799999999999996
19384,,,0.8433,1,5,0.8799999999999996
19385,,,0.7622,1,5,0.8799999999999996
19386,,,0.8379,1,5,0.8799999999999996
19387,,,0.7546,1,5,0.8799999999999996
19388,,,0.859,1,5,0.8799999999999996
19389,,,0.6762,1,5,0.8799999999999996
19390,,,0.7379,1,5,0.8799999999999996
19391,,,0.8139,1,5,0.8799999999999996
19392,,,0.8304,1,5,0.8799999999999996
19393,,,0.9437,1,5,0.8799999999999996
19394,,,0.7246,1,5,0.8799999999999996
19395,,,0.6899,1,5,0.8799999999999996
19396,,,0.8896,1,5,0.8799999999999996
19397,,,0.7696,1,5,0.8799999999999996
19398,,,0.9478,1,5,0.8799999999999996
19399,,,0.9454,1,5,0.8799999999999996
19400,,,0.8624,1,5,0.8799999999999996
19401,,,0.8319,1,5,0.8799999999999996
19402,,,0.8587,1,5,0.8799999999999996
19403,,,0.9339,1,5,0.8799999999999996
19404,,,0.7606,1,5,0.8799999999999996
